person_id,name_transcribed,name_normalized,stratum,outcome,candidate_ids,proposed_facts,evidence_for,evidence_against,source_ids,source_urls_tiers,queries,access_date,notes
hubbard_gurdon,Gurdon Saltonstall Hubbard,Gurdon Saltonstall Hubbard,established_profile,corroborated,,,"Hurlbut's chapter names 'Gurdon S. Hubbard, Esq. then a youth of sixteen', born Windsor, Vt., 1802, who first arrived at Chicago at the end of October 1818 and in 1828 bought the American Fur Company's entire interest in the trade of Illinois. This project's resident record is Gurdon Saltonstall Hubbard, graded attested. Three things agree and the surname is the least of them: the given name plus  Caroline M. McIlvaine's Introduction calls him 'Gurdon Hubbard' throughout — 'In 1834 Gurdon Hubbard went to Chicago to remain for the rest of his life' — while the title page of the same volume prints Gurdon Saltonstall Hubbard, and this project's resident record is Gurdon Saltonstall Hubbard, graded attested. The merge rests on the volume itself and not on a surname: one book, one man, two spell The 1843 Business Directory advertises 'G. S. Hubbard, forwarding merchant and dealer in produce and provisions' on South Water Street. Gurdon Saltonstall Hubbard is this project's resident record and G. S. Hubbard is that name initial for initial, in the same town, in the forwarding trade the resident record already carries. The merge is of the MAN and not of the address: the 1843 frontage is not","The bare surname 'Hubbard' in the chapter's opening list is refused as an identity on its own: a surname-only merge is always a refusal, and this project holds the name Hubbard in more than one place. The man IS Gurdon Saltonstall Hubbard, and that is carried by the merge above on the full naming twenty-three lines later — 'Gurdon S. Hubbard, Esq.' — not by this list. The refusal exists so that a  The surname 'Hubbard' is in Fergus's death notices and no entry under it carries the initial 'G' of 'Gurdon Saltonstall Hubbard'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. Surname 'Hubbard' folds to the same string as the 1843 entry's, and the given name of both begins G.",census_1840_chicago_name_crosswalk;chicago_democrat_1833_1835;chicago_voter_lists_1833_1835_irad;fergus_chicago_directory_1843;fergus_historical_series_26_29;norris_directory_1844,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
dow_albert_f,Albert F. Dow,Albert F. Dow,letter_list_only_present,candidate_identity,,,,The surname 'Dow' is in Norris 1844 and no entry under it carries the initial 'A' of 'Albert F. Dow'. A surname-only agreement is a refusal. The surname 'Dow' is in Fergus 1843 and no entry under it carries the initial 'A' of 'Albert F. Dow'. A surname-only agreement is a refusal. The surname 'Dow' stands on an 1844 advertising card and no proprietor under it carries the initial 'A' of 'Albert F. Dow'. A surname-only agreement is a refusal.,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"Repository lead retained as a candidate: Plausible, insufficient - and answerable without acquiring anything. 3 of the 3 card(s) heading 'Dow' name Chicago or Cook County, the heading is the surname of Albert F. Dow exactly, and the cards under it cite andreas_history_of_chicago, which this project already holds. Read it there. No card here gives a forename, so this mints nobody. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
hurlburt_hannah,Hannah Hurlburt,Hannah Hurlburt,letter_list_only_uncertain,no_corroboration,,,,"The surname 'Hurlburt' is in Fergus's death notices and no entry under it carries the initial 'H' of 'Hannah Hurlburt'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. Refused. All 1 card(s) heading 'Hurlburt' name Illinois and neither Chicago nor Cook County, so the lead against Hannah Hurlburt stands on a surname with the locality actively absent - the one thing beyond the name that a card could have contributed. Refused twice over. No candidate reaches 'Hurlhurt' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Hurlhurt' at all. And if it were, a heading against Hannah Hurlburt would still be a surname against a person, which is always a refusal here.",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
ingersoll_chester,Chester Ingersoll,Chester Ingersoll,established_profile,corroborated,,,INGERSOLL CHESTER matches Chester Ingersoll: the residents layer holds exactly one person of the surname and the forename agrees in full.,"Refused twice over. No candidate reaches 'Ingeraoll' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Ingeraoll' at all. And if it were, a heading against David Ingersall; Chester Ingersoll would still be a surname against a person, which is always a refusal here. Refused twice over. No candidate reaches 'Ingeraoll' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Ingeraoll' at all. And if it were, a heading against David Ingersall; Chester Ingersoll would still be a surname against a person, which is always a refusal here. Ruled on the card 'Ingeraoll | . Illlnolt. (Motes, J,) 1888-92. 2v. Refused twice over. No candidate reaches 'Ingeraoll' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Ingeraoll' at all. And if it were, a heading against David Ingersall; Chester Ingersoll would still be a surname against a person, which is always a refusal here. Ruled on the card 'Ingeraoll | Chicago, III. (Andreat, A. T.) l8»4-",chicago_democrat_1833_1835;isa_public_domain_land_tract_sales,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
doolittle_ehjah,Ehjah Doolittle,Ehjah Doolittle,letter_list_only_present,corroborated_enrichment,,,"Surname 'Doolittle' folds to the same string as the entry's, and the given name of both begins E.","Refused. All 1 card(s) heading 'Doolittle' name Illinois and neither Chicago nor Cook County, so the lead against Ehjah Doolittle stands on a surname with the locality actively absent - the one thing beyond the name that a card could have contributed. Refused twice over. No candidate reaches 'Doolittlo' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Doolittlo' at all. And if it were, a heading against Ehjah Doolittle would still be a surname against a person, which is always a refusal here. Refused twice over. No candidate reaches 'Doolittlo' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Doolittlo' at all. And if it were, a heading against Ehjah Doolittle would still be a surname against a person, which is always a refusal here. Ruled on the card ""Doolittlo | ' , Chicago, iii. (Andreas, A, T.) 18B4-6. 2^3. Do"" aga",chicago_democrat_1833_1835;fergus_1843_old_settler_death_notices,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
eager_hiram,Hiram Eager,Hiram Eager,letter_list_only_uncertain,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
jones_benjamin,Benjamin Jones,Benjamin Jones,established_profile,corroborated,,,"one resident of the surname 'Jones' agrees with the entry's forenames; 1 bearer(s) of the surname were considered. Surname 'Jones' folds to the same string as the 1844 entry's, and the given name of both begins B. Surname 'Jones' folds to the same string as the 1839 entry's, and the given name of both begins B.","The surname 'Jones' is in Fergus's death notices and no entry under it carries the initial 'B' of 'Benjamin Jones'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. Refused twice over. No candidate reaches 'Jone' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Jone' at all. And if it were, a heading against Benjamin Jones would still be a surname against a person, which is always a refusal here. Refused twice over. No candidate reaches 'Jone' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Jone' at all. And if it were, a heading against D. E. Jones; Willard Jones; Benjamin Jones; Willard Jones; Willard Jones would still be a surname against a person, which is always a refusal here.",chicago_democrat_1833_1835;chicago_tribune_1882_04_25_old_settler_deaths;chicago_voter_lists_1833_1835_irad;fergus_chicago_directory_1839;fergus_historical_series_26_29;norris_directory_1844,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"FERGUS 26-29, AS PRINTED: ""Jones, Benj. (B. J. & Co.), res 109 Randolph, bet Clark and Dearborn [died, Manitowoc, Wis., August 11, 1881, aged 87]"". The 1843 directory prints the name in the firm B. Jones & Co. with a death date and age that put birth about 1794. The surname is one of the town's commonest and the agreement is on the forename initial only, so the reading enriches without settling. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
fairchilds_ransom,Ransom Fairchilds,Ransom Fairchilds,letter_list_only_present,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
langer_jacob,Jacob Langer,Jacob Langer,letter_list_only_uncertain,no_corroboration,,,,"Refused twice over. No candidate reaches 'laner' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'laner' at all. And if it were, a heading against Jacob Langer would still be a surname against a person, which is always a refusal here. Refused twice over. No candidate reaches 'laner' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'laner' at all. And if it were, a heading against James Lane would still be a surname against a person, which is always a refusal here. Ruled on the card 'laner | Chicago, III. Wndreas, A. T.) 1654-61 1,3.' against James Lane; Jacob La Refused twice over. No candidate reaches 'laner' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'laner' at all. And if it were, a heading against James Lane would still be a surname against a person, which is always a refusal here. Ruled on the card 'laner | ILLINOIS.' against James Lane; Jacob Langer.",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
kinzie_john_h,John Harris Kinzie,John Harris Kinzie,established_profile,corroborated,,,"Hubbard writes 'John H. Kinzie' of the Mackinaw clerk of about his own age whose father then resided at Chicago and who gave him letters of introduction to the family. This project's resident record is John Harris Kinzie, graded attested, whose own 1834 advertisement is for 'J. H. Kinzie, forwarding and commission merchant' and who had been Indian sub-agent at Fort Winnebago. Given name, middle in Surname 'Kinzie' folds to the same string as the entry's, and the given name of both begins J. one resident of the surname 'Kinzie' agrees with the entry's forenames; 4 bearer(s) of the surname were considered.","McIlvaine's list of the town trustees elected on 11 August 1834 names 'John Kinzie'. This project holds John Harris Kinzie, James Kinzie and Robert Allen Kinzie as three separate attested residents, and the elder John Kinzie — the man of Hubbard's own 1818 pages — died in 1828 and cannot be the trustee. So the printed name is impossible for the man it looks like and ambiguous among the men it coul Surname 'Kinzie' folds to the same string as the 1839 entry's, and the given name of both begins J. CONTESTED: 5 residents of 1835 meet this one 1839 entry on that rule, and at most one of them is the person printed. The match is not made. Surname 'Kinzie' folds to the same string as the 1843 entry's, and the given name of both begins J.",chicago_democrat_1833_1835;chicago_voter_lists_1833_1835_irad;fergus_1843_old_settler_death_notices;fergus_chicago_directory_1839;fergus_chicago_directory_1843;fergus_historical_series_26_29,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
felch_alaneon,Alaneon Felch,Alaneon Felch,letter_list_only_present,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
mcfadden_james,James McFadden,James McFadden,letter_list_only_uncertain,no_corroboration,,,,"Refused twice over. No candidate reaches 'MoFadden, MoFadon, McPadln' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'MoFadden, MoFadon, McPadln' at all. And if it were, a heading against James McFadden would still be a surname against a person, which is always a refusal here. Refused twice over. No candidate reaches 'MoFadden, MoFadon, McPadln' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'MoFadden, MoFadon, McPadln' at all. And if it were, a heading against James McFadden would still be a surname against a person, which is always a refusal here. Ruled on the card 'MoFadden, MoFadon, McPadln | iii..",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
kinzie_juliette,Juliette Augusta Magill Kinzie,Juliette Augusta Magill Kinzie,established_profile,corroborated_enrichment,,,"Surname 'Kinzie' folds to the same string as the entry's, and the given name of both begins J. Surname 'Kinzie' folds to the same string as the register entry's, and the given name of both begins J. Surname 'Kinzie' folds to the same string as the 1837 entry's, and the given name of both begins J.","Beckwith's footnote cites 'Mrs. Kinzie's Wau-Iiun' for the Chicago massacre. This project holds Juliette Augusta Magill Kinzie, attested, recorded as the author of Wau-Bun. The work makes the identification obvious and the NAME still does not: Mrs. Kinzie is a courtesy title on a bare surname, and this file refuses a surname-only merge however good the rule, because the project holds three Kinzie  Surname 'Kinzie' folds to the same string as the 1839 entry's, and the given name of both begins J. CONTESTED: 5 residents of 1835 meet this one 1839 entry on that rule, and at most one of them is the person printed. The match is not made.",chicago_democrat_1833_1835;fergus_1843_old_settler_death_notices;fergus_chicago_directory_1839,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
force_john,John Force,John Force,letter_list_only_present,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
holder_jesse,Jesse Holder,Jesse Holder,letter_list_only_uncertain,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
owen_thomas_jv,Thomas Jefferson Vance Owen,Thomas Jefferson Vance Owen,established_profile,corroborated,,,"Fergus' Obituary prints the Indian agent as 'Thomas J. Y. Owen', which this project reads as Thomas J. V. Owen — the OCR's Y for V is the commonest single-glyph failure in this whole text and the printed initials are J. V. everywhere else in the corpus. Thomas Jefferson Vance Owen is this project's resident record, and Thomas J. V. Owen is that name initial for initial: J for Jefferson, V for Vanc The death page reads ""Died at Chicago the 15th of October, 1835, Thomas Owen, agent of the Indians"". The project's resident record for Thomas Jefferson Vance Owen is graded attested, gives his occupation as the Indian agent, and already carries ""He died at Chicago on 15 October 1835"" out of Andreas. Surname folds equal; the register's Thomas Owen is a prefix of Thomas Jefferson Vance Owen initial  one resident of the surname 'Owen' agrees with the entry's forenames; 1 bearer(s) of the surname were considered.","Refused. All 2 card(s) heading 'Owen/owen' name Illinois and neither Chicago nor Cook County, so the lead against Thomas Jefferson Vance Owen; Owen's household, unnamed stands on a surname with the locality actively absent - the one thing beyond the name that a card could have contributed. Refused twice over. No candidate reaches 'Owena' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Owena' at all. And if it were, a heading against Thomas Jefferson Vance Owen; Owen's household, unnamed would still be a surname against a person, which is always a refusal here. Refused. All 2 card(s) heading 'Owen/owen' name Illinois and neither Chicago nor Cook County, so the lead against Thomas Jefferson Vance Owen; Owen's household, unnamed stands on a surname with the locality actively absent - the one thing beyond the name that a card could have contributed. Ruled on the card 'owen | Sae Index. E Edgar Co., Ill, (LoBu' against Thomas Jefferson Vance Owen; Owen's hou",chicago_democrat_1833_1835;chicago_voter_lists_1833_1835_irad;fergus_historical_series_26_29,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"FERGUS 26-29, AS PRINTED: ""Owen, Thomas J. V. (Indian agent), died Oct. 15, 1835, aged 34-1/2"". The volume's obituary list gives a death INSIDE the scene year, 15 October 1835, three and a half months after the scene date, and an age that puts birth about April 1801. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
ford_ebenezer,Ebenezer Ford,Ebenezer Ford,letter_list_only_present,candidate_identity,,,,"The surname 'Ford' is in Fergus's death notices and no entry under it carries the initial 'E' of 'Ebenezer Ford'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. The surname 'Ford' is in Norris 1844 and no entry under it carries the initial 'E' of 'Ebenezer Ford'. A surname-only agreement is a refusal. The surname 'Ford' stands in the 1837 poll and no man under it carries the initial 'E' of 'Ebenezer Ford'. A surname-only agreement is a refusal.",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"Repository lead retained as a candidate: Plausible, insufficient - and answerable without acquiring anything. 2 of the 8 card(s) heading 'Ford' name Chicago or Cook County, the heading is the surname of Ebenezer Ford exactly, and the cards under it cite andreas_history_of_chicago, which this project already holds. Read it there. No card here gives a forename, so this mints nobody. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
musgrave_john,John Musgrave,John Musgrave,letter_list_only_uncertain,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
