ticket,source_id,cited_by_people,type,citation,date,describes_date,tier,rights_status,url,locator,limitations
T-0462,pal_john_harris_kinzie,1,website,"Papers of Abraham Lincoln, John Harris Kinzie person record",accessed 2026-09-01,nineteenth century,4,check_required,https://papersofabrahamlincoln.org/persons/KI36592,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,pal_thomas_owen_house,1,website,"Papers of Abraham Lincoln, payment concerning Thomas J. V. Owen's Chicago house",accessed 2026-09-01,nineteenth century,4,check_required,https://papersofabrahamlincoln.org/documents/D250143,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,plainfield_john_temple_report,1,website,"Plainfield Historic Preservation Commission, John Taylor Temple report",accessed 2026-09-01,nineteenth century,4,check_required,https://d3n9y02raazwpg.cloudfront.net/plainfieldil/7d2f98dd-3f4c-11e8-b712-00505691de41-a802ee97-cced-4ca0-98e5-b7ba7d6db94a-1524588783.pdf,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,presbyterian_history_jeremiah_porter,1,website,"Presbyterian Historical Society, Jeremiah Porter and First Presbyterian Church",accessed 2026-09-01,nineteenth century,4,check_required,https://pcusa.org/news-storytelling/blogs/historical-society-blog/america-chicago,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,rochester_porter_chappel_marriage,4,website,"Rochester newspaper marriage notices, Jeremiah Porter and Eliza Chappel",accessed 2026-09-01,nineteenth century,4,check_required,https://mcnygenealogy.com/vr/newspaper-marr-deaths-1835a.htm,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,talcott_chester_house_1835,2,website,"Edward Benton Talcott letter, 1835, Chester House land reference",accessed 2026-09-01,nineteenth century,4,check_required,https://sparedandshared2.wordpress.com/letters/1835-edward-benton-talcott-to-james-farquharson/,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,treaty_chicago_1833_statutes,1,website,"United States Statutes at Large, Treaty of Chicago, 1833",accessed 2026-09-01,nineteenth century,4,check_required,https://www.govinfo.gov/content/pkg/STATUTE-7/pdf/STATUTE-7-Pg442.pdf,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,warrenville_ezra_galusha,2,website,"Warrenville Historical Society, Ezra Galusha",accessed 2026-09-01,nineteenth century,4,check_required,https://warrenvillehistorical.wordpress.com/tag/ezra-galusha/,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,whiteside_elam_tuller,1,website,"Whiteside County biography, Elam Tuller family",accessed 2026-09-01,nineteenth century,4,check_required,https://genealogytrails.com/ill/whiteside/biosT.html,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,whs_alson_felch,2,website,"Wisconsin Historical Society, Alson Felch manuscript catalog",accessed 2026-09-01,nineteenth century,4,check_required,https://www.wisconsinhistory.org/record/texts/W01DMA4/alson-felch,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,whs_elihu_filer_house,2,website,"Wisconsin Historical Society, Elihu Filer House",accessed 2026-09-01,nineteenth century,4,check_required,https://www.wisconsinhistory.org/record/property/HI11139/1242-main-st,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,whs_kinzie_agency_house,1,website,"Wisconsin Historical Society, John and Juliette Kinzie Agency House",accessed 2026-09-01,nineteenth century,4,check_required,https://www.wisconsinhistory.org/record/property/HI3696/1490-agency-house-rd,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,wilcox_v_jackson_1839,1,website,"Wilcox v. Jackson, 38 U.S. 498, Supreme Court record",accessed 2026-09-01,nineteenth century,4,check_required,https://tile.loc.gov/storage-services/service/ll/usrep/usrep038/usrep038498/usrep038498.pdf,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,will_george_makepeace,2,website,"History of Will County, George R. Makepeace chronology",accessed 2026-09-01,nineteenth century,4,check_required,https://will-ilgw.genealogyvillage.com/history/1878-3.htm,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
T-0462,wttw_ira_couch,1,website,"WTTW, Ira Couch biography",accessed 2026-09-01,nineteenth century,4,check_required,https://www.wttw.com/loop/heroes-villains/ira-couch,named person or event entry,Reviewed for T-0462. Used only to the degree described in the resident research review; identity candidates remain unasserted.
