ticket,person_id,person_name,query,date_searched,result,result_summary,sources_returned
T-0462,clybourne_archibald,Archibald Clybourne,"""Archibald Clybourne"" genealogy occupation migration",2026-09-01,found,"The Encyclopedia of Chicago places Clybourn's slaughterhouse at the city limits from 1827 and describes his 1830s door-to-door meat trade, corroborating occupation while preserving its outside-town location.",encyclopedia_chicago_food_processing
T-0462,couch_ira,Ira Couch,"""Ira Couch"" Chicago 1835",2026-09-01,found,"Chicago History Museum and WTTW independently connect Ira Couch to the Tremont House. Later summaries differ on when management began, so Andreas's earlier 1834 evidence remains qualified rather than replaced.",chm_ira_couch_portrait; wttw_ira_couch
T-0462,couch_ira,Ira Couch,"""Ira Couch"" Illinois 1834 1835",2026-09-01,found,"Chicago History Museum and WTTW independently connect Ira Couch to the Tremont House. Later summaries differ on when management began, so Andreas's earlier 1834 evidence remains qualified rather than replaced.",chm_ira_couch_portrait; wttw_ira_couch
T-0462,couch_ira,Ira Couch,"""Ira Couch"" genealogy occupation migration",2026-09-01,found,"Chicago History Museum and WTTW independently connect Ira Couch to the Tremont House. Later summaries differ on when management began, so Andreas's earlier 1834 evidence remains qualified rather than replaced.",chm_ira_couch_portrait; wttw_ira_couch
T-0462,hamilton_richard_j,Richard Jones Hamilton,"""Richard Jones Hamilton"" Chicago 1835",2026-09-01,found,"A digitized Cook County history identifies Richard Jones Hamilton as clerk and recorder from county organization in 1831 and later probate judge, treasurer and school commissioner.",goodman_history_cook_county_hamilton
T-0462,hamilton_richard_j,Richard Jones Hamilton,"""Richard Jones Hamilton"" Illinois 1834 1835",2026-09-01,found,"A digitized Cook County history identifies Richard Jones Hamilton as clerk and recorder from county organization in 1831 and later probate judge, treasurer and school commissioner.",goodman_history_cook_county_hamilton
T-0462,hamilton_richard_j,Richard Jones Hamilton,"""Richard Jones Hamilton"" genealogy occupation migration",2026-09-01,found,"A digitized Cook County history identifies Richard Jones Hamilton as clerk and recorder from county organization in 1831 and later probate judge, treasurer and school commissioner.",goodman_history_cook_county_hamilton
T-0462,hogan_john_s_c,John S. C. Hogan,"""John S. C. Hogan"" Chicago 1835",2026-09-01,found,"The edited 1835 Illinois incorporation act names John S. C. Hogan as a Chicago corporate trustee. The exact unusual initials, office, place and date independently resolve the identity.",pal_chicago_incorporation_1835
T-0462,hogan_john_s_c,John S. C. Hogan,"""John S. C. Hogan"" Illinois 1834 1835",2026-09-01,found,"The edited 1835 Illinois incorporation act names John S. C. Hogan as a Chicago corporate trustee. The exact unusual initials, office, place and date independently resolve the identity.",pal_chicago_incorporation_1835
T-0462,hogan_john_s_c,John S. C. Hogan,"""John S. C. Hogan"" genealogy occupation migration",2026-09-01,found,"The edited 1835 Illinois incorporation act names John S. C. Hogan as a Chicago corporate trustee. The exact unusual initials, office, place and date independently resolve the identity.",pal_chicago_incorporation_1835
T-0462,kinzie_john_h,John Harris Kinzie,"""John Harris Kinzie"" Chicago 1835",2026-09-01,found,"The Papers of Abraham Lincoln records John Harris Kinzie's 1829 Winnebago agency appointment, permanent Chicago settlement in 1834 and village presidency.",pal_john_harris_kinzie
T-0462,kinzie_john_h,John Harris Kinzie,"""John Harris Kinzie"" Illinois 1834 1835",2026-09-01,found,"The Papers of Abraham Lincoln records John Harris Kinzie's 1829 Winnebago agency appointment, permanent Chicago settlement in 1834 and village presidency.",pal_john_harris_kinzie
T-0462,kinzie_john_h,John Harris Kinzie,"""John Harris Kinzie"" genealogy occupation migration",2026-09-01,found,"The Papers of Abraham Lincoln records John Harris Kinzie's 1829 Winnebago agency appointment, permanent Chicago settlement in 1834 and village presidency.",pal_john_harris_kinzie
T-0462,kinzie_juliette,Juliette Augusta Magill Kinzie,"""Juliette Augusta Magill Kinzie"" Chicago 1835",2026-09-01,found,Wisconsin Historical Society identifies the Fort Winnebago agency house as John and Juliette Kinzie's 1830–33 residence and corroborates her authorship of Wau-Bun.,whs_kinzie_agency_house
T-0462,kinzie_juliette,Juliette Augusta Magill Kinzie,"""Juliette Augusta Magill Kinzie"" Illinois 1834 1835",2026-09-01,found,Wisconsin Historical Society identifies the Fort Winnebago agency house as John and Juliette Kinzie's 1830–33 residence and corroborates her authorship of Wau-Bun.,whs_kinzie_agency_house
T-0462,kinzie_juliette,Juliette Augusta Magill Kinzie,"""Juliette Augusta Magill Kinzie"" genealogy occupation migration",2026-09-01,found,Wisconsin Historical Society identifies the Fort Winnebago agency house as John and Juliette Kinzie's 1830–33 residence and corroborates her authorship of Wau-Bun.,whs_kinzie_agency_house
T-0462,robinson_alexander,Alexander Robinson (Che-che-pin-qua),"""Alexander Robinson (Che-che-pin-qua)"" Chicago 1835",2026-09-01,found,The 1833 treaty and Indigenous Chicago corroborate Alexander Robinson's treaty and trading roles and Des Plaines reserve. Current scholarship conflicts with the household's doubtful 1762 birth and by-1816 arrival; exact Wolf Point presence remains inferred.,treaty_chicago_1833_statutes; indigenous_chicago_alexander_robinson
T-0462,robinson_alexander,Alexander Robinson (Che-che-pin-qua),"""Alexander Robinson (Che-che-pin-qua)"" Illinois 1834 1835",2026-09-01,found,The 1833 treaty and Indigenous Chicago corroborate Alexander Robinson's treaty and trading roles and Des Plaines reserve. Current scholarship conflicts with the household's doubtful 1762 birth and by-1816 arrival; exact Wolf Point presence remains inferred.,treaty_chicago_1833_statutes; indigenous_chicago_alexander_robinson
T-0462,robinson_alexander,Alexander Robinson (Che-che-pin-qua),"""Alexander Robinson (Che-che-pin-qua)"" genealogy occupation migration",2026-09-01,found,The 1833 treaty and Indigenous Chicago corroborate Alexander Robinson's treaty and trading roles and Des Plaines reserve. Current scholarship conflicts with the household's doubtful 1762 birth and by-1816 arrival; exact Wolf Point presence remains inferred.,treaty_chicago_1833_statutes; indigenous_chicago_alexander_robinson
T-0462,robinson_catherine,Catherine Chevalier Robinson,"""Catherine Chevalier Robinson"" Chicago 1835",2026-09-01,found,"Indigenous Chicago identifies Catherine Chevalier as Robinson's Potawatomi wife, married in 1826, and records her parents and grandfather. These relationships are used because sourced, not inferred from names.",indigenous_chicago_alexander_robinson
T-0462,robinson_catherine,Catherine Chevalier Robinson,"""Catherine Chevalier Robinson"" Illinois 1834 1835",2026-09-01,found,"Indigenous Chicago identifies Catherine Chevalier as Robinson's Potawatomi wife, married in 1826, and records her parents and grandfather. These relationships are used because sourced, not inferred from names.",indigenous_chicago_alexander_robinson
T-0462,robinson_catherine,Catherine Chevalier Robinson,"""Catherine Chevalier Robinson"" genealogy occupation migration",2026-09-01,found,"Indigenous Chicago identifies Catherine Chevalier as Robinson's Potawatomi wife, married in 1826, and records her parents and grandfather. These relationships are used because sourced, not inferred from names.",indigenous_chicago_alexander_robinson
T-0462,owen_thomas_jv,Thomas Jefferson Vance Owen,"""Thomas Jefferson Vance Owen"" Chicago 1835",2026-09-01,found,A primary Abraham Lincoln payment record attests Owen's Chicago house; institutional papers and a county biography identify wife Emeline Hotchkiss and four sons. The sources do not fix their address or occupancy on the scene date.,pal_thomas_owen_house; chm_thomas_owen_papers
T-0462,owen_thomas_jv,Thomas Jefferson Vance Owen,"""Thomas Jefferson Vance Owen"" Illinois 1834 1835",2026-09-01,found,A primary Abraham Lincoln payment record attests Owen's Chicago house; institutional papers and a county biography identify wife Emeline Hotchkiss and four sons. The sources do not fix their address or occupancy on the scene date.,pal_thomas_owen_house; chm_thomas_owen_papers
T-0462,owen_thomas_jv,Thomas Jefferson Vance Owen,"""Thomas Jefferson Vance Owen"" genealogy occupation migration",2026-09-01,found,A primary Abraham Lincoln payment record attests Owen's Chicago house; institutional papers and a county biography identify wife Emeline Hotchkiss and four sons. The sources do not fix their address or occupancy on the scene date.,pal_thomas_owen_house; chm_thomas_owen_papers
T-0462,pearsons_hiram,Hiram Pearsons,"""Hiram Pearsons"" Chicago 1835",2026-09-01,found,A contemporary reminiscence describes Pearsons as a house painter who entered real estate. This corrects the household's unsupported treatment of speculator as attested: house painter is sourced; investor or speculator is interpretive.,ingale_early_chicago_reminiscence
T-0462,pearsons_hiram,Hiram Pearsons,"""Hiram Pearsons"" Illinois 1834 1835",2026-09-01,found,A contemporary reminiscence describes Pearsons as a house painter who entered real estate. This corrects the household's unsupported treatment of speculator as attested: house painter is sourced; investor or speculator is interpretive.,ingale_early_chicago_reminiscence
T-0462,pearsons_hiram,Hiram Pearsons,"""Hiram Pearsons"" genealogy occupation migration",2026-09-01,found,A contemporary reminiscence describes Pearsons as a house painter who entered real estate. This corrects the household's unsupported treatment of speculator as attested: house painter is sourced; investor or speculator is interpretive.,ingale_early_chicago_reminiscence
T-0462,peck_philip,Philip F. W. Peck,"""Philip F. W. Peck"" Chicago 1835",2026-09-01,found,Chicago History Museum's encyclopedia and period histories identify Philip F. W. Peck as a Providence-born merchant and real-estate developer arriving in July 1831. Spelling varies Phillip/Philip.,encyclopedia_chicago_biographical_p
T-0462,peck_philip,Philip F. W. Peck,"""Philip F. W. Peck"" Illinois 1834 1835",2026-09-01,found,Chicago History Museum's encyclopedia and period histories identify Philip F. W. Peck as a Providence-born merchant and real-estate developer arriving in July 1831. Spelling varies Phillip/Philip.,encyclopedia_chicago_biographical_p
T-0462,peck_philip,Philip F. W. Peck,"""Philip F. W. Peck"" genealogy occupation migration",2026-09-01,found,Chicago History Museum's encyclopedia and period histories identify Philip F. W. Peck as a Providence-born merchant and real-estate developer arriving in July 1831. Spelling varies Phillip/Philip.,encyclopedia_chicago_biographical_p
T-0462,porter_jeremiah,Rev. Jeremiah Porter,"""Rev. Jeremiah Porter"" Chicago 1835",2026-09-01,found,Presbyterian Historical Society corroborates Porter's 1833 Chicago mission and church organization; a Rochester notice records his 15 June 1835 marriage to Eliza Chappel. Their 1 July whereabouts remain uncertain.,presbyterian_history_jeremiah_porter; rochester_porter_chappel_marriage
T-0462,porter_jeremiah,Rev. Jeremiah Porter,"""Rev. Jeremiah Porter"" Illinois 1834 1835",2026-09-01,found,Presbyterian Historical Society corroborates Porter's 1833 Chicago mission and church organization; a Rochester notice records his 15 June 1835 marriage to Eliza Chappel. Their 1 July whereabouts remain uncertain.,presbyterian_history_jeremiah_porter; rochester_porter_chappel_marriage
T-0462,porter_jeremiah,Rev. Jeremiah Porter,"""Rev. Jeremiah Porter"" genealogy occupation migration",2026-09-01,found,Presbyterian Historical Society corroborates Porter's 1833 Chicago mission and church organization; a Rochester notice records his 15 June 1835 marriage to Eliza Chappel. Their 1 July whereabouts remain uncertain.,presbyterian_history_jeremiah_porter; rochester_porter_chappel_marriage
T-0462,porter_eliza_chappel,Eliza Chappel Porter,"""Eliza Chappel Porter"" Chicago 1835",2026-09-01,found,Chicago Historical Society and school records corroborate Eliza Chappel's publicly funded school work and 1835 marriage. The separate 'Eliza Mir Chappel' letter record is a merge candidate pending inspection of the original column.,chm_eliza_chappel; rochester_porter_chappel_marriage
T-0462,porter_eliza_chappel,Eliza Chappel Porter,"""Eliza Chappel Porter"" Illinois 1834 1835",2026-09-01,found,Chicago Historical Society and school records corroborate Eliza Chappel's publicly funded school work and 1835 marriage. The separate 'Eliza Mir Chappel' letter record is a merge candidate pending inspection of the original column.,chm_eliza_chappel; rochester_porter_chappel_marriage
T-0462,porter_eliza_chappel,Eliza Chappel Porter,"""Eliza Chappel Porter"" genealogy occupation migration",2026-09-01,found,Chicago Historical Society and school records corroborate Eliza Chappel's publicly funded school work and 1835 marriage. The separate 'Eliza Mir Chappel' letter record is a merge candidate pending inspection of the original column.,chm_eliza_chappel; rochester_porter_chappel_marriage
T-0462,snow_george_w,George W. Snow,"""George W. Snow"" Chicago 1835",2026-09-01,found,Chicago Historical Society records Snow's December 1833 election as assessor and surveyor. Its memorial attribution of balloon framing conflicts with the Encyclopedia of Chicago's description of that attribution as a popular myth.,chm_george_snow_assessor; encyclopedia_chicago_balloon_frame
T-0462,snow_george_w,George W. Snow,"""George W. Snow"" Illinois 1834 1835",2026-09-01,found,Chicago Historical Society records Snow's December 1833 election as assessor and surveyor. Its memorial attribution of balloon framing conflicts with the Encyclopedia of Chicago's description of that attribution as a popular myth.,chm_george_snow_assessor; encyclopedia_chicago_balloon_frame
T-0462,snow_george_w,George W. Snow,"""George W. Snow"" genealogy occupation migration",2026-09-01,found,Chicago Historical Society records Snow's December 1833 election as assessor and surveyor. Its memorial attribution of balloon framing conflicts with the Encyclopedia of Chicago's description of that attribution as a popular myth.,chm_george_snow_assessor; encyclopedia_chicago_balloon_frame
T-0462,spring_giles,Giles Spring,"""Giles Spring"" Chicago 1835",2026-09-01,found,"The Papers of Abraham Lincoln gives Spring's relocation to Chicago in June 1833, Franklin and South Water law office, 1836 partnership and marriage, improving the household's year-only arrival.",pal_giles_spring
T-0462,spring_giles,Giles Spring,"""Giles Spring"" Illinois 1834 1835",2026-09-01,found,"The Papers of Abraham Lincoln gives Spring's relocation to Chicago in June 1833, Franklin and South Water law office, 1836 partnership and marriage, improving the household's year-only arrival.",pal_giles_spring
T-0462,spring_giles,Giles Spring,"""Giles Spring"" genealogy occupation migration",2026-09-01,found,"The Papers of Abraham Lincoln gives Spring's relocation to Chicago in June 1833, Franklin and South Water law office, 1836 partnership and marriage, improving the household's year-only arrival.",pal_giles_spring
T-0462,taylor_augustine,Augustine Deodat Taylor,"""Augustine Deodat Taylor"" Chicago 1835",2026-09-01,found,"Chicago History Museum identifies Augustine Deodat Taylor as designer and builder of St. Mary's in 1833 using balloon-frame construction, while keeping him distinct from brother Anson who hauled lumber.",encyclopedia_chicago_church_architecture
T-0462,taylor_augustine,Augustine Deodat Taylor,"""Augustine Deodat Taylor"" Illinois 1834 1835",2026-09-01,found,"Chicago History Museum identifies Augustine Deodat Taylor as designer and builder of St. Mary's in 1833 using balloon-frame construction, while keeping him distinct from brother Anson who hauled lumber.",encyclopedia_chicago_church_architecture
T-0462,taylor_augustine,Augustine Deodat Taylor,"""Augustine Deodat Taylor"" genealogy occupation migration",2026-09-01,found,"Chicago History Museum identifies Augustine Deodat Taylor as designer and builder of St. Mary's in 1833 using balloon-frame construction, while keeping him distinct from brother Anson who hauled lumber.",encyclopedia_chicago_church_architecture
T-0462,temple_john_t,Dr John Taylor Temple,"""Dr John Taylor Temple"" Chicago 1835",2026-09-01,found,"A municipal preservation study corroborates Temple's July 1833 arrival with wife and four children and his mail contract, but gives dwelling and office locations that conflict with the household. Addresses remain unresolved.",plainfield_john_temple_report
T-0462,temple_john_t,Dr John Taylor Temple,"""Dr John Taylor Temple"" Illinois 1834 1835",2026-09-01,found,"A municipal preservation study corroborates Temple's July 1833 arrival with wife and four children and his mail contract, but gives dwelling and office locations that conflict with the household. Addresses remain unresolved.",plainfield_john_temple_report
T-0462,temple_john_t,Dr John Taylor Temple,"""Dr John Taylor Temple"" genealogy occupation migration",2026-09-01,found,"A municipal preservation study corroborates Temple's July 1833 arrival with wife and four children and his mail contract, but gives dwelling and office locations that conflict with the household. Addresses remain unresolved.",plainfield_john_temple_report
T-0462,wright_john,John Wright,"""John Wright"" Chicago 1835",2026-09-01,found,Chicago Public Library distinguishes storekeeper John Wright from son John Stephen and dates their joint arrival with merchandise to 29 October 1832 and Prairie Store at Lake and Clark.,cpl_john_s_wright_papers
T-0462,wright_john,John Wright,"""John Wright"" Illinois 1834 1835",2026-09-01,found,Chicago Public Library distinguishes storekeeper John Wright from son John Stephen and dates their joint arrival with merchandise to 29 October 1832 and Prairie Store at Lake and Clark.,cpl_john_s_wright_papers
T-0462,wright_john,John Wright,"""John Wright"" genealogy occupation migration",2026-09-01,found,Chicago Public Library distinguishes storekeeper John Wright from son John Stephen and dates their joint arrival with merchandise to 29 October 1832 and Prairie Store at Lake and Clark.,cpl_john_s_wright_papers
T-0462,bailly_joseph,Joseph Bailly,"""Joseph Bailly"" Chicago 1835",2026-09-01,found,"Honoré Gratien Joseph Bailly de Messein is a strong regional candidate, but lived at his Porter County homestead and died there in December 1835. A Chicago letter may reflect transit, not residence.",nps_bailly_homestead
T-0462,bailly_joseph,Joseph Bailly,"""Joseph Bailly"" Illinois 1834 1835",2026-09-01,found,"Honoré Gratien Joseph Bailly de Messein is a strong regional candidate, but lived at his Porter County homestead and died there in December 1835. A Chicago letter may reflect transit, not residence.",nps_bailly_homestead
T-0462,bailly_joseph,Joseph Bailly,"""Joseph Bailly"" genealogy occupation migration",2026-09-01,found,"Honoré Gratien Joseph Bailly de Messein is a strong regional candidate, but lived at his Porter County homestead and died there in December 1835. A Chicago letter may reflect transit, not residence.",nps_bailly_homestead
T-0462,chappel_eliza_mir,Eliza Mir Chappel,"""Eliza Mir Chappel"" Chicago 1835",2026-09-01,found,"The entry is a near-certain duplicate of Eliza Chappel Porter: Mir likely misreads Miss, and the letter appeared 16 days after her marriage. It is not merged until the original scan is inspected.",rochester_porter_chappel_marriage; chm_eliza_chappel
T-0462,chappel_eliza_mir,Eliza Mir Chappel,"""Eliza Mir Chappel"" Illinois 1834 1835",2026-09-01,found,"The entry is a near-certain duplicate of Eliza Chappel Porter: Mir likely misreads Miss, and the letter appeared 16 days after her marriage. It is not merged until the original scan is inspected.",rochester_porter_chappel_marriage; chm_eliza_chappel
T-0462,chappel_eliza_mir,Eliza Mir Chappel,"""Eliza Mir Chappel"" genealogy occupation migration",2026-09-01,found,"The entry is a near-certain duplicate of Eliza Chappel Porter: Mir likely misreads Miss, and the letter appeared 16 days after her marriage. It is not merged until the original scan is inspected.",rochester_porter_chappel_marriage; chm_eliza_chappel
T-0462,dement_wm,Wm. Dement,"""Wm. Dement"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,dement_wm,Wm. Dement,"""Wm. Dement"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,dement_wm,Wm. Dement,"""Wm. Dement"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,curtenius_fredk,Fred'k. Curtenius,"""Fred'k. Curtenius"" Chicago 1835",2026-09-01,found,Frederick William Curtenius is a possible candidate who moved to Michigan and farmed at Grand Prairie in 1835. The middle initial conflicts and no Chicago bridge was found.,michigan_frederick_curtenius
T-0462,curtenius_fredk,Fred'k. Curtenius,"""Fred'k. Curtenius"" Illinois 1834 1835",2026-09-01,found,Frederick William Curtenius is a possible candidate who moved to Michigan and farmed at Grand Prairie in 1835. The middle initial conflicts and no Chicago bridge was found.,michigan_frederick_curtenius
T-0462,curtenius_fredk,Fred'k. Curtenius,"""Fred'k. Curtenius"" genealogy occupation migration",2026-09-01,found,Frederick William Curtenius is a possible candidate who moved to Michigan and farmed at Grand Prairie in 1835. The middle initial conflicts and no Chicago bridge was found.,michigan_frederick_curtenius
T-0462,avery_charles,Charles Avery,"""Charles Avery"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,avery_charles,Charles Avery,"""Charles Avery"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,avery_charles,Charles Avery,"""Charles Avery"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,bemis_samuel_c,Samuel C Bemis,"""Samuel C Bemis"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,bemis_samuel_c,Samuel C Bemis,"""Samuel C Bemis"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,bemis_samuel_c,Samuel C Bemis,"""Samuel C Bemis"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,blood_amos,Amos Blood,"""Amos Blood"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0462,blood_amos,Amos Blood,"""Amos Blood"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
