source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
CHICAGOLOGY_MATTESON,Matteson House,Chicagology,Chicagology,,https://chicagology.com/prefire/prefire067/,historical_web_compilation,3,1850-1871; reproduced period accounts,2026-08-03,Reproduced historical text may be public domain; site layout/images require item-level rights review.,Secondary compilation used only as corroboration for architect/builders and life dates.
CHICAGOLOGY_METRO,Metropolitan Hall,Chicagology,Chicagology,,https://chicagology.com/prefire/prefire133/,historical_web_compilation,3,1855-1871; northwest corner Randolph and LaSalle,2026-08-03,Reproduced historical text may be public domain; site layout/images require item-level rights review.,Corroborates the hall's location and 1855-1871 life span.
CHILM_FIRSTBAPTIST,First Baptist Congregational Church,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1301,official-landmark-record,1,record lines: address; completion year; architect; description,2026-08-03,City page copyright applies; obtain permission before reusing page photographs,Official metadata for the Union Park Congregational Church structure; Andreas supplies the 1869 cornerstone and November 1871 dedication.
CHILM_HITCHCOCK,Hitchcock House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1326,official-landmark-record,1,record lines: address; year built; architect; description,2026-08-03,City page copyright applies; obtain permission before reusing page photographs,Official metadata identifies 1871 construction for Charles Hitchcock and notes Austin was then an independent suburb.
CHILM_RABER,Raber House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1407,official-landmark-record,1,record lines: address; year built; architect; description,2026-08-03,City page copyright applies; obtain permission before reusing page photographs,"Official metadata identifies 1870 construction, Thomas W. Wing, John Raber, and surviving pre-Fire status."
CHILM_WHEELER,Wheeler-Kohn House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1454,official-landmark-record,1,record lines: address; year built; architect; description,2026-08-03,City page copyright applies; obtain permission before reusing page photographs,"Official metadata identifies 1870 construction, Otis L. Wheelock, Calvin Wheeler, and later remodeling."
CHI_BOUNDARY,Illinois-Indiana State Line Boundary Marker,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1334,official landmark record,1,entire record,2026-08-03,Page text usable as government information; photograph reuse rights not stated,"Official 1838 date, US Surveyor-General attribution, sandstone material, present location, and 1988 relocation."
CHI_CANAL,Illinois and Michigan Canal Origins,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1332,official landmark record,1,entire record,2026-08-03,Page text usable as government information; photograph reuse rights not stated,Official chronology of 1836-38 excavation of the south channel and surviving site elements.
CHI_CLARKE,Henry B. Clarke House,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1279,official landmark record,1,entire record,2026-08-03,Page text usable as government information; photograph reuse rights not stated,"Official date circa 1836, Greek Revival style, original owner, moves, present address, and landmark designation."
CHI_TRIBUTE_DUSABLE,Jean Baptiste Point DuSable Homesite Marker,Chicago Tribute Markers of Distinction,Chicago Tribute,,https://www.chicagotribute.org/Markers/Sable.htm,secondary_marker,4,Marker text listing compound components,2026-08-03,Use link and attribution,Used only as a lead for the disputed/unidentified tenth compound structure.
CHMMAPCAT,Maps of Chicago in the 19th Century,Chicago History Museum Research Center,Chicago History Museum,,https://chsmedia.org/media/fa/fa/LIB/CityChicagoMapsAccessible.htm,map_catalog,B,"entry 31: Rees & Rucker, Map of Chicago and Vicinity, 1849",2026-08-03,Catalog metadata; check institution terms for reproductions,"Records title, compiler/publisher, William Clogher as draftsman, scale 1 inch to 1,000 feet, dimensions, and canal-trustee subdivisions."
CITY_FIRSTBAPTIST,First Baptist Congregational Church,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1301,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,"Documents the 1869 Carpenter Chapel and church complex, architect attribution, address, and survival."
CITY_GRAY,Phebe and John Gray House landmark designation report,Commission on Chicago Landmarks,City of Chicago,2026,https://occprodstoragev1.blob.core.usgovcloudapi.net/matterattachmentspublic/fe41a448-8e79-4269-8f54-bc33a8093bb7.pdf,government_landmark_report,1,designation report; 4362 W. Grace St.; built ca. 1856,2026-08-03,Government report; verify image-by-image credit before reuse.,Official designation material calls the date circa 1856 and identifies the wood-frame Italianate farmhouse.
CITY_GROESBECK,Groesbeck House,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1318,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,"Official 1869 date, Otis L. Wheelock attribution, Italianate style, address, and pre-fire survival."
CITY_HULL,Hull House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1329,government_landmark_record,1,landmark detail page,2026-08-03,Page content may be cited; City site images not downloaded because reuse terms are not explicit.,Official landmark record; distinguishes the 1856 Hull residence from later settlement additions and partial reconstruction.
CITY_IGLEHART,Charles D. Iglehart House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1333,government_landmark_record,1,landmark detail page,2026-08-03,Page content may be cited; City site images not downloaded because reuse terms are not explicit.,Official record gives 1857 date and later alterations.
CITY_IGNATIUS,St. Ignatius College Prep Building,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1429,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,"Official 1869 date, 1870 opening, architects, Second Empire style, address, and extant status."
CITY_LANDMARK_FORT,Fort Dearborn Site,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1307,designation_record,1,Landmark detail page,2026-08-03,City webpage; link and attribution,Dates the two forts and landmark site.
CITY_NOBLE,Noble-Seymour-Crippen House,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1380,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,Official 1863 Italianate addition to the 1833 core and extant status.
CITY_PREFIRE,Pre-Fire Chicago Landmarks Tour,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/tourdetails.htm?touId=14,government_thematic_record,1,tour overview,2026-08-03,Page content may be cited; City site images not downloaded because reuse terms are not explicit.,"Useful survival context; states roughly 17,000 structures were lost in 1871."
CITY_ROSEHILL,Rosehill Cemetery Entrance,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1416,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,"Official 1864 date, architect William W. Boyington, address, style, and extant landmark status."
CITY_SOLDIERS,Soldiers' Home,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1425,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,"Official phased 1864-1923 chronology, Boyington attribution, present address, Civil War association, and survival."
CITY_WATERTOWER,Old Chicago Water Tower District,Commission on Chicago Landmarks,City of Chicago,n.d.,https://webapps1.chicago.gov/landmarksweb/web/districtdetails.htm?disId=23,official landmark record,1,entire record,2026-08-03,Page text usable as government information; image reuse rights not stated,Confirms Water Tower and Pumping Station as the only public buildings surviving within the 1871 fire area.
CITY_WINGERT,John Wingert House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1457,government_landmark_record,1,landmark detail page,2026-08-03,Page content may be cited; City site images not downloaded because reuse terms are not explicit.,"Official record gives 1854 date, address, owner, and later additions."
COMMONS_MAP1830,1830 Map of Chicago,A. T. Andreas,Wikimedia Commons,1884,https://commons.wikimedia.org/wiki/File:1830_Map_of_Chicago.jpg,public-domain map scan,2,file page,2026-08-03,Public domain in the United States; attribution requested,Convenient downloadable copy of the Andreas 1830 map; use Newberry or Internet Archive scan as provenance authority.
CPD_COUCH,Couch Tomb,Chicago Park District,Chicago Park District,,https://www.chicagoparkdistrict.com/parks-facilities/couch-tomb-artwork,government_collection_record,1,artwork detail; installed 1858,2026-08-03,Page image reuse not assumed; link retained as visual reference.,"Official record identifies Van Osdel and Baumann, year, current location, and survival history."
CPL_ANDREAS_INVENTORY,Andreas Extra-Illustrated History of Chicago: Finding Aid,Chicago Public Library,Chicago Public Library,n.d.,https://www.chipublib.org/andreas-extra-illustrated-history-of-chicago-fa/,archival finding aid,1,Volume I illustration inventory,2026-08-03,Finding-aid text only; individual item rights require checking,"Locates maps and images including Chicago 1830, Thompson's plat, the 1830 river mouth, Clybourn house, courthouse, and early churches."
ECH1849MAP,Chicago in 1849 (Rees & Rucker map),Chicago Historical Society / Encyclopedia of Chicago,Chicago History Museum and Newberry Library,2005,https://www.encyclopedia.chicagohistory.org/pages/10343.html,map_catalog,B,interactive map page; Chicago Historical Society image ICHi-38124,2026-08-03,Map itself published 1849 and public domain; page/interface rights may differ,Authoritative catalog presentation; explicitly identifies the Galena & Chicago Union line running west from its Kinzie-and-Canal depot.
ECHMAPINDEX,Maps: Chronological Index,Encyclopedia of Chicago,Chicago History Museum and Newberry Library,2005,https://www.encyclopedia.chicagohistory.org/misc/mapsChrono.html,map_catalog,B,entries for 1840s maps,2026-08-03,Catalog/interface rights may apply,Useful map-series index for the year-by-year city-footprint extension.
ECH_FIRELIMITS,Fire Limits in Chicago in the 1870s,Encyclopedia of Chicago,Chicago Historical Society,,https://www.encyclopedia.chicagohistory.org/pages/3890.html,historical-map-essay,2,map and interpretive note,2026-08-03,Copyrighted reference work; link/cite rather than republish,Context: the 1871 fire burned less than one quarter of Chicago's built-up area.
ENCYC_GAS,Gas,Encyclopedia of Chicago,Chicago Historical Society,2005,https://www.encyclopedia.chicagohistory.org/pages/504.html,reference_encyclopedia,2,Chicago Gas Light and Coke Co.; gas introduced 1850,2026-08-03,Text citation permitted; image rights vary.,Corroborates the start of manufactured-gas service and system growth.
EOC_CONSTRUCTION,Construction,Mark R. Wilson,Encyclopedia of Chicago / Chicago History Museum and Newberry Library,2005,https://www.encyclopedia.chicagohistory.org/pages/331.html,scholarly_reference_entry,2,opening historical paragraphs,2026-08-03,Link and attribute; text remains copyrighted,Provides rounded area-wide stock thresholds for 1840 and about 1854; geography is broader/less explicit than corporate-limit census tables.
EOC_EARLY_LAKESHORE,Early Lakeshore,Chicago Historical Society and Newberry Library,Encyclopedia of Chicago,2005,https://www.encyclopedia.chicagohistory.org/pages/300062.html,scholarly encyclopedia image essay,1,entire entry,2026-08-03,Underlying Chicago History Museum images/maps require a rights check,Map candidates include the 1836 Canal Commissioners map and 1838 Fort Dearborn Addition map.
EOC_FIRE,Fire of 1871,Karen Sawislak,Encyclopedia of Chicago / Chicago History Museum and Newberry Library,2005,https://www.encyclopedia.chicagohistory.org/pages/1740.html,scholarly_reference_entry,2,full entry,2026-08-03,Link and attribute; text and linked images have separate rights,"Modern scholarly synthesis states that more than 18,000 structures were leveled across 3.5 square miles."
EOC_FORT,Fort Dearborn,Encyclopedia of Chicago,Chicago History Museum / Newberry Library / Northwestern University,2005,https://www.encyclopedia.chicagohistory.org/pages/477.html,reference_essay,2,Full entry,2026-08-03,Use link and attribution,Independent chronology for the two forts.
EOC_FUR_TRADE,Fur Trade,Encyclopedia of Chicago,Chicago History Museum / Newberry Library / Northwestern University,2005,https://www.encyclopedia.chicagohistory.org/pages/492.html,reference_essay,2,Paragraph on federal factory,2026-08-03,Use link and attribution,"Supports federal factory opening, reopening, and closure chronology."
EOC_HOTELS,Hotels,Encyclopedia of Chicago,Chicago History Museum / Newberry Library / Northwestern University,2005,https://www.encyclopedia.chicagohistory.org/pages/603.html,reference_essay,2,Opening paragraphs,2026-08-03,Use link and attribution,Supports early Wolf Point tavern/hotel sequence.
EOC_INFRASTRUCTURE,Harbors,Ann Durkin Keating,Encyclopedia of Chicago,2005,https://www.encyclopedia.chicagohistory.org/pages/641.html,scholarly encyclopedia entry,1,early harbor paragraph,2026-08-03,Text copyright publisher; linked image rights vary,Corroborates federal harbor work and completion of the initial channel/pier program in 1834.
EOC_LIGHTHOUSE,Chicago's First Lighthouse,Chicago Historical Society and Newberry Library,Encyclopedia of Chicago,2005,https://www.encyclopedia.chicagohistory.org/pages/300033.html,scholarly encyclopedia image essay,1,entire entry,2026-08-03,Underlying Chicago History Museum image rights not established; do not redistribute without permission,Corroborates an operating lighthouse in 1832 at Fort Dearborn; Andreas separately documents the failed 1831 construction attempt.
EOC_LIQUOR,Liquor Trade,Encyclopedia of Chicago,Chicago History Museum / Newberry Library / Northwestern University,2005,https://www.encyclopedia.chicagohistory.org/pages/751.html,reference_essay,2,Opening paragraph,2026-08-03,Use link and attribution,Dates Miller House to 1827 and identifies the proprietors.
EOC_MARQUETTE,"Marquette's Chicago Winter, 1674-1675",Encyclopedia of Chicago,Chicago History Museum / Newberry Library / Northwestern University,2005,https://www.encyclopedia.chicagohistory.org/pages/1010873.html,reference_essay,2,Journal transcription and contextual note,2026-08-03,Use link and attribution; underlying historic text is public domain,Supports occupation episode; exact cabin site and form are not established.
EOC_MIDDLE_GROUND,Middle Ground,Chicago Historical Society and Newberry Library,Encyclopedia of Chicago,2005,https://encyclopedia.chicagohistory.org/pages/300129.html,scholarly encyclopedia image essay,1,entire entry,2026-08-03,Underlying Chicago History Museum images/maps require a rights check,"Candidate visuals include a map of Chicago in 1834, Indian Settlement circa 1830, and the Kinzie Home in 1832."
EOC_STOCKYARD,Union Stock Yard,Dominic A. Pacyga,Encyclopedia of Chicago,2005,https://encyclopedia.chicagohistory.org/pages/2218.html,scholarly encyclopedia entry,1,entire entry,2026-08-03,Text copyright publisher; linked image rights separate,"Opening date, location, area, function, and 1971 closure of the original complex."
EOC_WIGWAM,Wigwam,Theodore J. Karamanski,Encyclopedia of Chicago,2005,https://www.encyclopedia.chicagohistory.org/pages/1355.html,scholarly encyclopedia entry,1,entire entry,2026-08-03,Text copyright publisher; linked Chicago History Museum image rights separate,"Construction in just over a month, timber material, capacity, later retail conversion, and removal between 1867 and 1871."
GCF_BURNTDISTRICT,The Burnt District,Chicago History Museum,The Great Chicago Fire & The Web of Memory,,https://greatchicagofire.org/ruined-city/burnt-district/,curated-exhibit,2,burnt-district overview and item gallery,2026-08-03,Chicago History Museum item pages commonly state all rights reserved; request reproduction permission,Useful cross-check for the fire footprint and named exceptions; use LOC copy of the Studley map for reusable media.
GCF_LOSSES,The Losses by the Fire,"Sheahan and Upton, reproduced by the project",The Great Chicago Fire & The Web of Memory,,https://greatchicagofire.org/ruined-city-library/losses-fire/,digitized-primary-account,1,loss summary and division totals,2026-08-03,Project text/image rights vary; quote sparingly and check item pages,"Reports 2,124 acres, 17,450 buildings destroyed, and 98,500 people homeless; aggregate only, never expanded into synthetic building rows."
HOYT1933,"One Hundred Years of Land Values in Chicago: The Relationship of the Growth of Chicago to the Rise in Its Land Values, 1830-1933",Homer Hoyt,University of Chicago Press,1933,https://cooperative-individualism.org/hoyt-homer_one-hundred-years-of-land-values-in-chicago-1933.pdf,digitized_historical_monograph,2,p. 50,2026-08-03,Publication is under copyright in some jurisdictions; cite rather than redistribute full text,Secondary quantitative synthesis reporting 600 new buildings in 1844 and 871 in 1845. Underlying footnotes should be traced to directories/newspapers before final normalization.
ILNR2023,National Register of Historic Places in Illinois,Illinois State Historic Preservation Office,Illinois Department of Natural Resources,2023,https://dnrhistoric.illinois.gov/content/dam/soi/en/web/dnrhistoric/documents/National%20Register%20Listings%20in%20Illinois%20%20Website%20June%202023.pdf,official-register-index,2,Cook County entries 80001351 and 85003031,2026-08-03,U.S./Illinois government compilation; verify individual-image rights separately,"Confirms register names, addresses, reference numbers, and listing dates; does not by itself establish construction dates."
LOC_1857,Chicago (bird's-eye view),J. T. Palmatary; Charles Shober; Braunhold & Sonne,Library of Congress,1857,https://www.loc.gov/item/75693204/,map,1,Geography and Map Division; panoramic map; 115 x 207 cm,2026-08-03,Library of Congress item is presented for free use and reuse absent a rights advisory; retain catalog credit.,Core geospatial/media reference for the built form and shoreline in 1857; use IIIF/download links from item page.
LOC_BURNMAP,Map showing the burnt district in Chicago: published for the benefit of the Relief Fund,R. P. Studley Co.,Library of Congress Geography and Map Division,1871,https://www.loc.gov/item/2010592712/,historic-map,1,catalog record and digitized map,2026-08-03,Free to use and reuse absent a contrary rights advisory; credit Library of Congress Geography and Map Division,Authoritative spatial base for fire-footprint classification; north is oriented to the right. Local derivative: loc_1871_burnt_district_map.jpg.
LOC_CHICAGO1868,Chicago in 1868 from Schiller Street North Side to 12th Street South Side,Albert Ruger,Library of Congress Geography and Map Division,1868,https://www.loc.gov/item/73693350/,digitized panoramic map,1,entire item record,2026-08-03,LOC Geography and Map Division content free to use/reuse absent contrary advisory; credit Library of Congress,"High-value bird's-eye map showing individual buildings, industries, river, railroads, shoreline, and streets; perspective image not survey scale."
LOC_FIREBLOG,The City Which Would Not Be Cowed: The Great Chicago Fire of 1871,Cynthia Smith,Library of Congress,2021-10-06,https://blogs.loc.gov/maps/2021/10/the-city-which-would-not-be-cowed-the-great-chicago-fire-of-1871/,curatorial_essay,2,discussion of the 1857 Palmatary view and fire mapping,2026-08-03,Blog text/images carry source-specific rights notices.,Curatorial context connecting pre-fire mapping to the 1871 disaster.
LOC_FIRELOT,The Chicago fire of October 1871,P. B. Greene and others,Library of Congress Prints and Photographs Division,1871,https://www.loc.gov/pictures/item/2004678818/,historic-photograph-collection,1,LOT 12054; 62 stereographs,2026-08-03,No known restrictions on publication; individual credit lines still required,Useful for row-level ruin identification and image acquisition.
LOC_WIGWAM_IMAGE,"The Republican Wigwam at Chicago in Which the Republican Convention Will Be Held—May 16, 1860",Unknown,Library of Congress Prints and Photographs Division,1860,https://www.loc.gov/pictures/item/2021652429/,digitized wood engraving,1,entire item record,2026-08-03,Rights advisory: no known restrictions on publication; credit Library of Congress,Downloadable TIFF/JPEG media candidate with reproduction number LC-USZ62-3772.
