ticket,person_id,person_name,query,date_searched,result,result_summary,sources_returned
T-0463,brown_mrs_rufus,Mrs Rufus Brown,"""Mrs Rufus Brown"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,carver_david,David Carver,"""David Carver"" Chicago 1835",2026-09-01,found,Cook County history independently places David Carver on Chicago's 1833 voter roster. The exact name and civic chronology strengthen identity; later lumber claims remain dependent on retrospective accounts.,goodman_history_cook_county_early
T-0463,carver_david,David Carver,"""David Carver"" Illinois 1834 1835",2026-09-01,found,Cook County history independently places David Carver on Chicago's 1833 voter roster. The exact name and civic chronology strengthen identity; later lumber claims remain dependent on retrospective accounts.,goodman_history_cook_county_early
T-0463,carver_david,David Carver,"""David Carver"" genealogy occupation migration",2026-09-01,found,Cook County history independently places David Carver on Chicago's 1833 voter roster. The exact name and civic chronology strengthen identity; later lumber claims remain dependent on retrospective accounts.,goodman_history_cook_county_early
T-0463,casey_edward_w,Edward W. Casey,"""Edward W. Casey"" Chicago 1835",2026-09-01,found,John Dean Caton's near-participant recollection says Edward W. Casey was the only other lawyer he remembered arriving in Chicago in 1833 and places him in the early circuit-court circle.,caton_atlantic_chicago_1893
T-0463,casey_edward_w,Edward W. Casey,"""Edward W. Casey"" Illinois 1834 1835",2026-09-01,found,John Dean Caton's near-participant recollection says Edward W. Casey was the only other lawyer he remembered arriving in Chicago in 1833 and places him in the early circuit-court circle.,caton_atlantic_chicago_1893
T-0463,casey_edward_w,Edward W. Casey,"""Edward W. Casey"" genealogy occupation migration",2026-09-01,found,John Dean Caton's near-participant recollection says Edward W. Casey was the only other lawyer he remembered arriving in Chicago in 1833 and places him in the early circuit-court circle.,caton_atlantic_chicago_1893
T-0463,church_thomas,Thomas Church,"""Thomas Church"" Chicago 1835",2026-09-01,found,"A published early-Chicago reminiscence says Thomas Church arrived in 1834 and describes his Lake Street building activity. It corroborates the uncommon name, migration year and merchant setting without proving scene-date occupancy.",ingale_early_chicago_reminiscence
T-0463,church_thomas,Thomas Church,"""Thomas Church"" Illinois 1834 1835",2026-09-01,found,"A published early-Chicago reminiscence says Thomas Church arrived in 1834 and describes his Lake Street building activity. It corroborates the uncommon name, migration year and merchant setting without proving scene-date occupancy.",ingale_early_chicago_reminiscence
T-0463,church_thomas,Thomas Church,"""Thomas Church"" genealogy occupation migration",2026-09-01,found,"A published early-Chicago reminiscence says Thomas Church arrived in 1834 and describes his Lake Street building activity. It corroborates the uncommon name, migration year and merchant setting without proving scene-date occupancy.",ingale_early_chicago_reminiscence
T-0463,cobb_silas_b,Silas B. Cobb,"""Silas B. Cobb"" Chicago 1835",2026-09-01,found,Early reminiscence and the 1843 directory independently connect Silas B. Cobb with saddlery and harness work and later premises at 171 Lake Street. The later address extends the profile but is not back-projected to 1835.,ingale_early_chicago_reminiscence; norris_chicago_directory_1843
T-0463,cobb_silas_b,Silas B. Cobb,"""Silas B. Cobb"" Illinois 1834 1835",2026-09-01,found,Early reminiscence and the 1843 directory independently connect Silas B. Cobb with saddlery and harness work and later premises at 171 Lake Street. The later address extends the profile but is not back-projected to 1835.,ingale_early_chicago_reminiscence; norris_chicago_directory_1843
T-0463,cobb_silas_b,Silas B. Cobb,"""Silas B. Cobb"" genealogy occupation migration",2026-09-01,found,Early reminiscence and the 1843 directory independently connect Silas B. Cobb with saddlery and harness work and later premises at 171 Lake Street. The later address extends the profile but is not back-projected to 1835.,ingale_early_chicago_reminiscence; norris_chicago_directory_1843
T-0463,cohen_peter,Peter Cohen,"""Peter Cohen"" Chicago 1835",2026-09-01,found,Cook County history names Peter Cohen among the January 1836 Chicago Hydraulic Company incorporators. The exact name and immediate civic continuity strengthen identity but do not add a household relationship.,goodman_history_cook_county_early
T-0463,cohen_peter,Peter Cohen,"""Peter Cohen"" Illinois 1834 1835",2026-09-01,found,Cook County history names Peter Cohen among the January 1836 Chicago Hydraulic Company incorporators. The exact name and immediate civic continuity strengthen identity but do not add a household relationship.,goodman_history_cook_county_early
T-0463,cohen_peter,Peter Cohen,"""Peter Cohen"" genealogy occupation migration",2026-09-01,found,Cook County history names Peter Cohen among the January 1836 Chicago Hydraulic Company incorporators. The exact name and immediate civic continuity strengthen identity but do not add a household relationship.,goodman_history_cook_county_early
T-0463,couch_james,James Couch,"""James Couch"" Chicago 1835",2026-09-01,found,"Later Tremont histories identify James Couch as Ira Couch's brother and hotel partner, but place the brothers' hotel operation after 1835. The exact-name candidate is strong while the current scene-date role needs documentary adjudication.",chicagology_prefire127
T-0463,couch_james,James Couch,"""James Couch"" Illinois 1834 1835",2026-09-01,found,"Later Tremont histories identify James Couch as Ira Couch's brother and hotel partner, but place the brothers' hotel operation after 1835. The exact-name candidate is strong while the current scene-date role needs documentary adjudication.",chicagology_prefire127
T-0463,couch_james,James Couch,"""James Couch"" genealogy occupation migration",2026-09-01,found,"Later Tremont histories identify James Couch as Ira Couch's brother and hotel partner, but place the brothers' hotel operation after 1835. The exact-name candidate is strong while the current scene-date role needs documentary adjudication.",chicagology_prefire127
T-0463,davis_john,John Davis,"""John Davis"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,davis_john,John Davis,"""John Davis"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,davis_john,John Davis,"""John Davis"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,davis_t_o,T. O. Davis,"""T. O. Davis"" Chicago 1835",2026-09-01,found,"Cook County history corroborates T. O. Davis's role in establishing Chicago's Whig newspaper in 1835. Initials, place, occupation and year resolve the identity; no full-name expansion was safely found.",goodman_history_cook_county_early
T-0463,davis_t_o,T. O. Davis,"""T. O. Davis"" Illinois 1834 1835",2026-09-01,found,"Cook County history corroborates T. O. Davis's role in establishing Chicago's Whig newspaper in 1835. Initials, place, occupation and year resolve the identity; no full-name expansion was safely found.",goodman_history_cook_county_early
T-0463,davis_t_o,T. O. Davis,"""T. O. Davis"" genealogy occupation migration",2026-09-01,found,"Cook County history corroborates T. O. Davis's role in establishing Chicago's Whig newspaper in 1835. Initials, place, occupation and year resolve the identity; no full-name expansion was safely found.",goodman_history_cook_county_early
T-0463,egan_emeline,Emeline Egan,"""Emeline Egan"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,egan_emeline,Emeline Egan,"""Emeline Egan"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,egan_emeline,Emeline Egan,"""Emeline Egan"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,elston_daniel,Daniel Elston,"""Daniel Elston"" Chicago 1835",2026-09-01,found,The University of Illinois finding aid identifies Daniel Elston as an English merchant arriving in Chicago in 1833 who manufactured soap and candles and later operated a distillery and brewery.,uiuc_daniel_elston_papers
T-0463,elston_daniel,Daniel Elston,"""Daniel Elston"" Illinois 1834 1835",2026-09-01,found,The University of Illinois finding aid identifies Daniel Elston as an English merchant arriving in Chicago in 1833 who manufactured soap and candles and later operated a distillery and brewery.,uiuc_daniel_elston_papers
T-0463,elston_daniel,Daniel Elston,"""Daniel Elston"" genealogy occupation migration",2026-09-01,found,The University of Illinois finding aid identifies Daniel Elston as an English merchant arriving in Chicago in 1833 who manufactured soap and candles and later operated a distillery and brewery.,uiuc_daniel_elston_papers
T-0463,fullerton_alexander,Alexander N. Fullerton,"""Alexander N. Fullerton"" Chicago 1835",2026-09-01,found,"Cook County history identifies Alexander N. Fullerton in Chicago's early legal and municipal record, including the 1835 town-clerk chronology. This supports the exact full name and profession without establishing his roof.",goodman_history_cook_county_early
T-0463,fullerton_alexander,Alexander N. Fullerton,"""Alexander N. Fullerton"" Illinois 1834 1835",2026-09-01,found,"Cook County history identifies Alexander N. Fullerton in Chicago's early legal and municipal record, including the 1835 town-clerk chronology. This supports the exact full name and profession without establishing his roof.",goodman_history_cook_county_early
T-0463,fullerton_alexander,Alexander N. Fullerton,"""Alexander N. Fullerton"" genealogy occupation migration",2026-09-01,found,"Cook County history identifies Alexander N. Fullerton in Chicago's early legal and municipal record, including the 1835 town-clerk chronology. This supports the exact full name and profession without establishing his roof.",goodman_history_cook_county_early
T-0463,gale_stephen_f,Stephen F. Gale,"""Stephen F. Gale"" Chicago 1835",2026-09-01,found,Cook County history places Stephen F. Gale on Chicago's 1833 voter roster; a later statute bibliography identifies his Chicago printing imprint in 1839. Together they extend civic and publishing chronology without changing his 1835 trade.,goodman_history_cook_county_early; jsp_illinois_statutes_gale_imprint
T-0463,gale_stephen_f,Stephen F. Gale,"""Stephen F. Gale"" Illinois 1834 1835",2026-09-01,found,Cook County history places Stephen F. Gale on Chicago's 1833 voter roster; a later statute bibliography identifies his Chicago printing imprint in 1839. Together they extend civic and publishing chronology without changing his 1835 trade.,goodman_history_cook_county_early; jsp_illinois_statutes_gale_imprint
T-0463,gale_stephen_f,Stephen F. Gale,"""Stephen F. Gale"" genealogy occupation migration",2026-09-01,found,Cook County history places Stephen F. Gale on Chicago's 1833 voter roster; a later statute bibliography identifies his Chicago printing imprint in 1839. Together they extend civic and publishing chronology without changing his 1835 trade.,goodman_history_cook_county_early; jsp_illinois_statutes_gale_imprint
T-0463,goss_o,O. Goss,"""O. Goss"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,goss_o,O. Goss,"""O. Goss"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,goss_o,O. Goss,"""O. Goss"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,greene_john,Major John Greene,"""Major John Greene"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,greene_john,Major John Greene,"""Major John Greene"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,greene_john,Major John Greene,"""Major John Greene"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,harmon_charles_l,Charles Loomis Harmon,"""Charles Loomis Harmon"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,harmon_charles_l,Charles Loomis Harmon,"""Charles Loomis Harmon"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,harmon_charles_l,Charles Loomis Harmon,"""Charles Loomis Harmon"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,harmon_elijah_d,Dr Elijah Dewey Harmon,"""Dr Elijah Dewey Harmon"" Chicago 1835",2026-09-01,found,Retrospective histories independently identify Dr Elijah D. Harmon as the early Fort Dearborn surgeon and a landholder south of town. The outlying property is retained rather than converted into downtown presence.,goodman_history_cook_county_early
T-0463,harmon_elijah_d,Dr Elijah Dewey Harmon,"""Dr Elijah Dewey Harmon"" Illinois 1834 1835",2026-09-01,found,Retrospective histories independently identify Dr Elijah D. Harmon as the early Fort Dearborn surgeon and a landholder south of town. The outlying property is retained rather than converted into downtown presence.,goodman_history_cook_county_early
T-0463,harmon_elijah_d,Dr Elijah Dewey Harmon,"""Dr Elijah Dewey Harmon"" genealogy occupation migration",2026-09-01,found,Retrospective histories independently identify Dr Elijah D. Harmon as the early Fort Dearborn surgeon and a landholder south of town. The outlying property is retained rather than converted into downtown presence.,goodman_history_cook_county_early
T-0463,harmon_isaac_d,Isaac Dewey Harmon,"""Isaac Dewey Harmon"" Chicago 1835",2026-09-01,found,"A published reminiscence places Isaac D. Harmon's dry-goods store at the southwest corner of Clark and South Water and identifies him as Elijah D. Harmon's son. The relationship is sourced, not surname-derived.",ingale_early_chicago_reminiscence
T-0463,harmon_isaac_d,Isaac Dewey Harmon,"""Isaac Dewey Harmon"" Illinois 1834 1835",2026-09-01,found,"A published reminiscence places Isaac D. Harmon's dry-goods store at the southwest corner of Clark and South Water and identifies him as Elijah D. Harmon's son. The relationship is sourced, not surname-derived.",ingale_early_chicago_reminiscence
T-0463,harmon_isaac_d,Isaac Dewey Harmon,"""Isaac Dewey Harmon"" genealogy occupation migration",2026-09-01,found,"A published reminiscence places Isaac D. Harmon's dry-goods store at the southwest corner of Clark and South Water and identifies him as Elijah D. Harmon's son. The relationship is sourced, not surname-derived.",ingale_early_chicago_reminiscence
T-0463,heacock_russel_e,Russel E. Heacock,"""Russel E. Heacock"" Chicago 1835",2026-09-01,found,"An edited Illinois act identifies Russel E. Heacock through a Chicago subdivision plat, and the 1843 directory distinguishes Russel Easton Heacock and his household. These records corroborate the exact person while leaving his 1835 roof unresolved.",jsp_russel_heacock_plat; norris_chicago_directory_1843
T-0463,heacock_russel_e,Russel E. Heacock,"""Russel E. Heacock"" Illinois 1834 1835",2026-09-01,found,"An edited Illinois act identifies Russel E. Heacock through a Chicago subdivision plat, and the 1843 directory distinguishes Russel Easton Heacock and his household. These records corroborate the exact person while leaving his 1835 roof unresolved.",jsp_russel_heacock_plat; norris_chicago_directory_1843
T-0463,heacock_russel_e,Russel E. Heacock,"""Russel E. Heacock"" genealogy occupation migration",2026-09-01,found,"An edited Illinois act identifies Russel E. Heacock through a Chicago subdivision plat, and the 1843 directory distinguishes Russel Easton Heacock and his household. These records corroborate the exact person while leaving his 1835 roof unresolved.",jsp_russel_heacock_plat; norris_chicago_directory_1843
T-0463,ingersoll_chester,Chester Ingersoll,"""Chester Ingersoll"" Chicago 1835",2026-09-01,found,"Municipal preservation research dates Chester Ingersoll's Plainfield plat to 1834, while the Green Tree history names him as the Chicago house's 1834-37 landlord. The two places are retained as a mobility question rather than silently collapsed.",plainfield_john_temple_report; chicagology_prefire127
T-0463,ingersoll_chester,Chester Ingersoll,"""Chester Ingersoll"" Illinois 1834 1835",2026-09-01,found,"Municipal preservation research dates Chester Ingersoll's Plainfield plat to 1834, while the Green Tree history names him as the Chicago house's 1834-37 landlord. The two places are retained as a mobility question rather than silently collapsed.",plainfield_john_temple_report; chicagology_prefire127
T-0463,ingersoll_chester,Chester Ingersoll,"""Chester Ingersoll"" genealogy occupation migration",2026-09-01,found,"Municipal preservation research dates Chester Ingersoll's Plainfield plat to 1834, while the Green Tree history names him as the Chicago house's 1834-37 landlord. The two places are retained as a mobility question rather than silently collapsed.",plainfield_john_temple_report; chicagology_prefire127
T-0463,jones_benjamin,Benjamin Jones,"""Benjamin Jones"" Chicago 1835",2026-09-01,found,"A Library of Congress engineering history identifies Benjamin Jones as a Chicago merchant and land speculator who bought at the Manitowoc River mouth in 1835 and settled there in 1836. This supplies a dated migration lead, not a 1 July address.",loc_mantowoc_benjamin_jones
T-0463,jones_benjamin,Benjamin Jones,"""Benjamin Jones"" Illinois 1834 1835",2026-09-01,found,"A Library of Congress engineering history identifies Benjamin Jones as a Chicago merchant and land speculator who bought at the Manitowoc River mouth in 1835 and settled there in 1836. This supplies a dated migration lead, not a 1 July address.",loc_mantowoc_benjamin_jones
T-0463,jones_benjamin,Benjamin Jones,"""Benjamin Jones"" genealogy occupation migration",2026-09-01,found,"A Library of Congress engineering history identifies Benjamin Jones as a Chicago merchant and land speculator who bought at the Manitowoc River mouth in 1835 and settled there in 1836. This supplies a dated migration lead, not a 1 July address.",loc_mantowoc_benjamin_jones
T-0463,aiker_samuel,Samuel Aiker,"""Samuel Aiker"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,aiker_samuel,Samuel Aiker,"""Samuel Aiker"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,aiker_samuel,Samuel Aiker,"""Samuel Aiker"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,akers_simon,Simon Akers,"""Simon Akers"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,akers_simon,Simon Akers,"""Simon Akers"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,akers_simon,Simon Akers,"""Simon Akers"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,allen_william,William Allen,"""William Allen"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,allen_william,William Allen,"""William Allen"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,allen_william,William Allen,"""William Allen"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,allin_richard,Richard Allin,"""Richard Allin"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,allin_richard,Richard Allin,"""Richard Allin"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,allin_richard,Richard Allin,"""Richard Allin"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,alling_prudde,Prudde Alling,"""Prudde Alling"" Chicago 1835",2026-09-01,found,"Prudden Alling is a plausible normalization of the unusual printed Prudde Alling, but the indexed genealogy result supplies no Chicago chronology. The spelling remains unmerged pending an original scan or dated record.",
T-0463,alling_prudde,Prudde Alling,"""Prudde Alling"" Illinois 1834 1835",2026-09-01,found,"Prudden Alling is a plausible normalization of the unusual printed Prudde Alling, but the indexed genealogy result supplies no Chicago chronology. The spelling remains unmerged pending an original scan or dated record.",
T-0463,alling_prudde,Prudde Alling,"""Prudde Alling"" genealogy occupation migration",2026-09-01,found,"Prudden Alling is a plausible normalization of the unusual printed Prudde Alling, but the indexed genealogy result supplies no Chicago chronology. The spelling remains unmerged pending an original scan or dated record.",
T-0463,anderson_eli_f,Eli F Anderson,"""Eli F Anderson"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,anderson_eli_f,Eli F Anderson,"""Eli F Anderson"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,anderson_eli_f,Eli F Anderson,"""Eli F Anderson"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,archer_joseph,Joseph Archer,"""Joseph Archer"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,archer_joseph,Joseph Archer,"""Joseph Archer"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,archer_joseph,Joseph Archer,"""Joseph Archer"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,ayres_levi,Levi Ayres,"""Levi Ayres"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,ayres_levi,Levi Ayres,"""Levi Ayres"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,ayres_levi,Levi Ayres,"""Levi Ayres"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,bakwith_albert,Albert Bakwith,"""Albert Bakwith"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,bakwith_albert,Albert Bakwith,"""Albert Bakwith"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,bakwith_albert,Albert Bakwith,"""Albert Bakwith"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,bebee_orson,Orson Bebee,"""Orson Bebee"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,bebee_orson,Orson Bebee,"""Orson Bebee"" Illinois 1834 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,bebee_orson,Orson Bebee,"""Orson Bebee"" genealogy occupation migration",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
T-0463,beeson_william,William Beeson,"""William Beeson"" Chicago 1835",2026-09-01,no result,"No reliable record found in the reviewed contemporary, institutional, local-history and index searches could be tied to this person by more than the recorded name. This is a documented no-find, not evidence that the person did not exist.",
