building_event_id,building_id,event_type,event_date,date_precision,cause,description
CHI-POSTFIRE-CHI1872-010-E02,CHI-POSTFIRE-CHI1872-010,completion,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-010-E03,CHI-POSTFIRE-CHI1872-010,opening,1872,as_reported,,wholesale dry goods
CHI-POSTFIRE-CHI1872-010-E04,CHI-POSTFIRE-CHI1872-010,demolition_or_loss,1933,approximate,redevelopment,demolished
CHI-POSTFIRE-CHI1872-011-E01,CHI-POSTFIRE-CHI1872-011,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-011-E02,CHI-POSTFIRE-CHI1872-011,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-011-E03,CHI-POSTFIRE-CHI1872-011,opening,1872,as_reported,,hardware warehouse and salesrooms
CHI-POSTFIRE-CHI1872-011-E04,CHI-POSTFIRE-CHI1872-011,demolition_or_loss,1925,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-012-E01,CHI-POSTFIRE-CHI1872-012,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-012-E02,CHI-POSTFIRE-CHI1872-012,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-012-E03,CHI-POSTFIRE-CHI1872-012,opening,1872,as_reported,,banks and offices
CHI-POSTFIRE-CHI1872-012-E04,CHI-POSTFIRE-CHI1872-012,demolition_or_loss,1911,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-013-E01,CHI-POSTFIRE-CHI1872-013,construction_start,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-013-E02,CHI-POSTFIRE-CHI1872-013,completion,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-013-E03,CHI-POSTFIRE-CHI1872-013,opening,1872,as_reported,,hardware warehouse and salesrooms
CHI-POSTFIRE-CHI1872-013-E04,CHI-POSTFIRE-CHI1872-013,demolition_or_loss,1941,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-014-E01,CHI-POSTFIRE-CHI1872-014,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-014-E02,CHI-POSTFIRE-CHI1872-014,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-014-E03,CHI-POSTFIRE-CHI1872-014,opening,1872,as_reported,,railroad general offices
CHI-POSTFIRE-CHI1872-015-E01,CHI-POSTFIRE-CHI1872-015,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-015-E02,CHI-POSTFIRE-CHI1872-015,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-015-E03,CHI-POSTFIRE-CHI1872-015,opening,1872,as_reported,,stove and hardware trade
CHI-POSTFIRE-CHI1872-015-E04,CHI-POSTFIRE-CHI1872-015,demolition_or_loss,1949,approximate,redevelopment,demolished
CHI-POSTFIRE-CHI1872-016-E01,CHI-POSTFIRE-CHI1872-016,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-016-E02,CHI-POSTFIRE-CHI1872-016,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-016-E03,CHI-POSTFIRE-CHI1872-016,opening,1872,as_reported,,rental property supporting Garrett Biblical Institute
CHI-POSTFIRE-CHI1872-016-E04,CHI-POSTFIRE-CHI1872-016,demolition_or_loss,1898,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-017-E01,CHI-POSTFIRE-CHI1872-017,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-017-E02,CHI-POSTFIRE-CHI1872-017,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-017-E03,CHI-POSTFIRE-CHI1872-017,opening,1872,as_reported,,offices and commercial tenants
CHI-POSTFIRE-CHI1872-017-E04,CHI-POSTFIRE-CHI1872-017,demolition_or_loss,1907,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-018-E01,CHI-POSTFIRE-CHI1872-018,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-018-E02,CHI-POSTFIRE-CHI1872-018,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-018-E03,CHI-POSTFIRE-CHI1872-018,opening,1872,as_reported,,"banks, stores and offices"
CHI-POSTFIRE-CHI1872-018-E04,CHI-POSTFIRE-CHI1872-018,demolition_or_loss,1914,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-019-E01,CHI-POSTFIRE-CHI1872-019,construction_start,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-019-E02,CHI-POSTFIRE-CHI1872-019,completion,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-019-E03,CHI-POSTFIRE-CHI1872-019,opening,1872,as_reported,,boot and shoe factory and salesrooms
CHI-POSTFIRE-CHI1872-019-E04,CHI-POSTFIRE-CHI1872-019,demolition_or_loss,1907,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-020-E01,CHI-POSTFIRE-CHI1872-020,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-020-E02,CHI-POSTFIRE-CHI1872-020,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-020-E03,CHI-POSTFIRE-CHI1872-020,opening,1872,as_reported,,stores and offices
CHI-POSTFIRE-CHI1872-020-E04,CHI-POSTFIRE-CHI1872-020,demolition_or_loss,1910,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-021-E01,CHI-POSTFIRE-CHI1872-021,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-021-E02,CHI-POSTFIRE-CHI1872-021,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-021-E03,CHI-POSTFIRE-CHI1872-021,opening,1872,as_reported,,store and offices
CHI-POSTFIRE-CHI1872-021-E04,CHI-POSTFIRE-CHI1872-021,demolition_or_loss,1911,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-022-E01,CHI-POSTFIRE-CHI1872-022,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-022-E02,CHI-POSTFIRE-CHI1872-022,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-022-E03,CHI-POSTFIRE-CHI1872-022,opening,1872,as_reported,,boots and shoes wholesale
CHI-POSTFIRE-CHI1872-022-E04,CHI-POSTFIRE-CHI1872-022,demolition_or_loss,1949,approximate,redevelopment,demolished
CHI-POSTFIRE-CHI1872-023-E01,CHI-POSTFIRE-CHI1872-023,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-023-E02,CHI-POSTFIRE-CHI1872-023,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-023-E03,CHI-POSTFIRE-CHI1872-023,opening,1872,as_reported,,retail and offices
CHI-POSTFIRE-CHI1872-023-E04,CHI-POSTFIRE-CHI1872-023,demolition_or_loss,1955,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-024-E01,CHI-POSTFIRE-CHI1872-024,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-024-E02,CHI-POSTFIRE-CHI1872-024,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-024-E03,CHI-POSTFIRE-CHI1872-024,opening,1872,as_reported,,"bank, steamship agency and offices"
CHI-POSTFIRE-CHI1872-024-E04,CHI-POSTFIRE-CHI1872-024,demolition_or_loss,1888,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-025-E01,CHI-POSTFIRE-CHI1872-025,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-025-E02,CHI-POSTFIRE-CHI1872-025,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-025-E03,CHI-POSTFIRE-CHI1872-025,opening,1872,as_reported,,railway supplies
CHI-POSTFIRE-CHI1872-025-E04,CHI-POSTFIRE-CHI1872-025,demolition_or_loss,1910,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-026-E01,CHI-POSTFIRE-CHI1872-026,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-026-E02,CHI-POSTFIRE-CHI1872-026,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-026-E03,CHI-POSTFIRE-CHI1872-026,opening,1872,as_reported,,"china, glassware, guns and cutlery retail"
CHI-POSTFIRE-CHI1872-026-E04,CHI-POSTFIRE-CHI1872-026,demolition_or_loss,1949,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-027-E01,CHI-POSTFIRE-CHI1872-027,construction_start,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-027-E02,CHI-POSTFIRE-CHI1872-027,completion,1872,exact,,reconstruction
CHI-POSTFIRE-CHI1872-027-E03,CHI-POSTFIRE-CHI1872-027,opening,1872,as_reported,,type foundry and printing offices
CHI-POSTFIRE-CHI1872-027-E04,CHI-POSTFIRE-CHI1872-027,demolition_or_loss,1894,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-028-E01,CHI-POSTFIRE-CHI1872-028,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-028-E02,CHI-POSTFIRE-CHI1872-028,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-028-E03,CHI-POSTFIRE-CHI1872-028,opening,1872,as_reported,,savings bank and safe depository
CHI-POSTFIRE-CHI1872-028-E04,CHI-POSTFIRE-CHI1872-028,demolition_or_loss,1924,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-029-E01,CHI-POSTFIRE-CHI1872-029,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-029-E02,CHI-POSTFIRE-CHI1872-029,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-029-E03,CHI-POSTFIRE-CHI1872-029,opening,1872,as_reported,,newspaper offices and printing
CHI-POSTFIRE-CHI1872-029-E04,CHI-POSTFIRE-CHI1872-029,demolition_or_loss,1874,year-only,fire,demolished
CHI-POSTFIRE-CHI1872-030-E01,CHI-POSTFIRE-CHI1872-030,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-030-E02,CHI-POSTFIRE-CHI1872-030,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-030-E03,CHI-POSTFIRE-CHI1872-030,opening,1872,as_reported,,wholesale grocery trade
CHI-POSTFIRE-CHI1872-030-E04,CHI-POSTFIRE-CHI1872-030,demolition_or_loss,1899,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-031-E01,CHI-POSTFIRE-CHI1872-031,construction_start,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-031-E02,CHI-POSTFIRE-CHI1872-031,completion,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-031-E03,CHI-POSTFIRE-CHI1872-031,opening,1872,as_reported,,hotel
CHI-POSTFIRE-CHI1872-031-E04,CHI-POSTFIRE-CHI1872-031,demolition_or_loss,1906,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-032-E01,CHI-POSTFIRE-CHI1872-032,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-032-E02,CHI-POSTFIRE-CHI1872-032,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-032-E03,CHI-POSTFIRE-CHI1872-032,opening,1872,as_reported,,safe and lock showroom
CHI-POSTFIRE-CHI1872-032-E04,CHI-POSTFIRE-CHI1872-032,demolition_or_loss,1901,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-033-E01,CHI-POSTFIRE-CHI1872-033,construction_start,1871,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-033-E02,CHI-POSTFIRE-CHI1872-033,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-033-E03,CHI-POSTFIRE-CHI1872-033,opening,1872,as_reported,,drugstore and offices
CHI-POSTFIRE-CHI1872-033-E04,CHI-POSTFIRE-CHI1872-033,demolition_or_loss,1904,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-034-E01,CHI-POSTFIRE-CHI1872-034,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-034-E02,CHI-POSTFIRE-CHI1872-034,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-034-E03,CHI-POSTFIRE-CHI1872-034,opening,1872,as_reported,,bank and offices
CHI-POSTFIRE-CHI1872-034-E04,CHI-POSTFIRE-CHI1872-034,demolition_or_loss,1908,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-035-E01,CHI-POSTFIRE-CHI1872-035,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-035-E02,CHI-POSTFIRE-CHI1872-035,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-035-E03,CHI-POSTFIRE-CHI1872-035,opening,1872,as_reported,,Marine Bank and Mechanics' National Bank
CHI-POSTFIRE-CHI1872-035-E04,CHI-POSTFIRE-CHI1872-035,demolition_or_loss,1928,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-036-E01,CHI-POSTFIRE-CHI1872-036,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-036-E02,CHI-POSTFIRE-CHI1872-036,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-036-E03,CHI-POSTFIRE-CHI1872-036,opening,1872,as_reported,,"wholesale hats, caps, furs and millinery"
CHI-POSTFIRE-CHI1872-036-E04,CHI-POSTFIRE-CHI1872-036,demolition_or_loss,1980,approximate,redevelopment,demolished
CHI-POSTFIRE-CHI1872-037-E01,CHI-POSTFIRE-CHI1872-037,construction_start,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-037-E02,CHI-POSTFIRE-CHI1872-037,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-037-E03,CHI-POSTFIRE-CHI1872-037,opening,1872,as_reported,,theater
CHI-POSTFIRE-CHI1872-038-E01,CHI-POSTFIRE-CHI1872-038,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-038-E02,CHI-POSTFIRE-CHI1872-038,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-038-E03,CHI-POSTFIRE-CHI1872-038,opening,1872,as_reported,,"cottage, restaurant, hall and saloon"
CHI-POSTFIRE-CHI1872-038-E04,CHI-POSTFIRE-CHI1872-038,demolition_or_loss,1929,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-039-E01,CHI-POSTFIRE-CHI1872-039,construction_start,1872,incomplete,,cornerstone_and_incomplete_construction
CHI-POSTFIRE-CHI1872-040-E01,CHI-POSTFIRE-CHI1872-040,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-040-E02,CHI-POSTFIRE-CHI1872-040,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-040-E03,CHI-POSTFIRE-CHI1872-040,opening,1872,as_reported,,mixed commercial uses
CHI-POSTFIRE-CHI1872-040-E04,CHI-POSTFIRE-CHI1872-040,demolition_or_loss,2024,approximate,redevelopment,demolished
CHI-POSTFIRE-CHI1872-041-E01,CHI-POSTFIRE-CHI1872-041,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-041-E02,CHI-POSTFIRE-CHI1872-041,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-041-E03,CHI-POSTFIRE-CHI1872-041,opening,1872,as_reported,,commercial building converted to hotel
CHI-POSTFIRE-CHI1872-042-E01,CHI-POSTFIRE-CHI1872-042,construction_start,1871,exact,,new_construction
CHI-POSTFIRE-CHI1872-042-E02,CHI-POSTFIRE-CHI1872-042,completion,1872,exact,,new_construction
CHI-POSTFIRE-CHI1872-042-E03,CHI-POSTFIRE-CHI1872-042,opening,1872,as_reported,,hotel
CHI-POSTFIRE-CHI1872-043-E01,CHI-POSTFIRE-CHI1872-043,construction_start,1871,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-043-E02,CHI-POSTFIRE-CHI1872-043,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-043-E03,CHI-POSTFIRE-CHI1872-043,opening,1872,as_reported,,hotel
CHI-POSTFIRE-CHI1872-044-E01,CHI-POSTFIRE-CHI1872-044,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-044-E02,CHI-POSTFIRE-CHI1872-044,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-044-E03,CHI-POSTFIRE-CHI1872-044,opening,1872,as_reported,,hotel
CHI-POSTFIRE-CHI1872-045-E01,CHI-POSTFIRE-CHI1872-045,construction_start,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-045-E02,CHI-POSTFIRE-CHI1872-045,completion,1872,year-only,,reconstruction
CHI-POSTFIRE-CHI1872-045-E03,CHI-POSTFIRE-CHI1872-045,opening,1872,as_reported,,hotel
CHI-POSTFIRE-CHI1872-046-E01,CHI-POSTFIRE-CHI1872-046,construction_start,1871,year-only,,new_construction
CHI-POSTFIRE-CHI1872-046-E02,CHI-POSTFIRE-CHI1872-046,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-046-E03,CHI-POSTFIRE-CHI1872-046,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1872-046-E04,CHI-POSTFIRE-CHI1872-046,demolition_or_loss,1915,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-047-E01,CHI-POSTFIRE-CHI1872-047,construction_start,1871,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-047-E02,CHI-POSTFIRE-CHI1872-047,completion,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-047-E03,CHI-POSTFIRE-CHI1872-047,opening,1873,as_reported,,joint passenger depot
CHI-POSTFIRE-CHI1872-047-E04,CHI-POSTFIRE-CHI1872-047,demolition_or_loss,1901,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-048-E01,CHI-POSTFIRE-CHI1872-048,construction_start,1871,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-048-E02,CHI-POSTFIRE-CHI1872-048,completion,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-048-E03,CHI-POSTFIRE-CHI1872-048,opening,1873,as_reported,,"printing, publishing and offices"
CHI-POSTFIRE-CHI1872-048-E04,CHI-POSTFIRE-CHI1872-048,demolition_or_loss,1926,year-only,redevelopment,demolished
CHI-POSTFIRE-CHI1872-049-E01,CHI-POSTFIRE-CHI1872-049,construction_start,1871,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-049-E02,CHI-POSTFIRE-CHI1872-049,completion,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-049-E03,CHI-POSTFIRE-CHI1872-049,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1872-050-E01,CHI-POSTFIRE-CHI1872-050,construction_start,1871,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-050-E02,CHI-POSTFIRE-CHI1872-050,completion,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-050-E03,CHI-POSTFIRE-CHI1872-050,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1872-051-E01,CHI-POSTFIRE-CHI1872-051,construction_start,1871,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-051-E02,CHI-POSTFIRE-CHI1872-051,completion,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-051-E03,CHI-POSTFIRE-CHI1872-051,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1872-051-E04,CHI-POSTFIRE-CHI1872-051,demolition_or_loss,1910,approximate,redevelopment,demolished
CHI-POSTFIRE-CHI1872-052-E01,CHI-POSTFIRE-CHI1872-052,construction_start,1871,approximate,,construction_phase
CHI-POSTFIRE-CHI1872-052-E02,CHI-POSTFIRE-CHI1872-052,completion,1873,approximate,,construction_phase
CHI-POSTFIRE-CHI1872-052-E03,CHI-POSTFIRE-CHI1872-052,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1872-053-E01,CHI-POSTFIRE-CHI1872-053,construction_start,1871,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-053-E02,CHI-POSTFIRE-CHI1872-053,completion,1873,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-053-E03,CHI-POSTFIRE-CHI1872-053,opening,1873,as_reported,,hotel
CHI-POSTFIRE-CHI1872-054-E01,CHI-POSTFIRE-CHI1872-054,construction_start,1872,exact,,construction_start
CHI-POSTFIRE-CHI1872-054-E02,CHI-POSTFIRE-CHI1872-054,completion,1873,exact,,construction_start
CHI-POSTFIRE-CHI1872-054-E03,CHI-POSTFIRE-CHI1872-054,opening,1873,as_reported,,Methodist worship
CHI-POSTFIRE-CHI1872-055-E01,CHI-POSTFIRE-CHI1872-055,construction_start,1871,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-055-E02,CHI-POSTFIRE-CHI1872-055,completion,1872,approximate,,reconstruction
CHI-POSTFIRE-CHI1872-055-E03,CHI-POSTFIRE-CHI1872-055,opening,1872,as_reported,,"worship, stores, offices and meeting hall"
CHI-POSTFIRE-CHI1872-056-E01,CHI-POSTFIRE-CHI1872-056,construction_start,1871,phase,,partial_completion_and_dedication
CHI-POSTFIRE-CHI1872-056-E02,CHI-POSTFIRE-CHI1872-056,completion,1872,phase,,partial_completion_and_dedication
CHI-POSTFIRE-CHI1872-056-E03,CHI-POSTFIRE-CHI1872-056,opening,1872,as_reported,,Methodist worship
CHI-POSTFIRE-CHI1872-057-E01,CHI-POSTFIRE-CHI1872-057,completion,1872,phase,,partial_completion_and_occupancy
CHI-POSTFIRE-CHI1872-057-E02,CHI-POSTFIRE-CHI1872-057,opening,1872,as_reported,,Catholic worship
CHI-POSTFIRE-CHI1872-058-E01,CHI-POSTFIRE-CHI1872-058,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-058-E02,CHI-POSTFIRE-CHI1872-058,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-058-E03,CHI-POSTFIRE-CHI1872-058,opening,1872,as_reported,,Lutheran worship and parochial school
CHI-POSTFIRE-CHI1872-059-E01,CHI-POSTFIRE-CHI1872-059,construction_start,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-059-E02,CHI-POSTFIRE-CHI1872-059,completion,1872,year-only,,new_construction
CHI-POSTFIRE-CHI1872-059-E03,CHI-POSTFIRE-CHI1872-059,opening,1872,as_reported,,Swedenborgian worship
CHI-POSTFIRE-CHI1872-060-E01,CHI-POSTFIRE-CHI1872-060,construction_start,1872,exact,,foundation_phase
CHI-POSTFIRE-CHI1872-060-E02,CHI-POSTFIRE-CHI1872-060,completion,1873,exact,,foundation_phase
CHI-POSTFIRE-CHI1872-060-E03,CHI-POSTFIRE-CHI1872-060,opening,1873,as_reported,,Unitarian worship
CHI-POSTFIRE-CHI1872-061-E01,CHI-POSTFIRE-CHI1872-061,construction_start,1872,year-only,,construction_start
CHI-POSTFIRE-CHI1872-061-E02,CHI-POSTFIRE-CHI1872-061,completion,1873,year-only,,construction_start
CHI-POSTFIRE-CHI1872-061-E03,CHI-POSTFIRE-CHI1872-061,opening,1873,as_reported,,Universalist worship
CHI-POSTFIRE-CHI1872-062-E01,CHI-POSTFIRE-CHI1872-062,construction_start,1872,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-062-E02,CHI-POSTFIRE-CHI1872-062,completion,1875,year-only,,construction_phase
CHI-POSTFIRE-CHI1872-062-E03,CHI-POSTFIRE-CHI1872-062,opening,1875,as_reported,,Episcopal worship
CHI-POSTFIRE-CHI1872-063-E01,CHI-POSTFIRE-CHI1872-063,construction_start,1871,year-only,,reconstruction_phase
CHI-POSTFIRE-CHI1872-063-E02,CHI-POSTFIRE-CHI1872-063,completion,1873,year-only,,reconstruction_phase
CHI-POSTFIRE-CHI1872-063-E03,CHI-POSTFIRE-CHI1872-063,opening,1873,as_reported,,Catholic worship
CHI-POSTFIRE-CHI1872-064-E01,CHI-POSTFIRE-CHI1872-064,construction_start,1872,year-only,,partial_reconstruction
