assertion_id,building_id,field_name,asserted_value,source_keys,confidence,needs_review,research_note
CHI-POSTFIRE-CHI1872-002-A07,CHI-POSTFIRE-CHI1872-002,postfire_code_context,Post-fire Near West Side construction; the source links the building to rapid development after the fire without claiming it stood in the burned district.,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,false,Rare surviving Italianate commercial block with date and Holden name carved at the roofline.
CHI-POSTFIRE-CHI1872-003-A01,CHI-POSTFIRE-CHI1872-003,canonical_name,John and Clara Merchant House,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-003-A02,CHI-POSTFIRE-CHI1872-003,year_completed,1872,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-003-A03,CHI-POSTFIRE-CHI1872-003,address_historical,Irving Park settlement,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-003-A04,CHI-POSTFIRE-CHI1872-003,architect_or_builder,George E. Woodward pattern-book Design No. 2,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-003-A05,CHI-POSTFIRE-CHI1872-003,structural_system,wood-frame Second Empire house; mansard roof,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-003-A06,CHI-POSTFIRE-CHI1872-003,construction_or_event_type,new_construction,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-003-A07,CHI-POSTFIRE-CHI1872-003,postfire_code_context,Outside Chicago's 1872 municipal limits and outside the burned district; no post-fire ordinance inference.,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official City source dates the house circa 1872. Included because it lies within present Chicago and documents Irving Park's railroad-suburb development; historical-jurisdiction flag should be retained.
CHI-POSTFIRE-CHI1872-004-A01,CHI-POSTFIRE-CHI1872-004,canonical_name,Lake-Franklin Group,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-004-A02,CHI-POSTFIRE-CHI1872-004,year_completed,1875,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-004-A03,CHI-POSTFIRE-CHI1872-004,address_historical,227-235 West Lake Street and 173-191 North Franklin Street,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-004-A04,CHI-POSTFIRE-CHI1872-004,architect_or_builder,Burling & Adler; George H. Edbrooke,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-004-A05,CHI-POSTFIRE-CHI1872-004,structural_system,masonry mercantile lofts with cast-iron columns,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-004-A06,CHI-POSTFIRE-CHI1872-004,construction_or_event_type,construction_start,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-004-A07,CHI-POSTFIRE-CHI1872-004,postfire_code_context,Direct product of rebuilding after the 1871 fire; official narrative identifies characteristic post-fire commercial architecture.,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,Official date range is 1872-1875 and does not identify which surviving component began in 1872; retained as a start-year group record pending parcel-level permit research.
CHI-POSTFIRE-CHI1872-005-A01,CHI-POSTFIRE-CHI1872-005,canonical_name,Delaware Building,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-005-A02,CHI-POSTFIRE-CHI1872-005,year_completed,1874,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-005-A03,CHI-POSTFIRE-CHI1872-005,address_historical,36 West Randolph Street,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-005-A04,CHI-POSTFIRE-CHI1872-005,architect_or_builder,Wheelock & Thomas; Julius H. Huber (1889 work),CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-005-A05,CHI-POSTFIRE-CHI1872-005,structural_system,cast-iron base; precast concrete upper facade,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-005-A06,CHI-POSTFIRE-CHI1872-005,construction_or_event_type,construction_start,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-005-A07,CHI-POSTFIRE-CHI1872-005,postfire_code_context,One of the few surviving Loop structures from the immediate post-fire rebuilding; 1889 work must be separated.,CITYLANDMARKS_API;CITYLANDMARKS_WEB,high,true,"Official date range is 1872-1874. Huber's steel-framed atrium, two added stories and lower-floor redesign belong to 1889."
CHI-POSTFIRE-CHI1872-006-A01,CHI-POSTFIRE-CHI1872-006,canonical_name,Temporary City Hall and Court House,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A02,CHI-POSTFIRE-CHI1872-006,year_completed,1872,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A03,CHI-POSTFIRE-CHI1872-006,address_historical,southeast corner Adams and LaSalle Streets,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A04,CHI-POSTFIRE-CHI1872-006,structural_system,brick masonry built around former water-tank substructure,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A05,CHI-POSTFIRE-CHI1872-006,construction_or_event_type,reconstruction,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A06,CHI-POSTFIRE-CHI1872-006,predecessor_or_rebuild_of,city and county offices destroyed in 1871 fire,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A07,CHI-POSTFIRE-CHI1872-006,postfire_code_context,Hastily built permanent-looking municipal replacement within the fire district; Andreas calls it a pile of brick and mortar lacking conveniences.,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-006-A08,CHI-POSTFIRE-CHI1872-006,year_demolished,1885,AND1886V3,high,false,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished."
CHI-POSTFIRE-CHI1872-007-A01,CHI-POSTFIRE-CHI1872-007,canonical_name,Chamber of Commerce II,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A02,CHI-POSTFIRE-CHI1872-007,year_completed,1872,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A03,CHI-POSTFIRE-CHI1872-007,address_historical,southeast corner Washington and LaSalle Streets,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A04,CHI-POSTFIRE-CHI1872-007,architect_or_builder,Cochrane & Miller,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A05,CHI-POSTFIRE-CHI1872-007,structural_system,stone masonry,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A06,CHI-POSTFIRE-CHI1872-007,construction_or_event_type,reconstruction,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A07,CHI-POSTFIRE-CHI1872-007,predecessor_or_rebuild_of,Chamber of Commerce I destroyed in 1871 fire,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A08,CHI-POSTFIRE-CHI1872-007,postfire_code_context,Prominent masonry reconstruction inside the fire limits.,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-007-A09,CHI-POSTFIRE-CHI1872-007,year_demolished,1890,AND1886V3;TAYLOR1917CBOT;CHICAG_REBUILD,high,false,"Completed before and formally occupied on the fire's first anniversary, October 9 1872; Andreas reports cost about $365,000."
CHI-POSTFIRE-CHI1872-008-A01,CHI-POSTFIRE-CHI1872-008,canonical_name,Chicago Tribune Building II,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A02,CHI-POSTFIRE-CHI1872-008,year_completed,1872,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A03,CHI-POSTFIRE-CHI1872-008,address_historical,southeast corner Dearborn and Madison Streets,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A04,CHI-POSTFIRE-CHI1872-008,architect_or_builder,Burling & Adler,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A05,CHI-POSTFIRE-CHI1872-008,structural_system,masonry; iron roof; largely noncombustible floors,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A06,CHI-POSTFIRE-CHI1872-008,construction_or_event_type,reconstruction,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A07,CHI-POSTFIRE-CHI1872-008,predecessor_or_rebuild_of,Tribune Building I destroyed in 1871 fire,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A08,CHI-POSTFIRE-CHI1872-008,postfire_code_context,"Explicitly designed as a more genuinely fire-resistant replacement, with iron roof and tile, asphalt or artificial-marble floors.",CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-008-A09,CHI-POSTFIRE-CHI1872-008,year_demolished,1901,CHICAG_REBUILD,medium,true,Occupied October 8-9 1872 while final work continued about another month; 72 by 121 feet. Chicagology page rebuilding030 transcribes the contemporary Tribune account.
CHI-POSTFIRE-CHI1872-009-A01,CHI-POSTFIRE-CHI1872-009,canonical_name,First National Bank Building III,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A02,CHI-POSTFIRE-CHI1872-009,year_completed,1872,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A03,CHI-POSTFIRE-CHI1872-009,address_historical,southwest corner State and Washington Streets,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A04,CHI-POSTFIRE-CHI1872-009,architect_or_builder,Edward Burling; Hollingsworth & Coughlin,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A05,CHI-POSTFIRE-CHI1872-009,structural_system,"iron, stone and brick; surviving vaults",AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A06,CHI-POSTFIRE-CHI1872-009,construction_or_event_type,reconstruction,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A07,CHI-POSTFIRE-CHI1872-009,predecessor_or_rebuild_of,First National Bank Building II fire-damaged in 1871,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A08,CHI-POSTFIRE-CHI1872-009,postfire_code_context,Reused surviving walls and vaults; contemporary descriptions called it fireproof but Andreas cautions that such claims were unsettled.,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-009-A09,CHI-POSTFIRE-CHI1872-009,year_demolished,1883,AND1886V3;CHICAG_REBUILD,medium,true,"Restored in 1872 for about $75,000 of a reported $295,000 total building value; the pre-fire fifth floor was not restored. Chicagology rebuilding177 transcribes contemporary sources."
CHI-POSTFIRE-CHI1872-010-A01,CHI-POSTFIRE-CHI1872-010,canonical_name,J. V. Farwell & Company Block III,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A02,CHI-POSTFIRE-CHI1872-010,year_completed,1872,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A03,CHI-POSTFIRE-CHI1872-010,address_historical,northwest corner Monroe and Franklin Streets; extension toward Market Street,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A04,CHI-POSTFIRE-CHI1872-010,architect_or_builder,John M. Van Osdel,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A05,CHI-POSTFIRE-CHI1872-010,structural_system,brick masonry; experimental cement wall sections,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A06,CHI-POSTFIRE-CHI1872-010,construction_or_event_type,reconstruction,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A07,CHI-POSTFIRE-CHI1872-010,predecessor_or_rebuild_of,Farwell commercial property lost in 1871 fire,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A08,CHI-POSTFIRE-CHI1872-010,postfire_code_context,Built immediately after the fire; Andreas documents an experimental poured-cement wall method using rubble fill.,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-010-A09,CHI-POSTFIRE-CHI1872-010,year_demolished,1933,AND1886V3;CHICAG_REBUILD,high,true,First section completed about three months after the fire; a 1872 extension formed a 191-by-235-foot complex. Chicagology rebuilding071 distinguishes the phases.
CHI-POSTFIRE-CHI1872-011-A01,CHI-POSTFIRE-CHI1872-011,canonical_name,Reed Block,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A02,CHI-POSTFIRE-CHI1872-011,year_completed,1872,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A03,CHI-POSTFIRE-CHI1872-011,address_historical,northeast corner Lake Street and Wabash Avenue,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A04,CHI-POSTFIRE-CHI1872-011,architect_or_builder,Wheelock & Thomas,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A05,CHI-POSTFIRE-CHI1872-011,structural_system,pressed brick; plate glass; galvanized-iron cornice,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A06,CHI-POSTFIRE-CHI1872-011,construction_or_event_type,reconstruction,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A07,CHI-POSTFIRE-CHI1872-011,predecessor_or_rebuild_of,Hibbard & Spencer premises destroyed in 1871 fire,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A08,CHI-POSTFIRE-CHI1872-011,postfire_code_context,Permanent mercantile rebuilding in the fire district.,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-011-A09,CHI-POSTFIRE-CHI1872-011,year_demolished,1925,CHICAG_REBUILD,medium,false,Contemporary April and October 1872 notices document construction and occupancy; footprint about 48 by 140 feet for the occupied portion. Chicagology rebuilding067.
CHI-POSTFIRE-CHI1872-012-A01,CHI-POSTFIRE-CHI1872-012,canonical_name,Superior Block,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A02,CHI-POSTFIRE-CHI1872-012,year_completed,1872,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A03,CHI-POSTFIRE-CHI1872-012,address_historical,75-79 Clark Street opposite Court House,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A04,CHI-POSTFIRE-CHI1872-012,architect_or_builder,W. W. Boyington,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A05,CHI-POSTFIRE-CHI1872-012,structural_system,Lake Superior brownstone; central glazed court,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A06,CHI-POSTFIRE-CHI1872-012,construction_or_event_type,reconstruction,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A07,CHI-POSTFIRE-CHI1872-012,postfire_code_context,"Promoted in 1872 as fireproof, with fire plugs and hose on each hall; claim is not treated as tested performance.",CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-012-A08,CHI-POSTFIRE-CHI1872-012,year_demolished,1911,CHICAG_REBUILD,medium,true,Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.
CHI-POSTFIRE-CHI1872-013-A01,CHI-POSTFIRE-CHI1872-013,canonical_name,William Blair Building,CHICAG_REBUILD,medium,false,"Contemporary October 1872 notice says just completed; about 60 by 144 feet with deeper basement, steam heat and elevators. Chicagology rebuilding155."
