source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
CHICAGOLAKESIDE,Lakeside Building,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding010/,source_transcription_and_compilation,3,1871 Tribune; 1872 Weekly Post/Land Owner; 1873 directory excerpts,2026-08-03,Historic quoted texts and images may be public domain; verify provenance before reuse,"Used as a finding aid and cross-check for location, architect attribution, dimensions, and 1872 construction; Andreas remains completion authority."
CHICAGOLOGY_ACADEMY,Academy of Music,Chicagology; transcribing Chicago Tribune,Chicagology,,https://chicagology.com/rebuilding/rebuilding022/,newspaper_transcription_compilation,Tier 3,"Chicago Tribune, February 5 and May 5, 1878; opening and later fire chronology",2026-08-03,The 1878 Tribune text is public domain in the United States; hosted images and compilation layout have separate rights.,"Documents destruction of the first theater, Oscar Cobb's reconstruction plans, $50,000 cost, 75-by-120-foot size, and September 16 opening."
CHICAGOLOGY_AMEX,American Express Company Building,The Land Owner and Chicago Tribune excerpts republished by Chicagology,Chicagology,1874,https://chicagology.com/rebuilding/rebuilding043/,transcribed contemporary periodical / secondary compilation,Tier 2,"Land Owner Nov. 1872 and Apr. 1874; Chicago Tribune Feb. 1, 1874",2026-08-03,Underlying period texts are public domain; website images/layout may have separate terms.,"Documents the 1872 start, six-story design, Henry Richardson attribution, and February 2, 1874 move-in."
CHICAGOLOGY_ARMORY,Illinois National Guard First Regiment Armory I,Chicagology; transcribing Chicago Tribune and city directories,Chicagology,,https://chicagology.com/rebuilding/rebuilding040/,newspaper_transcription_compilation,Tier 3,"Chicago Tribune, July 31, 1878; directory entries; Andreas excerpt",2026-08-03,The 1878 Tribune text is public domain in the United States; hosted images and compilation layout have separate rights.,"Contemporary report documents architect, cost, materials, program, and near-completion; page also gives the 1878-1890 lifespan."
CHICAGOLOGY_BRUNSWICK,Hotel Brunswick,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding221/,newspaper_transcription_compilation,Tier 3,"Chicago Tribune Nov. 11, 1877",2026-08-03,Transcribed 1877 newspaper text is public domain in the United States; hosted images and compilation layout have separate rights.,Contemporary notice describes the pressed-brick-and-stone building as just completed and intended as a family hotel.
CHICAGOLOGY_CCH,Cook County Hospital II,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding056/,historical_reference_transcription,Tier 3,"Rand McNally 1893 Cook County Hospital group description, Woman's College entry",2026-08-03,Underlying nineteenth-century text is public domain; hosted images and compilation layout have separate rights.,"States the Woman's College first building was erected in 1877, with a large addition in 1889; the exact acquisition/new-build sequence remains ambiguous."
CHICAGOLOGY_CENTRAL,Central Music Hall,Inter Ocean historical transcription and later guide excerpts,Chicagology,1879-12-05,https://chicagology.com/rebuilding/rebuilding013/,historical_newspaper_transcription,Tier 3,"Inter Ocean, December 5, 1879; later building descriptions and demolition chronology",2026-08-03,Underlying 1879 newspaper text and historical guide text are public domain; site compilation and modern presentation are copyrighted.,"Detailed near-opening inspection documents auditorium, acoustics, ventilation, exits and fire-safety arrangements."
CHICAGOLOGY_CHS,Chicago Historical Society II,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding094/,newspaper_transcription_compilation,Tier 3,"Chicago Tribune May 13, May 17, and Aug. 3, 1877",2026-08-03,Transcribed historical newspaper text may be public domain; hosted images and compilation layout have separate rights.,"Supplies the 40-by-70-foot temporary/nucleus design, architect attribution, cost, contractor, and construction notices."
CHICAGOLOGY_CLUB,The First Chicago Club Building,Chicago Tribune historical transcription,Chicagology,1875-10-02,https://chicagology.com/rebuilding/rebuilding145/,historical_newspaper_transcription,Tier 3,Chicago Tribune plan description and 1876-1939 building chronology,2026-08-03,Underlying 1875 newspaper text is public domain; site layout and modern compilation are copyrighted.,"Transcribes plans for the Monroe Street clubhouse and supplies architect, developer, dimensions, materials and chronology; verify against newspaper page image when available."
CHICAGOLOGY_CRIMINAL,Cook County Criminal Court and Jail,Chicago Tribune excerpts republished by Chicagology,Chicagology,1874,https://chicagology.com/rebuilding/rebuilding033/,transcribed contemporary newspaper / secondary compilation,Tier 2,"Chicago Tribune, February 16, 1874",2026-08-03,Underlying 1874 text is public domain; website scans/layout may have separate terms.,"Provides Armstrong & Egan, opening sequence, dimensions/cost context, and Dearborn-Hubbard location."
CHICAGOLOGY_CYRUS,Cyrus McCormick Mansion,Chicago Tribune (reproduced by Chicagology),Chicago Tribune / Chicagology,1875-02-21,https://chicagology.com/rebuilding/rebuilding203/,contemporary_newspaper_transcription,Tier 2,"Chicago Tribune, February 21, 1875",2026-08-03,Historical newspaper text is public domain; site presentation/images may have separate rights.,Contemporary description of the 135 Rush Street mansion; Chicagology is a transcription host and should be checked against microfilm for critical quotation.
CHICAGOLOGY_DEPOT,Michigan Southern Railroad and Rock Island & Pacific Railroad Depot II,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding035/,source_transcription_and_compilation,3,1872 Tribune and 1874 directory excerpts,2026-08-03,Underlying nineteenth-century text and period illustrations are generally public domain; verify image repository credit,Finding aid for location architect and predecessor; completion and opening are independently supported by Chamberlin.
CHICAGOLOGY_EXPO,Interstate Exposition Building,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding016/,newspaper_transcription_compilation,Tier 3,"Chicago Tribune Nov. 27, 1877",2026-08-03,Transcribed 1877 newspaper text is public domain in the United States; hosted images and compilation layout have separate rights.,Documents the rapid temporary retail conversion for Field & Leiter after the Nov. 14 Singer Building fire.
CHICAGOLOGY_FIELD,"Field, Leiter & Co. State Street Store (Singer Building II)",Historical newspaper and directory compilation,Chicagology,,https://chicagology.com/rebuilding/rebuilding064/,historical_compilation,Tier 3,1878 replacement-building chronology and 1879 purchase/occupancy narrative,2026-08-03,Underlying pre-1929 newspaper and directory text is public domain; compilation and modern presentation are copyrighted.,"Used only for the 1879 acquisition, tenant displacement, fit-out, and occupancy event; the replacement building itself is dated 1878."
CHICAGOLOGY_GOVT,Government Building and Post Office,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding011/,historical_source_compilation,Tier 3,Construction history and Marquis' Hand-Book of Chicago 1884 description,2026-08-03,Historical text may be public domain; hosted images and compilation layout have separate rights.,"Corroborates the multi-year federal project, 1880 completion, fireproof iron-and-stone construction, and block location."
CHICAGOLOGY_HBA,"Haskell, Barker & Atwater Buildings",Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding209/,newspaper_transcription_compilation,Tier 3,"Inter Ocean Aug. 4, 1877; Chicago Tribune Sept. 16, 1877; landmark narrative",2026-08-03,Transcribed historical newspaper text may be public domain; modern compilation and hosted images have separate rights.,"Provides contemporary construction notices for Atwater, E. B. Williams, and Michael Burke projects."
CHICAGOLOGY_HONORE,Honoré Blocks II,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding005/,source_transcription_and_compilation,3,Land Owner August 1873 and Chicago Tribune January 5 1879 excerpts,2026-08-03,Underlying nineteenth-century text is public domain; site images require item-level review,Finding aid used to resolve conflicting claims: the hotel reconstruction began in summer 1873 but remained unfinished for years.
CHICAGOLOGY_HOYT,W. M. Hoyt Building II,Lakeside Annual Directory excerpt republished by Chicagology,Chicagology,1874,https://chicagology.com/rebuilding/rebuilding055/,directory transcription / secondary compilation,Tier 2,"Lakeside Annual Directory of the City of Chicago, 1874",2026-08-03,Underlying 1874 directory is public domain; website images/layout may have separate terms.,Directory-based evidence for the three-story brick Hoyt wholesale building near Dearborn and Kinzie.
CHICAGOLOGY_LAFLIN,Laflin Building,Historical guide and newspaper compilation,Chicagology,,https://chicagology.com/rebuilding/rebuilding254/,historical_compilation,Tier 3,Rand McNally 1893 building description; later fire and demolition material,2026-08-03,Underlying historical text is public domain where publication permits; compilation and site images are copyrighted.,"Reports erection in 1879, footprint, height, stories, elevators, brick-and-steel walls, and Laflin estate ownership."
CHICAGOLOGY_LASALLE,LaSalle Building,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding117/,source_transcription_and_compilation,3,Chicago Tribune October 1872 and Land Owner April 1873 excerpts,2026-08-03,Underlying nineteenth-century text is public domain; site images require item-level review,Finding aid documenting the Gallup and Hitchcock building's completion attributes and explicit contemporary claim of fire-resistant construction.
CHICAGOLOGY_LEITER,Leiter Building I,Chicago Tribune historical transcription and later press clippings,Chicagology,1879-07-20,https://chicagology.com/rebuilding/rebuilding024/,historical_newspaper_transcription,Tier 3,"Chicago Tribune, July 20, 1879; later architectural and demolition clippings",2026-08-03,"Underlying 1879 newspaper text is public domain; site layout, compilation, and modern images are copyrighted.","Supplies dimensions, five-story-plus-basement initial design, materials, cost estimate, lessee, architect, and structural interpretation; verify against the original newspaper image before verbatim reuse."
CHICAGOLOGY_MCCORMICK,Cyrus H. McCormick Mansion,Historical newspaper and architectural-history compilation,Chicagology,,https://chicagology.com/rebuilding/rebuilding203/,historical_compilation,Tier 3,1875 commission; 1880 Tribune description; Tallmadge/1949 chronology; 1954 demolition,2026-08-03,Underlying historical newspaper text may be public domain; compilation and modern presentation are copyrighted. Verify each image separately.,"Supports the 1875-79 construction range, 1879 occupancy, address, materials, architect caption, and demolition."
CHICAGOLOGY_METHODIST,First Methodist Church IV,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding072/,source_transcription_and_compilation,3,Inter Ocean May 11 1872 and 1874 directory excerpts,2026-08-03,Underlying nineteenth-century text is public domain; site images require item-level review,Finding aid for plan date architects historical address and 1873 life-span assignment.
CHICAGOLOGY_OLYMPIC,Olympic Theatre,Chicago Tribune historical transcription,Chicagology,1879-08-30,https://chicagology.com/rebuilding/rebuilding138/,historical_newspaper_transcription,Tier 3,"Chicago Tribune, August 30, 1879 renovation and reopening account",2026-08-03,Underlying 1879 newspaper text is public domain; site layout and compilation are copyrighted.,Documents a thorough exterior/interior renovation and reopening of the pre-existing Kingsbury/New Chicago/Metropolitan theatre as the Olympic.
CHICAGOLOGY_REAPER,Reaper Block,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding048/,source_transcription_and_compilation,3,Land Owner October 1872 and 1874 directory excerpts,2026-08-03,Underlying nineteenth-century text is public domain; site images require item-level review,Finding aid for address architect owner dimensions and predecessor; completion independently supported by Andreas and Chamberlin.
CHICAGOLOGY_SINGER,Singer Building I,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding063/,source_transcription_and_compilation,3,Chicago Tribune 1872 and Chicago Evening Mail August 3 1873 excerpts,2026-08-03,Underlying nineteenth-century text is public domain; site images require item-level review,Finding aid documenting construction owners dimensions material occupancy opening and the August 1873 construction-stage fire.
CHICAGOLOGY_SMITH,Perry H. Smith Residences,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding233/,newspaper_transcription_compilation,Tier 3,"Chicago Tribune Nov. 9, 1877 and Jan. 2, 1878; later cost and architect report",2026-08-03,Transcribed historical newspaper text may be public domain; modern compilation and hosted images have separate rights.,"Contemporary social notices establish occupancy of the new mansion by November 1877; later report supplies architect, cost, and completion year."
CHICAGOLOGY_STAATS,Illinois Staats-Zeitung Building,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding120/,source_transcription_and_compilation,3,Inter Ocean 1872 and Illinois Staats-Zeitung April 8 1873 excerpts,2026-08-03,Underlying nineteenth-century newspaper text is public domain; verify image provenance separately,Finding aid preserving a contemporary possession notice and detailed dimensions architect owner materials and use.
CHICAGOLOGY_TIMES,The Chicago Times II,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding088/,source_transcription_and_compilation,3,Chicago Tribune October 9 1872 construction description,2026-08-03,Underlying nineteenth-century text is public domain; site images require item-level review,Finding aid for architect historical location newspaper use and 1872 construction; completion independently supported by Andreas and Chamberlin.
CHICAGOLOGY_WATER,West Side Water Works,Chicagology,Chicagology,,https://chicagology.com/rebuilding/rebuilding206/,public_works_report_transcription,Tier 2,1904 Chicago Public Works annual-report retrospective; January 1877 engine tests,2026-08-03,Underlying municipal report is public domain; hosted images and compilation layout have separate rights.,Reports the formal duty and capacity tests of two Quintard engines and their measured outputs.
CHICAG_REBUILD,1872-1879: The Great Rebuilding of Chicago,Chicagology,Chicagology,,https://chicagology.com/rebuilding/,source_transcription_and_compilation,3,"individual pages rebuilding004, 008, 010, 030, 035-036, 042, 045-046, 057, 059, 066-067, 071, 086, 089, 097-098, 101, 103-104, 107-110, 112-117, 131, 139, 155, 168, 175, 177, 180, 217 and 236",2026-08-03,Underlying 1872 newspapers and directories are public domain; verify provenance and item rights before image reuse,Finding aid and transcription collection. Rows relying on it alone are medium confidence and flagged; page IDs in row notes resolve exact essays.
CHM_CRIMINAL,On Guard at the County Jail,Chicago History Museum,Chicago History Museum,,https://www.chicagohistoryresources.org/dramas/act4/shadowOfTheGallows/onGuard_c.htm,museum educational resource,Tier 1,County jail/courthouse construction paragraph,2026-08-03,Museum content; verify image rights separately.,Reports the jail and courthouse completed in 1874 and identifies the block.
CHM_METHODIST,The Mother Church of Chicago Methodism: 100 years of the Chicago Temple Building,Chicago History Museum,Chicago History Museum,2024,https://www.chicagohistory.org/mother-church-of-chicago-methodism-100-years-of-the-chicago-temple-building/,institutional_history,1,post-fire First Methodist Church context and historic images,2026-08-03,Text and images may require permission; follow item credits,Institutional corroboration for the First Methodist congregation and its post-fire rebuilding site.
CHS_1906,"The Chicago Historical Society, 1856-1906",Chicago Historical Society,Chicago Historical Society,1906,https://tile.loc.gov/storage-services/public/gdcmassbookdig/chicagohistorica02chic/chicagohistorica02chic.pdf,institutional_history,Tier 1,1877 temporary building occupation and 1892 removal,2026-08-03,Public domain; Library of Congress scan.,"Primary institutional retrospective states the temporary building was occupied October 16, 1877."
CITYCOUNCIL_LAKEFRANKLIN,Designation of Lake and Franklin Buildings as a Chicago Landmark,Chicago City Council,City of Chicago,1997-02-26,https://chicityclerk.s3.amazonaws.com/s3fs-public/document_uploads/journals-proceedings/1997/022697VII.pdf,official_landmark_ordinance,1,pp. 40094-40098,2026-08-03,Public government record,Official finding identifies the Cole and Rowney buildings within the protected ensemble and attributes both to Burling and Adler; year is corroborated by architectural inventories.
CITYCOUNCIL_WASHINGTON,Designation of Washington Block as a Chicago Landmark,Chicago City Council,City of Chicago,1997-01-14,https://chicityclerk.s3.amazonaws.com/s3fs-public/document_uploads/journals-proceedings/1997/011497VII.pdf,official_landmark_ordinance,1,ordinance findings for 40 N. Wells Street,2026-08-03,Public government record,Official finding dates construction to 1873-1874 and identifies Frederick and Edward Baumann and the isolated-pier foundation.
CITYLANDMARKSAPI,Chicago Landmarks: Individual Landmarks,Chicago Department of Planning and Development,City of Chicago,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,official_open_data,1,API snapshot downloaded 2026-08-03; 412 records,2026-08-03,City open-data terms apply; geometry and factual metadata are reusable subject to portal terms,Landmark-only inventory used for current addresses date ranges architects and geometry; it is not treated as a complete building inventory.
CITYLANDMARKS_API,Chicago Landmarks - Individual Landmarks,Commission on Chicago Landmarks; City of Chicago,City of Chicago Data Portal,,https://data.cityofchicago.org/d/uct4-hrvh,official_dataset,1,"records L-40, L-95, L-131, L-271 and L-298; valid_date 2026-04-17",2026-08-03,Government factual data; inspect item-level image rights separately,"Official names, addresses, construction-date strings, architects and geometries for landmark survivors; landmark-only, not a complete inventory."
CITYLANDMARKS_WEB,Chicago Landmarks - Landmark Details,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/listings.htm,official_place_history,1,Page Brothers Building lanId 1393; Holden Block 13203; Merchant House 12902; Lake-Franklin Group 1351; Delaware Building 1287,2026-08-03,Government web text; photographs have separate credits,"Official narratives support materials, architectural character, owners and historical context."
CITY_BURLING_ROWS,Burling Row House District,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/districtdetails.htm?disId=7,municipal_landmark_record,Tier 1,"Address, year built, unit count, description",2026-08-03,City web content; photos credited to City staff and not redistributed here.,Ten-house group; City text identifies masonry construction and post-fire ordinance context.
CITY_CHRS,Chicago Historic Resources Survey,Commission on Chicago Landmarks,City of Chicago,1995,https://webapps1.chicago.gov/landmarksweb/web/historicsurvey.htm,municipal_survey,Tier 1,1870s search result set; 785 records returned,2026-08-03,City web content; survey photos require rights review.,"CHRS dates most 1870s survivors only to a decade; those records are discovery candidates, not exact-1875 evidence."
CITY_DUPONT,DuPont-Whitehouse House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1291,municipal_landmark_record,Tier 1,"Year built, present address, architect, relocation narrative",2026-08-03,City web content; verify image reuse terms separately.,Built 1875-76 for Junot Whitehouse and moved one block in 1920.
CITY_ENGINE27,Former Engine Company 27,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=11974,municipal landmark record,Tier 1,"Year Built, Address, Architect, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,Reports 1874 construction and a 1907 addition.
CITY_FREMONT_ROWS,Fremont Row House District,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/districtdetails.htm?disId=141,municipal_landmark_record,Tier 1,"Address, year built, unit count, description",2026-08-03,City web content; verify image reuse terms separately.,Twenty-house group designed as a unified composition; City page identifies Edward J. Burling in narrative.
CITY_HBA,Haskell-Barker-Atwater Buildings,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1320,municipal_landmark_record,Tier 1,"Year built, addresses, architects, description",2026-08-03,City web content; verify image reuse terms separately.,City page gives the group range 1875-77; the 1875 separation is confirmed by the City Council report and GSA appendix.
CITY_HBA_COUNCIL,"Journal of the Proceedings of the City Council of Chicago, September 5, 2001",Chicago City Council,City of Chicago,2001-09-05,https://chicityclerk-stage.s3.us-west-2.amazonaws.com/s3fs-public/document_uploads/journals-proceedings/2001/090501.pdf,municipal_proceedings,Tier 1,"p. 65811, Haskell and Barker buildings",2026-08-03,Official public record; embedded third-party images may have separate rights.,States both four-story Haskell and Barker buildings were constructed in 1875 by Wheelock & Thomas.
CITY_IGNATIUS,St. Ignatius College Prep Building,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1429,municipal landmark record,Tier 1,"Year Built, Address, Architect, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,Reports main building begun 1869 and west addition in 1874.
CITY_INDIVIDUAL_LANDMARKS,Individual Landmarks,Commission on Chicago Landmarks,City of Chicago,2026-04-17,https://data.cityofchicago.org/Historic-Preservation/Individual-Landmarks/uct4-hrvh,municipal_open_data,Tier 1,"Records L-143, L-201, and L-109",2026-08-03,City open-data terms apply; geometry is factual data.,Official landmark-only inventory; not a comprehensive building census.
CITY_JACKSON,Jackson-Thomas House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1339,municipal landmark record,Tier 1,"Year Built, Address, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,Reports 1874 construction for Andrew B. Jackson and later L. H. Thomas ownership.
CITY_LAKE_FRANKLIN,Lake-Franklin Group,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1351,municipal_landmark_record,Tier 1,"Group address, date range, architect, description",2026-08-03,City web content; verify image reuse terms separately.,Kent Building completion year is strengthened by the Commission's Near North Side report.
CITY_LANDMARKS_API,Individual Landmarks,Commission on Chicago Landmarks,City of Chicago,2026-04-17,https://data.cityofchicago.org/Historic-Preservation/Individual-Landmarks/uct4-hrvh,municipal_open_data,Tier 1,DuPont-Whitehouse House record and point geometry,2026-08-03,City open-data terms apply; geometry and factual fields used.,Provides current address and coordinates; landmark coverage is selective rather than a citywide census.
CITY_LANDMARKS_DATA,Individual Landmarks,Commission on Chicago Landmarks,City of Chicago,2026-04-17,https://data.cityofchicago.org/Historic-Preservation/Individual-Landmarks/uct4-hrvh,municipal_open_data,Tier 1,Records L-109 and L-398,2026-08-03,City open-data terms apply; geometry is factual data.,Official landmark-only inventory; not a comprehensive city building census.
CITY_LEITER,Leiter II Building,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1355,municipal_landmark_record,Tier 1,Related-building history: first Leiter Building at Wells and Monroe,2026-08-03,City web content; verify image reuse terms separately.,"Official City page distinguishes the first Leiter Building, built in 1879 and demolished in 1972, from the later Leiter II."
CITY_LINCOLN_ROWS,Lincoln Avenue Row House District,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=13026,municipal_landmark_record,Tier 1,"Address, year built, developer, description",2026-08-03,City web content; verify image reuse terms separately.,Five-address speculative row-house group built by Andrew McNally.
CITY_NEAR_NORTH_REPORT,Near North Side Multiple Property District Preliminary Summary,Commission on Chicago Landmarks,City of Chicago,2018,https://news.wttw.com/sites/default/files/article/file-attachments/Near_North_Side_MPD_Prelim_Sum.pdf,municipal_designation_report,Tier 1,"p. 17, George H. Edbrooke biography",2026-08-03,Municipal report mirrored by WTTW; verify embedded image rights separately.,Explicitly identifies the Albert E. Kent Building at 175 N Franklin as completed in 1875.
CITY_NICKERSON,Nickerson House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1379,municipal_landmark_record,Tier 1,"Date built, architect, address and landmark description",2026-08-03,City web content; verify image reuse terms separately.,Official record supplies 1883 completion context and current address.
CITY_RACE,Stephen A. Race House,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1408,municipal landmark record,Tier 1,"Year Built, Address, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,"Reports 1874 construction, 1905 relocation, and later alterations."
CITY_SECOND_PRES,Second Presbyterian Church,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1422,municipal landmark record,Tier 1,"Year Built, Address, Architect, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,Reports 1874 construction and reconstruction after the 1900 fire.
CITY_UNION_GATE,Union Stock Yard Gate,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1441,municipal_landmark_record,Tier 1,"Year built, address, architect, description",2026-08-03,City web content; Chicago Historical Society images require separate permission.,Official page uses circa 1875 and Burnham & Root.
CITY_WARD,James Ward Public School,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=11394,municipal landmark record,Tier 1,"Year Built, Address, Architect, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,Header gives 1874-75; narrative describes the original school as built in 1875 and later additions in 1897 and 1924.
CITY_WASHINGTON,Washington Block,Commission on Chicago Landmarks,City of Chicago,,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1449,municipal landmark record,Tier 1,"Year Built, Address, Architect, Description",2026-08-03,City web content; verify reuse terms before redistributing images.,Reports 1873-74 construction by Frederick and Edward Baumann.
COMMONS1872MAP,1872 Chicago map by Mayer,U.S. Army Corps of Engineers; C. F. Mayer,Wikimedia Commons / American Geographical Society Library,1872,https://commons.wikimedia.org/wiki/File:1872_Chicago_map_by_Mayer.jpg,historical_map,1,"map sheet; scale 1:20,000",2026-08-03,Public domain; credit AGSL at University of Wisconsin-Milwaukee,Annual city-form reference and geographic cross-check; not parcel-level proof of construction date.
