building_name_id,building_id,name,name_type,sequence
CHI-POSTFIRE-CHI1872-031-N00,CHI-POSTFIRE-CHI1872-031,Brevoort House I,canonical,0
CHI-POSTFIRE-CHI1872-031-N01,CHI-POSTFIRE-CHI1872-031,Anderson's European Hotel,alternate,1
CHI-POSTFIRE-CHI1872-032-N00,CHI-POSTFIRE-CHI1872-032,Hall's Safe and Lock Company Building,canonical,0
CHI-POSTFIRE-CHI1872-032-N01,CHI-POSTFIRE-CHI1872-032,Windsor European Hotel,alternate,1
CHI-POSTFIRE-CHI1872-032-N02,CHI-POSTFIRE-CHI1872-032,Thompson's Restaurant,alternate,2
CHI-POSTFIRE-CHI1872-033-N00,CHI-POSTFIRE-CHI1872-033,Buck and Rayner Building II,canonical,0
CHI-POSTFIRE-CHI1872-033-N01,CHI-POSTFIRE-CHI1872-033,Otis Building,alternate,1
CHI-POSTFIRE-CHI1872-034-N00,CHI-POSTFIRE-CHI1872-034,LaSalle Building,canonical,0
CHI-POSTFIRE-CHI1872-034-N01,CHI-POSTFIRE-CHI1872-034,Gallup & Hitchcock Building,alternate,1
CHI-POSTFIRE-CHI1872-034-N02,CHI-POSTFIRE-CHI1872-034,Merchants' National Bank Building,alternate,2
CHI-POSTFIRE-CHI1872-035-N00,CHI-POSTFIRE-CHI1872-035,Marine Bank Building II,canonical,0
CHI-POSTFIRE-CHI1872-035-N01,CHI-POSTFIRE-CHI1872-035,Marine Building,alternate,1
CHI-POSTFIRE-CHI1872-036-N00,CHI-POSTFIRE-CHI1872-036,Keith Brothers Building,canonical,0
CHI-POSTFIRE-CHI1872-036-N01,CHI-POSTFIRE-CHI1872-036,Keith Block,alternate,1
CHI-POSTFIRE-CHI1872-036-N02,CHI-POSTFIRE-CHI1872-036,Lyon Brothers Building,alternate,2
CHI-POSTFIRE-CHI1872-037-N00,CHI-POSTFIRE-CHI1872-037,McVicker's Theatre III,canonical,0
CHI-POSTFIRE-CHI1872-037-N01,CHI-POSTFIRE-CHI1872-037,McVicker Theatre,alternate,1
CHI-POSTFIRE-CHI1872-038-N00,CHI-POSTFIRE-CHI1872-038,Relic House,canonical,0
CHI-POSTFIRE-CHI1872-039-N00,CHI-POSTFIRE-CHI1872-039,Chicago Fire Monument,canonical,0
CHI-POSTFIRE-CHI1872-039-N01,CHI-POSTFIRE-CHI1872-039,Fire Monument at Central Park,alternate,1
CHI-POSTFIRE-CHI1872-040-N00,CHI-POSTFIRE-CHI1872-040,720 North Wells Street Building,canonical,0
CHI-POSTFIRE-CHI1872-041-N00,CHI-POSTFIRE-CHI1872-041,Commercial Hotel,canonical,0
CHI-POSTFIRE-CHI1872-041-N01,CHI-POSTFIRE-CHI1872-041,American Express Building,alternate,1
CHI-POSTFIRE-CHI1872-042-N00,CHI-POSTFIRE-CHI1872-042,Gardner House,canonical,0
CHI-POSTFIRE-CHI1872-042-N01,CHI-POSTFIRE-CHI1872-042,Leland Hotel,alternate,1
CHI-POSTFIRE-CHI1872-043-N00,CHI-POSTFIRE-CHI1872-043,Kuhns's European Hotel,canonical,0
CHI-POSTFIRE-CHI1872-043-N01,CHI-POSTFIRE-CHI1872-043,Windsor Hotel,alternate,1
CHI-POSTFIRE-CHI1872-044-N00,CHI-POSTFIRE-CHI1872-044,St. Charles Hotel II,canonical,0
CHI-POSTFIRE-CHI1872-044-N01,CHI-POSTFIRE-CHI1872-044,St. Charles Hotel,alternate,1
CHI-POSTFIRE-CHI1872-045-N00,CHI-POSTFIRE-CHI1872-045,Massasoit House II,canonical,0
CHI-POSTFIRE-CHI1872-045-N01,CHI-POSTFIRE-CHI1872-045,Massasoit House,alternate,1
CHI-POSTFIRE-CHI1872-046-N00,CHI-POSTFIRE-CHI1872-046,Matteson House II,canonical,0
CHI-POSTFIRE-CHI1872-046-N01,CHI-POSTFIRE-CHI1872-046,later Wellington Hotel,alternate,1
CHI-POSTFIRE-CHI1872-047-N00,CHI-POSTFIRE-CHI1872-047,Lake Shore and Michigan Southern / Chicago Rock Island Passenger Depot,canonical,0
CHI-POSTFIRE-CHI1872-047-N01,CHI-POSTFIRE-CHI1872-047,Van Buren Street Station,alternate,1
CHI-POSTFIRE-CHI1872-048-N00,CHI-POSTFIRE-CHI1872-048,Lakeside Building,canonical,0
CHI-POSTFIRE-CHI1872-048-N01,CHI-POSTFIRE-CHI1872-048,Lakeside Publishing Building,alternate,1
CHI-POSTFIRE-CHI1872-049-N00,CHI-POSTFIRE-CHI1872-049,Palmer House II,canonical,0
CHI-POSTFIRE-CHI1872-049-N01,CHI-POSTFIRE-CHI1872-049,Palmer's Grand Hotel,alternate,1
CHI-POSTFIRE-CHI1872-050-N00,CHI-POSTFIRE-CHI1872-050,Grand Pacific Hotel II,canonical,0
CHI-POSTFIRE-CHI1872-050-N01,CHI-POSTFIRE-CHI1872-050,Grand Pacific Hotel,alternate,1
CHI-POSTFIRE-CHI1872-051-N00,CHI-POSTFIRE-CHI1872-051,Sherman House III,canonical,0
CHI-POSTFIRE-CHI1872-051-N01,CHI-POSTFIRE-CHI1872-051,Sherman House,alternate,1
CHI-POSTFIRE-CHI1872-052-N00,CHI-POSTFIRE-CHI1872-052,Briggs House II,canonical,0
CHI-POSTFIRE-CHI1872-052-N01,CHI-POSTFIRE-CHI1872-052,Briggs House,alternate,1
CHI-POSTFIRE-CHI1872-053-N00,CHI-POSTFIRE-CHI1872-053,Tremont House IV,canonical,0
CHI-POSTFIRE-CHI1872-053-N01,CHI-POSTFIRE-CHI1872-053,Tremont House,alternate,1
CHI-POSTFIRE-CHI1872-054-N00,CHI-POSTFIRE-CHI1872-054,Grace Methodist Episcopal Church,canonical,0
CHI-POSTFIRE-CHI1872-054-N01,CHI-POSTFIRE-CHI1872-054,Grace Church,alternate,1
CHI-POSTFIRE-CHI1872-055-N00,CHI-POSTFIRE-CHI1872-055,First Methodist Episcopal Church Block,canonical,0
CHI-POSTFIRE-CHI1872-055-N01,CHI-POSTFIRE-CHI1872-055,Clark Street Methodist Church Block,alternate,1
CHI-POSTFIRE-CHI1872-056-N00,CHI-POSTFIRE-CHI1872-056,Michigan Avenue Methodist Episcopal Church,canonical,0
CHI-POSTFIRE-CHI1872-056-N01,CHI-POSTFIRE-CHI1872-056,Indiana Avenue Methodist Episcopal Church,alternate,1
CHI-POSTFIRE-CHI1872-057-N00,CHI-POSTFIRE-CHI1872-057,St. Patrick's Church,canonical,0
CHI-POSTFIRE-CHI1872-057-N01,CHI-POSTFIRE-CHI1872-057,Old St. Patrick's,alternate,1
CHI-POSTFIRE-CHI1872-058-N00,CHI-POSTFIRE-CHI1872-058,St. Matthew's German Evangelical Lutheran Church,canonical,0
CHI-POSTFIRE-CHI1872-059-N00,CHI-POSTFIRE-CHI1872-059,Chicago Society of the New Jerusalem West Division Church,canonical,0
CHI-POSTFIRE-CHI1872-059-N01,CHI-POSTFIRE-CHI1872-059,Swedenborgian church at Washington and Ogden,alternate,1
CHI-POSTFIRE-CHI1872-060-N00,CHI-POSTFIRE-CHI1872-060,Church of the Messiah II,canonical,0
CHI-POSTFIRE-CHI1872-060-N01,CHI-POSTFIRE-CHI1872-060,Unitarian Church of the Messiah,alternate,1
CHI-POSTFIRE-CHI1872-061-N00,CHI-POSTFIRE-CHI1872-061,First Universalist Church II,canonical,0
CHI-POSTFIRE-CHI1872-061-N01,CHI-POSTFIRE-CHI1872-061,St. Paul's Universalist Church,alternate,1
CHI-POSTFIRE-CHI1872-062-N00,CHI-POSTFIRE-CHI1872-062,St. James Episcopal Church Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-062-N01,CHI-POSTFIRE-CHI1872-062,St. James Church,alternate,1
CHI-POSTFIRE-CHI1872-063-N00,CHI-POSTFIRE-CHI1872-063,St. Michael's Church Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-063-N01,CHI-POSTFIRE-CHI1872-063,St. Michael's Church,alternate,1
CHI-POSTFIRE-CHI1872-064-N00,CHI-POSTFIRE-CHI1872-064,St. Michael's Clergy House,canonical,0
CHI-POSTFIRE-CHI1872-065-N00,CHI-POSTFIRE-CHI1872-065,Convent of the Immaculate Conception II,canonical,0
CHI-POSTFIRE-CHI1872-066-N00,CHI-POSTFIRE-CHI1872-066,Convent of Saints Benedict and Scholastica Home,canonical,0
CHI-POSTFIRE-CHI1872-066-N01,CHI-POSTFIRE-CHI1872-066,Benedictine Sisters' frame home,alternate,1
CHI-POSTFIRE-CHI1872-067-N00,CHI-POSTFIRE-CHI1872-067,C. L. Rice and Company Machine Shops and Warerooms,canonical,0
CHI-POSTFIRE-CHI1872-068-N00,CHI-POSTFIRE-CHI1872-068,Bournique Dancing Academy II,canonical,0
CHI-POSTFIRE-CHI1872-068-N01,CHI-POSTFIRE-CHI1872-068,Bournique's hall,alternate,1
CHI-POSTFIRE-CHI1872-069-N00,CHI-POSTFIRE-CHI1872-069,Brachvogel Picture-Frame Factory,canonical,0
CHI-POSTFIRE-CHI1872-070-N00,CHI-POSTFIRE-CHI1872-070,Sawyer Livery Stables,canonical,0
CHI-POSTFIRE-CHI1872-071-N00,CHI-POSTFIRE-CHI1872-071,Bemis and McAvoy Brewery Ice House No. 1,canonical,0
CHI-POSTFIRE-CHI1872-072-N00,CHI-POSTFIRE-CHI1872-072,Bemis and McAvoy Brewery Addition,canonical,0
CHI-POSTFIRE-CHI1872-073-N00,CHI-POSTFIRE-CHI1872-073,Gottfried Brewery Ice House No. 1,canonical,0
CHI-POSTFIRE-CHI1872-074-N00,CHI-POSTFIRE-CHI1872-074,Chicago Water Works Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-075-N00,CHI-POSTFIRE-CHI1872-075,Second Chicago Lake Tunnel,canonical,0
CHI-POSTFIRE-CHI1872-075-N01,CHI-POSTFIRE-CHI1872-075,new lake tunnel to crib and southwest pumping works,alternate,1
CHI-POSTFIRE-CHI1872-076-N00,CHI-POSTFIRE-CHI1872-076,Cregier Pumping Engine at Chicago Water Works,canonical,0
CHI-POSTFIRE-CHI1872-076-N01,CHI-POSTFIRE-CHI1872-076,1872 waterworks engine,alternate,1
CHI-POSTFIRE-CHI1872-077-N00,CHI-POSTFIRE-CHI1872-077,State Street Viaduct Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-078-N00,CHI-POSTFIRE-CHI1872-078,Clark Street Viaduct Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-079-N00,CHI-POSTFIRE-CHI1872-079,Wells Street Viaduct Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-080-N00,CHI-POSTFIRE-CHI1872-080,Rush Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-081-N00,CHI-POSTFIRE-CHI1872-081,State Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-082-N00,CHI-POSTFIRE-CHI1872-082,Clark Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-083-N00,CHI-POSTFIRE-CHI1872-083,Wells Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-084-N00,CHI-POSTFIRE-CHI1872-084,Chicago Avenue Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-085-N00,CHI-POSTFIRE-CHI1872-085,Adams Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-086-N00,CHI-POSTFIRE-CHI1872-086,Van Buren Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-087-N00,CHI-POSTFIRE-CHI1872-087,Polk Street Bridge Reconstruction,canonical,0
CHI-POSTFIRE-CHI1872-088-N00,CHI-POSTFIRE-CHI1872-088,Aiken's Theatre II,canonical,0
CHI-POSTFIRE-CHI1872-088-N01,CHI-POSTFIRE-CHI1872-088,New Aiken's Theatre,alternate,1
CHI-POSTFIRE-CHI1872-089-N00,CHI-POSTFIRE-CHI1872-089,Central European Hotel II,canonical,0
CHI-POSTFIRE-CHI1873-001-N00,CHI-POSTFIRE-CHI1873-001,Reaper Block,canonical,0
CHI-POSTFIRE-CHI1873-002-N00,CHI-POSTFIRE-CHI1873-002,Lakeside Building,canonical,0
CHI-POSTFIRE-CHI1873-002-N01,CHI-POSTFIRE-CHI1873-002,Lakeside Publishing Building,alternate,1
CHI-POSTFIRE-CHI1873-003-N00,CHI-POSTFIRE-CHI1873-003,Chicago Times Building,canonical,0
CHI-POSTFIRE-CHI1873-003-N01,CHI-POSTFIRE-CHI1873-003,Times Building,alternate,1
CHI-POSTFIRE-CHI1873-004-N00,CHI-POSTFIRE-CHI1873-004,Busby and Stuart Building,canonical,0
CHI-POSTFIRE-CHI1873-004-N01,CHI-POSTFIRE-CHI1873-004,Busby & Stuart Building,alternate,1
CHI-POSTFIRE-CHI1873-005-N00,CHI-POSTFIRE-CHI1873-005,St. James Hotel,canonical,0
CHI-POSTFIRE-CHI1873-006-N00,CHI-POSTFIRE-CHI1873-006,Tremont House IV,canonical,0
CHI-POSTFIRE-CHI1873-006-N01,CHI-POSTFIRE-CHI1873-006,Tremont House,alternate,1
CHI-POSTFIRE-CHI1873-007-N00,CHI-POSTFIRE-CHI1873-007,Sherman House III,canonical,0
CHI-POSTFIRE-CHI1873-007-N01,CHI-POSTFIRE-CHI1873-007,Sherman House,alternate,1
CHI-POSTFIRE-CHI1873-008-N00,CHI-POSTFIRE-CHI1873-008,Grand Pacific Hotel II,canonical,0
CHI-POSTFIRE-CHI1873-008-N01,CHI-POSTFIRE-CHI1873-008,Grand Pacific Hotel,alternate,1
CHI-POSTFIRE-CHI1873-009-N00,CHI-POSTFIRE-CHI1873-009,Palmer House II,canonical,0
CHI-POSTFIRE-CHI1873-009-N01,CHI-POSTFIRE-CHI1873-009,Palmer House,alternate,1
CHI-POSTFIRE-CHI1873-010-N00,CHI-POSTFIRE-CHI1873-010,Clifton House II,canonical,0
CHI-POSTFIRE-CHI1873-010-N01,CHI-POSTFIRE-CHI1873-010,New Clifton House,alternate,1
CHI-POSTFIRE-CHI1873-011-N00,CHI-POSTFIRE-CHI1873-011,Briggs House II,canonical,0
CHI-POSTFIRE-CHI1873-011-N01,CHI-POSTFIRE-CHI1873-011,Briggs House,alternate,1
CHI-POSTFIRE-CHI1873-012-N00,CHI-POSTFIRE-CHI1873-012,Revere House II,canonical,0
CHI-POSTFIRE-CHI1873-012-N01,CHI-POSTFIRE-CHI1873-012,Revere House,alternate,1
CHI-POSTFIRE-CHI1873-013-N00,CHI-POSTFIRE-CHI1873-013,Matteson House,canonical,0
CHI-POSTFIRE-CHI1873-013-N01,CHI-POSTFIRE-CHI1873-013,New Matteson House,alternate,1
CHI-POSTFIRE-CHI1873-014-N00,CHI-POSTFIRE-CHI1873-014,Brevoort House,canonical,0
CHI-POSTFIRE-CHI1873-014-N01,CHI-POSTFIRE-CHI1873-014,Anderson's European Hotel,alternate,1
CHI-POSTFIRE-CHI1873-015-N00,CHI-POSTFIRE-CHI1873-015,Alhambra Hotel,canonical,0
CHI-POSTFIRE-CHI1873-016-N00,CHI-POSTFIRE-CHI1873-016,United States Post Office and Custom House,canonical,0
CHI-POSTFIRE-CHI1873-016-N01,CHI-POSTFIRE-CHI1873-016,Federal Building,alternate,1
CHI-POSTFIRE-CHI1873-016-N02,CHI-POSTFIRE-CHI1873-016,"Post Office, Custom House and Sub-Treasury",alternate,2
CHI-POSTFIRE-CHI1873-017-N00,CHI-POSTFIRE-CHI1873-017,Cook County Criminal Court House and County Jail,canonical,0
CHI-POSTFIRE-CHI1873-017-N01,CHI-POSTFIRE-CHI1873-017,Criminal Court-house and County Jail,alternate,1
CHI-POSTFIRE-CHI1873-018-N00,CHI-POSTFIRE-CHI1873-018,Clybourn Place Bridge,canonical,0
CHI-POSTFIRE-CHI1873-018-N01,CHI-POSTFIRE-CHI1873-018,Clybourn-place bridge,alternate,1
CHI-POSTFIRE-CHI1873-019-N00,CHI-POSTFIRE-CHI1873-019,Inter-State Industrial Exposition Building,canonical,0
CHI-POSTFIRE-CHI1873-019-N01,CHI-POSTFIRE-CHI1873-019,Interstate Industrial Exposition Building,alternate,1
CHI-POSTFIRE-CHI1873-019-N02,CHI-POSTFIRE-CHI1873-019,Industrial Palace,alternate,2
CHI-POSTFIRE-CHI1873-020-N00,CHI-POSTFIRE-CHI1873-020,Alexian Brothers' Hospital,canonical,0
CHI-POSTFIRE-CHI1873-020-N01,CHI-POSTFIRE-CHI1873-020,Alexian Hospital,alternate,1
CHI-POSTFIRE-CHI1873-021-N00,CHI-POSTFIRE-CHI1873-021,Grace Methodist Episcopal Church,canonical,0
CHI-POSTFIRE-CHI1873-021-N01,CHI-POSTFIRE-CHI1873-021,Grace Church,alternate,1
CHI-POSTFIRE-CHI1873-022-N00,CHI-POSTFIRE-CHI1873-022,Fulton Street Methodist Episcopal Church Chapel,canonical,0
CHI-POSTFIRE-CHI1873-022-N01,CHI-POSTFIRE-CHI1873-022,Lake Street Methodist Episcopal Church chapel,alternate,1
CHI-POSTFIRE-CHI1873-023-N00,CHI-POSTFIRE-CHI1873-023,Grace Presbyterian Church,canonical,0
CHI-POSTFIRE-CHI1873-023-N01,CHI-POSTFIRE-CHI1873-023,later part of Sixth Presbyterian Church,alternate,1
CHI-POSTFIRE-CHI1873-024-N00,CHI-POSTFIRE-CHI1873-024,Trinity Episcopal Church,canonical,0
CHI-POSTFIRE-CHI1873-024-N01,CHI-POSTFIRE-CHI1873-024,Trinity Church,alternate,1
CHI-POSTFIRE-CHI1873-025-N00,CHI-POSTFIRE-CHI1873-025,St. James's Episcopal Church,canonical,0
CHI-POSTFIRE-CHI1873-025-N01,CHI-POSTFIRE-CHI1873-025,St. James Church,alternate,1
CHI-POSTFIRE-CHI1873-026-N00,CHI-POSTFIRE-CHI1873-026,New England Congregational Church Stone Chapel,canonical,0
CHI-POSTFIRE-CHI1873-026-N01,CHI-POSTFIRE-CHI1873-026,New England Church chapel,alternate,1
CHI-POSTFIRE-CHI1873-027-N00,CHI-POSTFIRE-CHI1873-027,Chicago Avenue Church,canonical,0
CHI-POSTFIRE-CHI1873-027-N01,CHI-POSTFIRE-CHI1873-027,Moody's Church,alternate,1
CHI-POSTFIRE-CHI1873-027-N02,CHI-POSTFIRE-CHI1873-027,Chicago Avenue Church,alternate,2
CHI-POSTFIRE-CHI1873-028-N00,CHI-POSTFIRE-CHI1873-028,Church of the Messiah,canonical,0
CHI-POSTFIRE-CHI1873-028-N01,CHI-POSTFIRE-CHI1873-028,First Unitarian Church,alternate,1
CHI-POSTFIRE-CHI1873-028-N02,CHI-POSTFIRE-CHI1873-028,Church of the Messiah,alternate,2
CHI-POSTFIRE-CHI1873-029-N00,CHI-POSTFIRE-CHI1873-029,Unity Church II,canonical,0
CHI-POSTFIRE-CHI1873-029-N01,CHI-POSTFIRE-CHI1873-029,Unity Church,alternate,1
CHI-POSTFIRE-CHI1873-030-N00,CHI-POSTFIRE-CHI1873-030,St. Paul's Universalist Church,canonical,0
CHI-POSTFIRE-CHI1873-030-N01,CHI-POSTFIRE-CHI1873-030,First Universalist Church,alternate,1
CHI-POSTFIRE-CHI1873-031-N00,CHI-POSTFIRE-CHI1873-031,Mariners' Temple,canonical,0
CHI-POSTFIRE-CHI1873-031-N01,CHI-POSTFIRE-CHI1873-031,The Bethel,alternate,1
CHI-POSTFIRE-CHI1873-031-N02,CHI-POSTFIRE-CHI1873-031,Mariners' Church,alternate,2
CHI-POSTFIRE-CHI1873-032-N00,CHI-POSTFIRE-CHI1873-032,Chicago Public Library Book Room in the Old Water Tank,canonical,0
CHI-POSTFIRE-CHI1873-032-N01,CHI-POSTFIRE-CHI1873-032,Old Water Tank Library,alternate,1
CHI-POSTFIRE-CHI1873-033-N00,CHI-POSTFIRE-CHI1873-033,St. Mary's Church,canonical,0
CHI-POSTFIRE-CHI1873-033-N01,CHI-POSTFIRE-CHI1873-033,former Plymouth Congregational Church,alternate,1
CHI-POSTFIRE-CHI1873-033-N02,CHI-POSTFIRE-CHI1873-033,Pro-cathedral,alternate,2
CHI-POSTFIRE-CHI1873-034-N00,CHI-POSTFIRE-CHI1873-034,South Park preliminary works,canonical,0
CHI-POSTFIRE-CHI1873-034-N01,CHI-POSTFIRE-CHI1873-034,South Park System,alternate,1
CHI-POSTFIRE-CHI1873-034-N02,CHI-POSTFIRE-CHI1873-034,"future Washington Park, Jackson Park and Midway Plaisance",alternate,2
CHI-POSTFIRE-CHI1873-035-N00,CHI-POSTFIRE-CHI1873-035,"Lake Shore & Michigan Southern and Chicago, Rock Island & Pacific Passenger Depot",canonical,0
CHI-POSTFIRE-CHI1873-035-N01,CHI-POSTFIRE-CHI1873-035,Michigan Southern and Rock Island Passenger Depot,alternate,1
CHI-POSTFIRE-CHI1873-035-N02,CHI-POSTFIRE-CHI1873-035,Van Buren Street Depot,alternate,2
CHI-POSTFIRE-CHI1873-035-N03,CHI-POSTFIRE-CHI1873-035,LaSalle Street Station predecessor,alternate,3
CHI-POSTFIRE-CHI1873-036-N00,CHI-POSTFIRE-CHI1873-036,LaSalle Building,canonical,0
CHI-POSTFIRE-CHI1873-036-N01,CHI-POSTFIRE-CHI1873-036,Gallup & Hitchcock Building,alternate,1
CHI-POSTFIRE-CHI1873-036-N02,CHI-POSTFIRE-CHI1873-036,Merchants' National Bank Building,alternate,2
CHI-POSTFIRE-CHI1873-037-N00,CHI-POSTFIRE-CHI1873-037,Honoré Hotel reconstruction,canonical,0
CHI-POSTFIRE-CHI1873-037-N01,CHI-POSTFIRE-CHI1873-037,Honoré Building at Dearborn and Adams,alternate,1
CHI-POSTFIRE-CHI1873-038-N00,CHI-POSTFIRE-CHI1873-038,Singer Building I,canonical,0
