year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
"CHI1876-011","New England Congregational Church reconstruction","New England Church","1874","1876","exact","1876","","","","demolished/unknown","Dearborn and Delaware Streets","","","","church","Congregational worship","","New England Congregational Church","masonry church; exact materials not stated","","","completed_reconstruction","New England Congregational Church damaged or destroyed in the Great Chicago Fire","Permanent reconstruction occurred within the North Side fire-limits environment.","Rebuilding commenced in 1874 and was completed January 1, 1876; the rebuilt church was dedicated January 2. Library finding aids independently confirm the intersection and identify an exterior photograph.","ANDREAS_V3;CPL_CITYWIDE;NEWBERRY_CHURCH_GUIDE","high","false"
"CHI1876-012","Centennial Baptist Church","Centennial Church","1875","1876","exact","1876","","","","demolished/unknown","Southeast corner of Lincoln and Jackson Streets","","","","church","Baptist worship","","Centennial Baptist Church","brick masonry; plain Gothic design","","","completion_phase","","Brick construction complied with the post-1874 citywide restriction on new wood buildings.","The $8,000 brick church was dedicated on the first Sunday of January 1876. Construction began after the society organized in 1875.","ANDREAS_V3","high","false"
"CHI1876-013","Sinai Temple","Chicago Sinai Congregation Temple","1875","1876","exact","1876","","","","demolished","Southwest corner of Indiana Avenue and Twenty-first Street","","","","synagogue","Reform Jewish worship","Burling and Adler","Chicago Sinai Congregation","substantial stone masonry; Early French Gothic and Oriental design","","","completion_phase","Sinai synagogue at Plymouth Court and Van Buren Street destroyed in 1871","A substantial noncombustible temple replaced the congregation's fire-destroyed downtown synagogue.","Commenced about April 1875 and dedicated April 8, 1876. Andreas reports approximately $90,000 including sidewalk, furnishings and organ.","ANDREAS_V3;FLPS_SINAI_1876","high","false"
"CHI1876-014","St. James's Episcopal Church chime","St. James memorial chime","1876","1876","exact","1876","","","","extant/altered/uncertain","Cass Street at Huron Street","65 E Huron St","41.8944","-87.6255","church_tower_addition","nine-bell memorial chime","bell founder not identified","St. James's Episcopal parish; memorial to James Carter","nine bells installed in existing masonry tower","","","equipment_installation","St. James's Episcopal Church reconstruction completed in 1875","Installed in an already reconstructed masonry church; the event did not enlarge the building shell.","A nine-bell chime was first rung on Christmas Day 1876 as a memorial to James Carter. Bell survival and later replacements require parish-archive review.","ANDREAS_V3","high","true"
"CHI1876-015","St. Paul's Catholic Church first frame building remodel","St. Paul Church first edifice","1876","1876","exact","1876","","","","demolished/replaced","Near Ambrose and Hoyne Streets","","","","church_conversion","Catholic worship","","St. Paul's Catholic parish","existing modest frame building","","","adaptive_reuse_remodel","Pre-existing frame building purchased by the parish","The parish reused an existing frame structure after the 1874 ban on new wood construction; whether alteration permits treated it as an exception needs confirmation.","The parish organized in 1876, purchased and remodeled a modest frame building near Ambrose and Hoyne, and established a school. A later brick basement is not assigned to 1876.","ANDREAS_V3","medium","true"
"CHI1876-016","St. John's Catholic Church bell installation","St. John Church bell","1876","1876","exact","1876","","","","demolished/unknown","St. John's Catholic Church property","","","","church_tower_addition","6,000-pound church bell","bell founder not identified","St. John's Catholic parish","bell installed in existing church tower","","","equipment_installation","St. John's Catholic Church","An equipment installation within an existing church; no new combustible building fabric is documented.","The approximately 6,000-pound bell was installed and blessed in 1876 and first rung on St. Patrick's Day. Andreas places construction of a new church in 1877, not 1876.","ANDREAS_V3","medium","true"
"CHI1876-017","DuPont-Whitehouse House","Junot Whitehouse House","1875","1876","year_range","1876","","","","extant/relocated","Originally at Thirty-sixth Street and Western Avenue","3558 S Artesian Ave","41.8285858842062","-87.68636486592247","house","company superintendent residence","Oscar Cobb & Company","DuPont explosives company; built for Junot Whitehouse","brick masonry; Italianate","2","","completion_phase","","Brick construction reflected the post-1874 citywide fire limits; the explosives-company association adds industrial-safety context.","Built in 1875-76 for superintendent Junot Whitehouse and moved one block in 1920. Completion is assigned to the range endpoint rather than an exact completion date.","CITY_DUPONT;CITY_LANDMARKS_API","high","false"
"CHI1876-018","George M. Pullman Residence initial construction","Pullman Mansion","1876","1876","year-only","1876","1922","exact","demolished after Prairie Avenue's residential decline","demolished","1729 South Prairie Avenue","1729 S Prairie Ave","","","mansion","private residence","Henry S. Jaffray and/or John Mathew Dunphy; later additions by Solon S. Beman","George M. Pullman","three-story greystone masonry","3","","new_construction_initial_phase","","Substantial stone construction reflected elite post-fire rebuilding and noncombustible urban construction.","University of Minnesota chronology gives 1876 completion; the Art Institute finding aid indexes competing 1876 design attributions and later 1880s Beman additions. Reported value ranges from $350,000 to $500,000.","UMN_PULLMAN;AIC_ARCH_INDEX;NPS_PRAIRIE","high","true"
"CHI1876-019","William Waller House","Palette and Chisel Academy building","1875","1876","year_range","1875","","","","extant/altered","Dearborn Street","1012 N Dearborn St","41.90083","-87.63028","house","private residence","","William Waller","stone masonry; Italianate/Tuscan Villa","","","completion_phase","","Stone residential construction followed Near North Side rebuilding and fire-limit requirements.","National Register documentation gives 1875-76. Evidence of an August 1875 social event at the house indicates occupancy may predate 1876, so the endpoint is retained as a possible completion phase rather than a certain opening.","NPS_WALLER","medium","true"
"CHI1876-020","First Chicago Club Building","Chicago Club first permanent clubhouse","1875","1876","exact","1876","1939","exact","demolished for replacement development","demolished","43-45 Monroe Street; north side of Monroe between State and Wabash","12-14 E Monroe St (historic-numbering crosswalk needs confirmation)","","","clubhouse","private social club","Treat & Foltz","Chicago Club; N. K. Fairbank associated with development","Baltimore pressed brick with limestone and Berea sandstone; modern Gothic","","","completion_phase","","The masonry clubhouse was built inside the post-fire central business district under strengthened fire-limit rules.","Plans were published October 2, 1875 and the building was erected in 1876 on a 50-by-100-foot lot opposite the Palmer House. The secondary chronology gives a 1939 demolition.","CHICAGOLOGY_CLUB","medium","true"
"CHI1876-021","Moody and Sankey Tabernacle","Monroe Street Tabernacle","1876","1876","exact","1876","","","converted beginning 1877 and later demolished","demolished","South side of Monroe Street, center block between Franklin and Market Streets","238-246 W Monroe St (historic address)","","","tabernacle","temporary evangelistic meeting hall","","Business sponsors associated with Dwight L. Moody; site associated with John V. Farwell","brick shell with temporary roof","2","","temporary_new_construction","","A brick shell inside the central fire limits provided noncombustible enclosure despite the intentionally temporary roof and use.","Erected in 1876 with seating for about 8,000. In 1877 the temporary roof was removed and three stories were added to create six stores, making the tabernacle a documented short-lived phase.","OLD_MONROE;HAYES_MOODY","high","false"
"CHI1876-022","Bemis and McAvoy brewery 1876 ice house","Fourth west-side brewery ice house","1876","1876","year-only","1876","","","","demolished/unknown","West side of South Park Avenue near Twenty-third Street","","","","ice_house","brewery cold storage","","Bemis & McAvoy Brewing Company","industrial cold-storage structure; exact material not stated","","","complex_addition","Bemis and McAvoy brewery complex","Industrial construction followed the citywide 1874 fire-limit extension, but material and permit compliance remain unverified.","One of four spacious ice houses explicitly dated 1872, 1874, 1875 and 1876. The sequence supports a discrete 1876 addition but not a street number or individual-house dimensions.","ANDREAS_V3","high","true"
"CHI1876-023","Michael Brand Brewery construction","Michael Brand's brewery; later United States Brewing Company Brand branch","1876","1877","year_range","1877","1885","exact","destroyed by fire May 13, 1885","destroyed/rebuilt","Elston Road near Fullerton Avenue","","","","brewery_complex","beer production and storage","","Michael Brand","substantial brick industrial buildings with machinery","","","construction_start_or_major_phase","Earlier Michael Brand brewery location","Brick industrial construction reflected the post-1874 citywide fire limits, although the complex was itself destroyed by fire in 1885.","The substantial brick brewery and machinery complex was built during 1876-77 for about $300,000; Brand moved the business there in 1877. It burned May 13, 1885.","ANDREAS_V3","high","false"
"CHI1876-024","Sands House hotel conversion","Clifton House site building; Chicago Public Library quarters","1876","1876","exact","1876","","","","demolished/unknown","Southeast corner of Wabash Avenue and Madison Street","","","","hotel_conversion","hotel in upper three stories; stores and offices below","","Obadiah Sands (hotel operator)","existing commercial masonry building; upper three stories converted","","","adaptive_reuse_conversion","Commercial and library building erected on the old Clifton House site","Conversion of an existing central-business-district masonry building occurred under post-fire occupancy and egress rules; exact permit record is unlocated.","After the Chicago Public Library left in 1876, the upper three stories were converted to the Sands House. Andreas gives a 100-by-132-foot footprint, 120 guest rooms and capacity of about 300.","ANDREAS_V3","high","true"
"CHI1876-025","Anna House opening as New Delavan House","New Delavan House; later Anna House","","","occupancy_only","1876","","","","demolished/unknown","102 North Clark Street","","","","hotel","hotel in upper four stories above commercial space","","Mrs. Upham (proprietress)","existing five-story commercial building","5","","occupancy_only_opening","","No 1876 physical construction is documented; the row is retained only as a building-use event.","Opened to the public in 1876 as the New Delavan House. Andreas describes a 100-by-150-foot building, four hotel stories, about 50 rooms and capacity of 100; construction date remains unknown.","ANDREAS_V3","medium","true"
"CHI1876-026","Lincoln Park Floating Hospital pier and shelter use","Floating Hospital Association lakeshore station","","","occupancy_only","1876","","","","demolished/unknown","Lincoln Park lakefront north of North Avenue","","","","pier_shelter","summer hospital and convalescent care for children","","Floating Hospital Association; Lincoln Park Commissioners","wooden pier with shelter house, railings, hammocks and cots","","","adaptive_use_opening","Existing Lincoln Park pier","The wooden waterfront installation had a specialized park and pier use; ordinary city building-code applicability is uncertain.","The Association received use of the roughly 400-foot pier in 1876 for a floating-hospital program. Andreas describes a shelter house and care equipment, but does not unambiguously date the shelter's erection; no construction completion is claimed.","ANDREAS_V3","medium","true"
"CHI1876-027","Carson, Pirie & Company North Division store opening","Carson Pirie North Side dry-goods house","","","occupancy_only","1876","","","","demolished/unknown","166-170 North Clark Street","","","","department_store","dry-goods retail","","Carson, Pirie & Company","existing commercial building; material not stated","","","occupancy_only_opening","","No physical construction is documented; this is a commercial occupancy event within the post-fire North Division.","Andreas states that Carson, Pirie & Company opened a large dry-goods house at 166-170 North Clark in 1876. Building construction date and modification scope were not found.","ANDREAS_V3","medium","true"
"CHI1876-028","First Baptist Church Sunday-school addition","First Baptist Church Sunday-school portion","1876","1876","year-only","1876","","","","extant/altered/uncertain","South Park Avenue and Thirty-first Street","3101 S King Dr","41.8381","-87.6174","church_addition","Sunday school and parish education","Willcox and Miller","First Baptist Church of Chicago","brick and stone masonry","","","complex_addition","First Baptist Church main building completed in 1875","The masonry addition followed the July 1874 fire and complied with the citywide fire-limit environment.","The main church was completed in 1875; the attached Sunday-school portion is reported as completed in 1876. Later alteration and survival of this specific fabric require architectural confirmation.","ANDREAS_V3","medium","true"
