source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
CHICAGOLOGY_EXPO,"Interstate Exposition Building","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding016/,newspaper_transcription_compilation,"Tier 3","Chicago Tribune Nov. 27, 1877","2026-08-03","Transcribed 1877 newspaper text is public domain in the United States; hosted images and compilation layout have separate rights.","Documents the rapid temporary retail conversion for Field & Leiter after the Nov. 14 Singer Building fire."
CHICAGOLOGY_CHS,"Chicago Historical Society II","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding094/,newspaper_transcription_compilation,"Tier 3","Chicago Tribune May 13, May 17, and Aug. 3, 1877","2026-08-03","Transcribed historical newspaper text may be public domain; hosted images and compilation layout have separate rights.","Supplies the 40-by-70-foot temporary/nucleus design, architect attribution, cost, contractor, and construction notices."
CHS_1906,"The Chicago Historical Society, 1856-1906","Chicago Historical Society","Chicago Historical Society",1906,https://tile.loc.gov/storage-services/public/gdcmassbookdig/chicagohistorica02chic/chicagohistorica02chic.pdf,institutional_history,"Tier 1","1877 temporary building occupation and 1892 removal","2026-08-03","Public domain; Library of Congress scan.","Primary institutional retrospective states the temporary building was occupied October 16, 1877."
CHICAGOLOGY_CCH,"Cook County Hospital II","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding056/,historical_reference_transcription,"Tier 3","Rand McNally 1893 Cook County Hospital group description, Woman's College entry","2026-08-03","Underlying nineteenth-century text is public domain; hosted images and compilation layout have separate rights.","States the Woman's College first building was erected in 1877, with a large addition in 1889; the exact acquisition/new-build sequence remains ambiguous."
DREXEL_WMHC,"Woman's Medical College of Pennsylvania records: Woman's Hospital Medical College of Chicago historical note","Drexel University Archives","Drexel University",,https://archivalcollections.drexel.edu/repositories/5/resources/1819,archival_finding_aid,"Tier 1","Historical note for the Chicago institution","2026-08-03","Finding-aid text is copyrighted; collection materials have item-specific rights.","Institutional archive corroborates reorganization and a faculty-financed building by 1877, but does not fully resolve whether the structure was purchased or newly built."
ENCYC_CHI_WMHC,"Woman's Hospital Medical College","Encyclopedia of Chicago","Chicago History Museum; Newberry Library; Northwestern University",,https://www.encyclopedia.chicagohistory.org/pages/1371.html,scholarly_reference,"Tier 2","Institution history and 1877 building purchase","2026-08-03","Copyrighted reference text; link and paraphrase only.","Says faculty loaned money to purchase a school building in 1877, creating a terminology conflict with the later 'first building erected' account."
CHICAGOLOGY_GOVT,"Government Building and Post Office","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding011/,historical_source_compilation,"Tier 3","Construction history and Marquis' Hand-Book of Chicago 1884 description","2026-08-03","Historical text may be public domain; hosted images and compilation layout have separate rights.","Corroborates the multi-year federal project, 1880 completion, fireproof iron-and-stone construction, and block location."
CHICAGOLOGY_WATER,"West Side Water Works","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding206/,public_works_report_transcription,"Tier 2","1904 Chicago Public Works annual-report retrospective; January 1877 engine tests","2026-08-03","Underlying municipal report is public domain; hosted images and compilation layout have separate rights.","Reports the formal duty and capacity tests of two Quintard engines and their measured outputs."
USCG_STATION_CHICAGO,"Station Chicago, Illinois","United States Coast Guard Historian's Office","United States Coast Guard",,https://www.history.uscg.mil/Browse-by-Topic/Assets/Land/All/Article/2641422/station-chicago-illinois/,federal_institutional_history,"Tier 1","First Chicago life-saving station construction date","2026-08-03","U.S. federal government text is generally public domain; image credits must be checked individually.","Used as an exclusion source: the first Chicago station building dates to 1876, not 1877."
MITCHELL_1877_MAP,"Mitchell's plan of the city of Chicago, Illinois","S. Augustus Mitchell","S. Augustus Mitchell",1877,https://commons.wikimedia.org/wiki/File:1877_Mitchell%27s_map_of_Chicago.jpg,historical_map,"Tier 1","Full city map, approximately 1:31,680","2026-08-03","Public domain scan via Wikimedia Commons.","Annual city-extent and transportation reference; it is not a building-footprint inventory and still needs georeferencing."
