source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
EOC_CHURCH_ARCH,"Church Architecture","Encyclopedia of Chicago","Chicago History Museum / Newberry Library",2005,"https://www.encyclopedia.chicagohistory.org/pages/1058.html","scholarly encyclopedia","Tier 2","Victorian Gothic examples","2026-08-03","Text and images may be copyrighted; link/cite rather than redistribute.","Supports Holy Name Cathedral 1874-75 and Second Presbyterian Church 1872-74."
CHM_CRIMINAL,"On Guard at the County Jail","Chicago History Museum","Chicago History Museum",,"https://www.chicagohistoryresources.org/dramas/act4/shadowOfTheGallows/onGuard_c.htm","museum educational resource","Tier 1","County jail/courthouse construction paragraph","2026-08-03","Museum content; verify image rights separately.","Reports the jail and courthouse completed in 1874 and identifies the block."
CHICAGOLOGY_CRIMINAL,"Cook County Criminal Court and Jail","Chicago Tribune excerpts republished by Chicagology","Chicagology",1874,"https://chicagology.com/rebuilding/rebuilding033/","transcribed contemporary newspaper / secondary compilation","Tier 2","Chicago Tribune, February 16, 1874","2026-08-03","Underlying 1874 text is public domain; website scans/layout may have separate terms.","Provides Armstrong & Egan, opening sequence, dimensions/cost context, and Dearborn-Hubbard location."
CHICAGOLOGY_AMEX,"American Express Company Building","The Land Owner and Chicago Tribune excerpts republished by Chicagology","Chicagology",1874,"https://chicagology.com/rebuilding/rebuilding043/","transcribed contemporary periodical / secondary compilation","Tier 2","Land Owner Nov. 1872 and Apr. 1874; Chicago Tribune Feb. 1, 1874","2026-08-03","Underlying period texts are public domain; website images/layout may have separate terms.","Documents the 1872 start, six-story design, Henry Richardson attribution, and February 2, 1874 move-in."
CHICAGOLOGY_HOYT,"W. M. Hoyt Building II","Lakeside Annual Directory excerpt republished by Chicagology","Chicagology",1874,"https://chicagology.com/rebuilding/rebuilding055/","directory transcription / secondary compilation","Tier 2","Lakeside Annual Directory of the City of Chicago, 1874","2026-08-03","Underlying 1874 directory is public domain; website images/layout may have separate terms.","Directory-based evidence for the three-story brick Hoyt wholesale building near Dearborn and Kinzie."
NBER_PERMITS,"Value of Building Permits for Chicago, IL","National Bureau of Economic Research","Federal Reserve Bank of St. Louis (FRED)",,"https://fred.stlouisfed.org/data/A02047US16980A398NNBR.txt","annual statistical series","Tier 2","Series A02047US16980A398NNBR; 1874 observation","2026-08-03","FRED data generally reusable with attribution; consult source notes.","Reports $5.8 million in 1874 permit value (current dollars); aggregate only and not decomposable into named buildings."
LOC_CITY_1874,"The City of Chicago","Currier & Ives","Library of Congress",1874,"https://www.loc.gov/pictures/item/90715977/","bird's-eye map / print","Tier 1","digital file ppmsca.08968","2026-08-03","Library of Congress states no known restrictions on publication; verify item rights advisory.","Citywide bird's-eye candidate for the map/media layer; perspective image, not a georeferenced cadastral map."
LOC_FIRE_1874,"The City of Chicago, showing the burnt district","Harper's Weekly","Library of Congress",1874,"https://www.loc.gov/item/75693037/","contemporary map / newspaper engraving","Tier 1","Harper's Weekly, August 1, 1874","2026-08-03","1874 work is public domain in the United States; cite Library of Congress reproduction.","Maps the July 1874 burned district and is useful for event overlays."
RUMSEY_MITCHELL_1874,"Chicago (Mitchell's New General Atlas)","Samuel Augustus Mitchell Jr.","David Rumsey Map Collection",1874,"https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~254627~5519454%3AChicago","atlas map","Tier 1","Chicago plate showing wards, railroads, roads, rivers, and canals","2026-08-03","Original map is public domain; comply with David Rumsey attribution and image-use terms for the digital scan.","Best 1874 planimetric base-map candidate identified in this pass."
UIUC_WACKER_IMAGE,"Frederick Wacker House photograph","University of Illinois Library","University of Illinois Library",,"https://digital.library.illinois.edu/items/f3545780-1a05-0134-1d6d-0050569601ca-b","digital photograph metadata","Tier 1","item record and rights field","2026-08-03","Rights field: No Copyright–United States; attribute the holding institution and item record.","Reusable image candidate; metadata dates the house 1872-73, conflicting with the 1874 NRHP inventory date."
MEDICAL_CENTER_ALEXIAN,"Chicago as a Medical Center","Chicago Medical Society","Chicago Medical Society",1900,"https://upload.wikimedia.org/wikipedia/commons/0/02/Chicago_as_a_medical_center_.._%28IA_chicagoasmedical00mcdo%29.pdf","historical institutional reference","Tier 2","Alexian Brothers Hospital entry","2026-08-03","Public-domain historical volume; Commons scan is reusable with attribution.","Used to reject the supplied 1874 Alexian Brothers Hospital lead: it dates the post-fire Chicago building to 1872 and the addition to 1888."
