year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
CHI-1874-011,Fourth Presbyterian Church at Rush and Superior,Fourth Presbyterian Church second building,1873,1874,opened January 4; dedicated early 1874,1874,1912,approximate year,congregation relocated; stone reused elsewhere,demolished,Northwest corner of Rush and Superior Streets,,,,church,Presbyterian worship,John R. Neff,Fourth Presbyterian Church,rock-faced Athens stone,,,post-fire reconstruction,"Fourth Presbyterian sanctuary destroyed October 8, 1871",Within/adjacent to the burned North Side and built under post-fire masonry requirements.,"Andreas records opening on January 4, 1874, a Latin-cross plan, about $80,000 cost, and 1,200 seats; the congregation's history independently names architect John R. Neff.",ANDREAS_V3;FOURTH_HISTORY,high,false
CHI-1874-012,Second Presbyterian Church,Second Presbyterian Church on Michigan Avenue,1872,1874,year range endpoint,1874,,"","",extant/reconstructed,Michigan Avenue at Twentieth Street,1936 S Michigan Ave,,,church,Presbyterian worship,James Renwick Jr.; Howard Van Doren Shaw (1900 reconstruction),Second Presbyterian Church,limestone masonry,,,completion phase,Second Presbyterian Church pre-fire building destroyed in 1871,Post-fire masonry church; completed during the rebuilding era.,"The City landmark record gives 1874 construction; Encyclopedia of Chicago gives 1872-74. A 1900 fire destroyed much of the interior and Shaw directed reconstruction, so current fabric is not wholly 1874.",CITY_SECOND_PRES;EOC_CHURCH_ARCH,high,false
CHI-1874-013,First Congregational Church reconstruction,First Congregational Church new building,1873,1874,exact completion date,1874,,,"",demolished/unknown date,,,,,church,Congregational worship,unknown,First Congregational Church,,"",,reconstruction,"First Congregational Church burned January 16, 1873",Post-fire reconstruction; fire-limit applicability and address require confirmation.,"Worship was held in the basement from spring 1873; the new cruciform building was completed February 15, 1874, resembled its predecessor externally, seated 1,800, and cost $105,000 including its organ.",ANDREAS_V3,high,true
CHI-1874-014,Church of the Immaculate Conception reconstruction,Immaculate Conception Church,1872,1874,completed in fall,1874,,,"",demolished/unknown date,,,,,church,Roman Catholic worship,unknown,Church of the Immaculate Conception; Rev. P. T. Butler,brick with cut-stone foundations,,,post-fire reconstruction around retained basement,Pre-fire church destroyed above rubble-stone basement walls in October 1871,Post-fire masonry rebuilding reused surviving rubble basement walls.,"A temporary roof over the surviving basement served worshippers while a slightly larger church was built around it. Andreas states completion in fall 1874, dedication by Bishop Foley, and about $30,000 cost. Exact address remains unresolved because Chicago later had multiple parishes of this name.",ANDREAS_V3,high,true
CHI-1874-015,St. Patrick's Commercial School building,St. Patrick's parish boys' school,1874,1874,exact year,1874,,,"",demolished/unknown date,Desplaines Street near Adams Street,,,,school,Catholic boys' and commercial school,,St. Patrick's parish; Rev. Patrick J. Conway; Brothers of the Christian Schools,brick masonry,,,new construction,,West Division masonry institutional building; parcel-level fire-limit status needs confirmation.,"Andreas credits Rev. Patrick J. Conway with erecting a large brick school on Desplaines Street in 1874, managed by the Brothers of the Christian Schools.",ANDREAS_V3,high,false
CHI-1874-016,St. Ignatius College main building west addition,St. Ignatius College; St. Ignatius College Prep,1874,1874,exact addition year,1874,,"","",extant/altered,West Twelfth Street,1076 W Roosevelt Rd,,,college building,Jesuit college classrooms and institutional use,Toussaint Menard; John P. Huber,Society of Jesus / St. Ignatius College,brick masonry,,,addition,St. Ignatius College main building begun 1869 and opened 1870,Outside the central burned district; masonry institutional construction nonetheless reflects the post-fire era.,"City landmark record identifies a west addition built in 1874. The event is an addition, not a new main building.",CITY_IGNATIUS,high,false
CHI-1874-017,James Ward Public School original section,Ward J School,1874,1875,City record range 1874-75,1875,,"","",extant/altered,2701 S Shields Avenue,2701 S Shields Ave,,,public school,Chicago public elementary school,"John Edelmann (prototype attribution); John C. Christensen, Normand S. Patton, and Johnston & Edelmann associated with phases",Chicago Board of Education,brick masonry,,,construction start,none identified,Outside the central fire limits; post-fire public-school masonry construction.,Included because construction began in 1874 and completed in 1875. The City header gives 1874-75 while its narrative says built 1875; the exact architect assignment among original and later 1897/1924 phases needs archival verification.,CITY_WARD,medium,true
CHI-1874-018,Jackson-Thomas House,Andrew B. Jackson House; L. H. Thomas House,1874,1874,exact year,1874,,"","",extant/altered,7053 N Ridge Boulevard,7053 N Ridge Blvd,,,house,single-family residence,unknown,Andrew B. Jackson,wood-frame residence,2,,new construction,,Built well outside the 1871 fire limits in the then-rural far North Side; wood construction remained possible there.,Italianate/Second Empire residence; L. H. Thomas acquired it in 1879 and a porch/entrance alteration occurred about 1910.,CITY_JACKSON,high,false
CHI-1874-019,Stephen A. Race House,Race House,1874,1874,exact year,1874,,"","",extant/relocated/altered,Originally on Irving Park Road,3945 N Tripp Ave,,,house,single-family residence,unknown,Stephen A. Race,brick masonry,2,,new construction,none identified,Built outside the 1871 fire limits; masonry residence.,"Italianate house built in 1874; moved in 1905 from Irving Park Road and modified, so current coordinates would represent the relocation rather than the original site.",CITY_RACE,high,false
CHI-1874-020,Frederick Wacker House,Wacker Residence,1872,1874,conflicting source dates,1874,,"","",extant/altered,North Park Avenue,1838 N Lincoln Park West,,,house,single-family residence,unknown,Frederick Wacker,wood-frame with Swiss Chalet/Italianate detailing,2,,completion phase,temporary residence/coach-house relationship with 1836 property,Near the fire-limit edge; surviving wood construction illustrates that geography and ordinance enforcement must be modeled parcel by parcel.,"The NRHP district inventory gives built 1874; University of Illinois metadata gives 1872-73. The house has a broad veranda and carved trim, with a coach house to the rear. Completion year is retained as 1874 but flagged.",OLD_TOWN_NRHP;UIUC_WACKER_IMAGE,medium,true
CHI-1874-021,Charles H. Wacker House / former coach house,Charles Wacker House,1874,1874,NRHP inventory date,1874,"","",moved and remodeled for residential use,extant/relocated/altered,North Park Avenue,1836 N Lincoln Park West,,,coach house / house,temporary residence and coach house; later single-family residence,unknown,Frederick Wacker; later Charles H. Wacker,wood-frame,2,,new auxiliary building,Frederick Wacker House at 1838 N Lincoln Park West,Near the fire-limit edge; wood construction and later relocation require parcel-level ordinance research.,District documentation treats 1836 as a Wacker residence with an 1874 date; later accounts describe it as the coach house/temporary home associated with 1838 and moved/remodeled in 1884. The original 1874 use and precise footprint need deed/permit confirmation.,OLD_TOWN_NRHP,medium,true
CHI-1874-022,Farragut Boat Club clubhouse at Thirteenth Street,Farragut Boat Club second boathouse,1874,1874,exact year,1874,"","",moved to Riverdale,relocated/reused,Foot of Thirteenth Street,,,,boathouse/clubhouse,rowing club and boat storage,,Farragut Boat Club,light temporary waterfront construction,,,replacement temporary building,"Farragut Boat Club boathouse at foot of Twenty-first Street, destroyed by storm in spring 1874",Waterfront structure; fire-limit/building-code treatment was likely specialized and needs confirmation.,"After a storm destroyed the 1873 boathouse, the club erected a replacement at the foot of Thirteenth Street for about $450. It was moved to Riverdale on the Calumet River in spring 1876.",ANDREAS_V3,high,false
CHI-1874-023,Adelphi Theatre conversion,Aiken's Theatre; The Adelphi,1874,1874,exact reopening date,1874,1874,exact date,"destroyed in July 14, 1874 fire",destroyed,Northwest corner of Wabash Avenue and Congress Street,,,,theatre,variety theatre,conversion by Leonard Grover,George White and Frederick Clark (property); Leonard Grover (lessee),masonry theatre with combustible interior unknown,,,conversion and reopening,"Aiken's Theatre opened October 7, 1872",Within the 1871 fire limits; the 1874 destruction exposed continuing vulnerability of rebuilt structures.,"Leonard Grover converted Aiken's into the Adelphi and reopened it February 3, 1874. It was totally destroyed July 14 and never rebuilt.",ANDREAS_V3,high,false
CHI-1874-024,Holy Name Cathedral construction,Cathedral of the Holy Name,1874,1875,year range,1875,,"","",extant/altered,State and Superior Streets,735 N State St,,,cathedral,Roman Catholic cathedral,Patrick Charles Keely,Roman Catholic Diocese of Chicago,stone masonry,,,construction start,cathedral/church facilities destroyed in Great Chicago Fire,Near North Side post-fire ecclesiastical reconstruction in masonry.,"Included as a project begun in 1874 and completed in 1875, not counted as a 1874 completion. The 1874 start requires fuller primary-source confirmation; the Encyclopedia of Chicago gives 1874-75.",EOC_CHURCH_ARCH,medium,true
CHI-1874-025,Calumet & Chicago Canal & Dock Company railroad grading and track,Calumet harbor connecting railroad,1874,1874,annual infrastructure phase,1874,,,"",later incorporated into rail network,"From Chicago, Rock Island & Pacific line about ten miles from the city to Calumet River harbor",,,,railroad infrastructure,freight and harbor connection,,"Calumet & Chicago Canal & Dock Company; Chicago, Rock Island & Pacific Railroad",graded roadbed and rail track,,,infrastructure phase,none identified,Largely outside the 1874 municipal limits; ordinary city building-code rules may not apply.,"The company had graded a six-and-one-half-mile road to the Calumet harbor and conveyed it to the Rock Island company, which laid track during 1874. Included as a metropolitan infrastructure phase but flagged because much of the alignment lay beyond city limits.",ANDREAS_V3,medium,true
