year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
CHI1872-033,Buck and Rayner Building II,"Otis Building",1871,1872,approximate,1872,1904,year-only,redevelopment,demolished,"southwest corner State and Madison Streets",,,,commercial building,"drugstore and offices",,"Buck & Rayner; later Otis interests","reused surviving masonry walls",3,,reconstruction,"Buck and Rayner Building fire-damaged in 1871","Reconstruction incorporated surviving pre-fire walls; not wholly new construction.","Rebuilt immediately after the fire and photographed in August 1872; later source says part of the 1868 walls survived. Chicagology rebuilding116.",CHICAG_REBUILD,medium,true
CHI1872-034,LaSalle Building,"Gallup & Hitchcock Building; Merchants' National Bank Building",1872,1872,approximate,1872,1908,year-only,redevelopment,demolished,"northwest corner LaSalle and Madison Streets",,,,office building,"bank and offices","Dixon & Hamilton","Gallup & Hitchcock","Buena Vista sandstone",4,,reconstruction,,"Stone commercial reconstruction in the fire district.","Up to the fourth story October 13 and expected to be occupied in November 1872; final finish extended into 1873. Chicagology rebuilding117.",CHICAG_REBUILD,medium,true
CHI1872-035,Marine Bank Building II,"Marine Building",1872,1872,approximate,1872,1928,year-only,redevelopment,demolished,"northeast corner Lake and LaSalle Streets",,,,bank,"Marine Bank and Mechanics' National Bank","Burling & Adler",Marine Bank Company,"limestone fronts; masonry",4,,reconstruction,"Marine Bank property destroyed in 1871 fire","Permanent bank rebuilding in the fire district.","Ready for roof October 5 1872; occupancy/completion may have followed late that year or early 1873. About 70 by 80 feet; projected cost $95,000. Chicagology rebuilding139.",CHICAG_REBUILD,medium,true
CHI1872-036,Keith Brothers Building,"Keith Block; Lyon Brothers Building",1872,1872,approximate,1872,1980,approximate,redevelopment,demolished,"246-252 Madison Street near Market Street; later 323-331 West Madison",,,,warehouse,"wholesale hats, caps, furs and millinery",John W. Roberts,Keith Brothers,"Ohio sandstone; extensive plate glass",5,,reconstruction,"Keith Brothers premises destroyed in 1871 fire","Stone wholesale reconstruction in the expanded post-fire business district.","Contemporary August and October 1872 accounts describe the nearly finished 55-by-170-foot building; occupancy followed within weeks. Chicagology rebuilding180.",CHICAG_REBUILD,medium,true
CHI1872-037,McVicker's Theatre III,"McVicker Theatre",1872,1872,approximate,1872,,,,demolished,"Madison Street between State and Dearborn Streets",,,,theater,theater,,James H. McVicker,masonry,,,reconstruction,"McVicker's Theatre II destroyed in 1871 fire","Prominent entertainment reconstruction in the burned district.","Under active reconstruction in August and intended for the fall 1872 season; exact opening date should be verified. Chicagology rebuilding045.",CHICAG_REBUILD,medium,true
CHI1872-038,Relic House,,1872,1872,year-only,1872,1929,year-only,redevelopment,demolished,"North Park Avenue and Centre Street; later Clark near Centre",,,,relic house,"cottage, restaurant, hall and saloon",,Albert Rettig,"fused and salvaged fire debris",2,,new_construction,,"Purpose-built from fire relics; not evidence of ordinary code-compliant construction.","Constructed in 1872 from melted iron, glass, pottery and stone and later moved roughly 100 yards. Chicagology rebuilding046.",CHICAG_REBUILD,medium,true
CHI1872-039,Chicago Fire Monument,"Fire Monument at Central Park",1872,,incomplete,,,,,removed,"Central Park at the western termination of Washington Street; later Garfield Park",,,,monument,"fire memorial",William Le Baron Jenney,"West Chicago Park Commissioners and civic sponsors","salvaged burnt safes and masonry relics",,,cornerstone_and_incomplete_construction,,"A memorial reuse of fire debris, not an occupied building.","Cornerstone laid October 30 1872; project was never completed and remnants were later removed and sold as scrap. Chicagology rebuilding086 transcribes contemporary accounts.",CHICAG_REBUILD,medium,false
CHI1872-040,720 North Wells Street Building,,1872,1872,year-only,1872,2024,approximate,redevelopment,demolished,"720 North Wells Street",720 N Wells St,,,commercial building,"mixed commercial uses","unknown",,"brick with cast-iron storefront",3,,new_construction,,"Rare North Side post-fire architecture; sources report work began before a February 1872 code update, but permit evidence remains to be acquired.","Preservation Chicago documents the 1872 date and demolition; exact demolition month and original owner require archival verification.",PRESCHI720,medium,true
CHI1872-041,Commercial Hotel,"American Express Building",1872,1872,year-only,1872,,,,demolished,"northwest corner Dearborn and Lake Streets",,,,hotel,"commercial building converted to hotel",,"Couch estate; William H. Ward trustee; High & Magie adjoining interests","stone front; five-story corner and four-story additions",5,,new_construction,,"Permanent masonry construction within the burned district.","Built for American Express, which declined occupancy; Howell Pulling and Hiram F. Ingraham opened the combined structure as Commercial Hotel in 1872; about 270 rooms by 1886.",AND1886V3,high,false
CHI1872-042,Gardner House,"Leland Hotel",1871,1872,exact,1872,,,,demolished,"Michigan Avenue at Jackson Street",,,,hotel,hotel,,Horatio H. Gardner,"brick masonry",6,,new_construction,,"Andreas calls it essentially fireproof in its later form, but later alterations and fire escapes should not be retrojected to 1872.","Finished and opened October 1 1872, the first American-plan hotel opened in the burned district; cost including ground reported about $600,000.",AND1886V3,high,false
CHI1872-043,Kuhns's European Hotel,"Windsor Hotel",1871,1872,year-only,1872,,,,demolished,"Dearborn Street in the burned district",,,,hotel,hotel,William W. Boyington,"Thomas Mackin and Samuel Gregsten leasehold; William J. Kuhns operator",masonry,,,reconstruction,,"First European-plan hotel erected in the burned district after the fire.","North 70-foot section built and opened about August 1872; later additions and Windsor identity must be separated from the 1872 phase.",AND1886V3,high,true
CHI1872-044,St. Charles Hotel II,"St. Charles Hotel",1872,1872,year-only,1872,,,,demolished,"15-17 Clark Street",,,,hotel,hotel,,Raggio Brothers interests,masonry,,,reconstruction,"pre-fire St. Charles Hotel destroyed in 1871 fire","Permanent hotel rebuilding in the fire district.","Andreas explicitly says rebuilt in 1872 and opened by Phil Conley; later Raggio return and remodeling belong to 1878.",AND1886V3,high,false
CHI1872-045,Massasoit House II,"Massasoit House",1872,1872,year-only,1872,,,,demolished,,,,,hotel,hotel,,Albert Longley,masonry,,,reconstruction,"pre-fire Massasoit House","Post-fire hotel replacement; direct code evidence not located.","Andreas says built by Albert Longley in 1872 and completed and opened in the fall; address is unreadable or absent in the OCR and needs directory follow-up.",AND1886V3,high,true
CHI1872-046,Matteson House II,"later Wellington Hotel",1871,1872,year-only,1873,1915,year-only,redevelopment,demolished,"northeast corner Wabash Avenue and Jackson Street",,,,hotel,hotel,,Robert Hill,"cut stone; masonry",6,,new_construction,"pre-fire Matteson House at Randolph and Dearborn Streets","Substantial hotel relocation/replacement after the fire; not on the original site.","Finished late in 1872 but opened February 3 1873; completion and opening are intentionally separated.","AND1886V3;CHICAG_REBUILD",high,false
CHI1872-047,Lake Shore and Michigan Southern / Chicago Rock Island Passenger Depot,"Van Buren Street Station",1871,1873,year-only,1873,1901,year-only,redevelopment,demolished,"southwest corner LaSalle and Van Buren Streets; head of LaSalle Street",,,,railroad station,"joint passenger depot",W. W. Boyington,"Lake Shore & Michigan Southern Railway; Chicago Rock Island & Pacific Railroad","white stone; masonry",3,,construction_phase,"joint depot destroyed in 1871 fire","Large stone public-transport reconstruction in the post-fire city.","Andreas lists the depot among first-year projects; an August 1872 contemporary notice records the third story rising. Completion belongs to 1873. Chicagology rebuilding035.","AND1886V3;CHICAG_REBUILD",high,false
CHI1872-048,Lakeside Building,"Lakeside Publishing Building",1871,1873,year-only,1873,1926,year-only,redevelopment,demolished,"southwest corner Clark and Adams Streets",,,,publishing building,"printing, publishing and offices",Cass Chapman,"Lakeside Publishing and Printing Company","Cleveland sandstone; Gothic Revival",6,,construction_phase,"nearly completed pre-fire Lakeside Building destroyed in 1871 fire","Rebuilt with an explicit fire-resistant objective; completion belongs to 1873.","Active rebuilding documented throughout 1872 after more than $100,000 pre-fire work was lost; Chicagology rebuilding010 transcribes contemporary notices.","AND1886V3;CHICAG_REBUILD",high,false
CHI1872-049,Palmer House II,"Palmer's Grand Hotel",1871,1873,year-only,1873,,,,demolished,"State Street from Monroe toward Quincy and Wabash Avenue",,,,hotel,hotel,John M. Van Osdel,Potter Palmer,"masonry hotel; foundations survived the fire",6,,construction_phase,"Palmer House I destroyed in 1871 fire","A leading attempt at fire-resistant hotel construction; contemporary 'entirely fireproof' language is recorded as aspiration, not verified performance.","Major construction continued through 1872; opening belongs to late 1873. Do not count as a 1872 completion.","AND1886V3;CHICAG_REBUILD",high,false
CHI1872-050,Grand Pacific Hotel II,"Grand Pacific Hotel",1871,1873,year-only,1873,,,,demolished,"block bounded Jackson, Quincy, LaSalle and Clark Streets",,,,hotel,hotel,"W. W. Boyington; John A. Rice operational guidance",Pacific Hotel Company,masonry,6,,construction_phase,"Grand Pacific Hotel I destroyed in 1871 fire","Urgent post-fire reconstruction began before plans were complete; completion belongs to 1873.","Andreas includes the $1 million project among the major first-year starts; not counted as completed in 1872.",AND1886V3,high,false
CHI1872-051,Sherman House III,"Sherman House",1871,1873,year-only,1873,1910,approximate,redevelopment,demolished,"northwest corner Clark and Randolph Streets",,,,hotel,hotel,"William W. Boyington; Charles W. Cregar",Francis C. Sherman interests,"stone-front masonry",7,,construction_phase,"Sherman House II destroyed in 1871 fire","Major hotel reconstruction in the burned district; completion belongs to 1873.","Andreas lists the $650,000 Sherman House among first-year projects but its opening was May 1 1873. Chicagology rebuilding004 has a conflicting 1872 life-span label; event dating follows Andreas.",AND1886V3,high,false
CHI1872-052,Briggs House II,"Briggs House",1871,1873,approximate,1873,,,,demolished,"Randolph Street at Fifth Avenue",,,,hotel,hotel,,Mr. Moss,"red brick with stone facings",6,,construction_phase,"Briggs House destroyed in 1871 fire","Permanent hotel rebuilding on the old site; completion belongs to 1873.","Construction began immediately after the fire and continued through 1872; opened in 1873, reported building cost about $190,000.",AND1886V3,high,false
CHI1872-053,Tremont House IV,"Tremont House",1871,1873,year-only,1873,,,,demolished,"Lake and Dearborn Streets",,,,hotel,hotel,John M. Van Osdel,Couch estate,"Amherst sandstone front",6,,construction_phase,"Tremont House III destroyed in 1871 fire","Major stone-front hotel replacement; completion belongs to 1873.","Contractor biography says a partnership dissolved after finishing Tremont work in 1872, but hotel chronology gives 1873 completion/opening; treated as 1872 construction phase only.",AND1886V3,medium,true
CHI1872-054,Grace Methodist Episcopal Church,"Grace Church",1872,1873,exact,1873,,,,demolished,"LaSalle Avenue and Locust Street",,,,church,"Methodist worship",,"Grace Methodist Episcopal Church","Gothic masonry",,,construction_start,"Grace Church destroyed in 1871 fire","Permanent replacement after a temporary post-fire chapel.","Rebuilding began about mid-1872 and dedication occurred May 4 1873; reported total cost including lot and organ about $100,000.",AND1886V3,high,false
CHI1872-055,First Methodist Episcopal Church Block,"Clark Street Methodist Church Block",1871,1872,approximate,1872,,,,demolished,"corner Clark and Washington Streets",,,,mixed-use church block,"worship, stores, offices and meeting hall",,"First Methodist Episcopal Church","stone-front masonry",4,,reconstruction,"First Methodist block destroyed in 1871 fire","More substantial post-fire replacement in the burned district; rental uses funded church operations.","Congregation left its temporary Clark-and-Harrison frame building in fall 1872 for the rebuilt block; cost about $130,000. Chicagology rebuilding072 and Chicago History Museum corroborate context.","AND1886V3;CHICAG_REBUILD;CHM_METHODIST",high,false
CHI1872-056,Michigan Avenue Methodist Episcopal Church,"Indiana Avenue Methodist Episcopal Church",1871,1872,phase,1872,,,,demolished,"Michigan Avenue",,,,church,"Methodist worship",,"Michigan Avenue Methodist Episcopal Church",masonry,,,partial_completion_and_dedication,,"Church construction underway before/through the fire era outside the principal burned core.","A portion was formally dedicated February 5 1872; full completion occurred during J. W. Phelps's 1873-74 pastorate, so this is not a full completion.",AND1886V3,high,true
