year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
CHI1873-020,Alexian Brothers' Hospital,"Alexian Hospital",1871,1873,year-only,1873,,,,demolished,"site of the pre-fire Alexian Hospital",,,,hospital,hospital,,"Alexian Brothers; Chicago Relief and Aid Society contributed $18,000","brick; two stories over large cut-stone basement; mansard roof",2,,reconstruction,"Alexian Brothers' Hospital destroyed in 1871 fire","Brick-and-stone institutional replacement in the burned district; no ordinance-specific evidence located.","Completed in 1873 on the old site, with capacity for more than 100 patients.",AND1886V3,high,true
CHI1873-021,Grace Methodist Episcopal Church,"Grace Church",1872,1873,year-only,1873,,,,demolished,"LaSalle Avenue and Locust Street",,,,church,Methodist worship,,"Grace Methodist Episcopal Church","Gothic; masonry edifice",,,reconstruction,"Grace Methodist Episcopal Church destroyed in 1871 fire","More substantial replacement after a temporary post-fire chapel; source does not establish code details.","Rebuilding began about mid-1872 and dedication occurred May 4, 1873; cost including lot and organ about $100,000; main room seated 1,500.",AND1886V3,high,false
CHI1873-022,Fulton Street Methodist Episcopal Church Chapel,"Lake Street Methodist Episcopal Church chapel",1873,1873,year-only,1873,,,,demolished,"corner Fulton Street and Artesian Avenue",,,,chapel,Methodist worship,,"Fulton Street Methodist Episcopal Church",,,,new_construction,,"Outside the principal burned core; no fire-code inference.","Building began August 9, was completed in October at a cost of $4,000, and was dedicated November 2, 1873.",AND1886V3,high,false
CHI1873-023,Grace Presbyterian Church,"later part of Sixth Presbyterian Church",1873,1873,year-only,1873,,,,demolished,"Vincennes Avenue",,,,church,Presbyterian worship,,"Grace Presbyterian Church",,,,new_construction,,"No post-fire code claim; this was new south-side congregational construction.","A lot was purchased and a building erected and dedicated July 27, 1873; the congregation later united into Sixth Presbyterian Church.",AND1886V3,high,true
CHI1873-024,Trinity Episcopal Church,"Trinity Church",1873,1874,year-only,1874,,,,demolished,"Michigan Avenue and Twenty-sixth Street",,,,church,Episcopal worship,,"Trinity Episcopal parish","stone; clerestory Gothic",,,cornerstone_and_construction_phase,"Trinity church-edifice lost in 1871 fire","Stone replacement after the fire; completion belongs to 1874.","Cornerstone laid July 1873; opened November 22, 1874; seating capacity 1,000 and reported cost $100,000. Counted as a 1873 phase, not a completion.",AND1886V3,high,false
CHI1873-025,St. James's Episcopal Church,"St. James Church",1872,1875,year-only,1875,,,,extant-altered,"Cass Street at Huron Street",,,,church,Episcopal worship,,"St. James Episcopal parish",masonry church,,,interrupted_reconstruction_phase,"St. James church damaged/destroyed in 1871 fire","The 1873 financial crisis, not a code action, stopped work; completed fabric belongs to 1875.","Rebuilding moved vigorously forward until the financial crisis of 1873 caused complete suspension; work resumed in 1874 and first service in the completed building occurred in 1875.",AND1886V3,high,true
CHI1873-026,New England Congregational Church Stone Chapel,"New England Church chapel",1872,1873,year-only,1873,,,,demolished,"old chapel grounds behind the church lot",,,,chapel,"Sunday school and congregational gatherings",,"New England Congregational Church",stone chapel,,,reconstruction,"New England Church property destroyed in 1871 fire","Permanent stone replacement following a temporary wooden post-fire structure.","The scan says construction began early in the spring following the post-fire fundraising narrative; first service was September 14, 1873 and dedication September 23. Start year retained as 1872 but needs chronology review.",AND1886V3,medium,true
CHI1873-027,Chicago Avenue Church,"Moody's Church; Chicago Avenue Church",1873,1875,year-only,1875,,,,demolished,"Chicago and LaSalle Avenues",,,,church,evangelical worship,,"Chicago Avenue Church society","two stories and basement",2,,basement_phase,"Illinois Street Tabernacle destroyed in 1871 fire","Rebuilding began in 1873, but the panic limited that year's work to a roofed basement used temporarily.","Present building begun in 1873; only basement completed under a temporary roof, used for two years; full structure dedicated June 1875.",AND1886V3,high,false
CHI1873-028,Church of the Messiah,"First Unitarian Church; Church of the Messiah",1872,1873,year-only,1873,,,,demolished,"Michigan Avenue and Twenty-third Street",,,,church,Unitarian worship,,"Church of the Messiah congregation",,,,new_construction,,"Permanent masonry-era church following post-fire institutional relocation; code specifics not stated.","Foundation stone laid fall 1872, cornerstone May 13, 1873, dedicated November 16, 1873; auditorium seated 800 and total cost about $90,000.",AND1886V3,high,false
CHI1873-029,Unity Church II,"Unity Church",1872,1873,year-only,1873,,,,demolished,"old Unity Church site",,,,church,Unitarian worship,,"Unity Church society",,,,reconstruction,"Unity Church destroyed in 1871 fire","Rebuilt on the old site; source reports reconstruction cost but no ordinance-specific construction detail.","Lecture room was usable in winter 1872-73; full house dedicated December 7, 1873; reconstruction including organ cost about $91,737.",AND1886V3,high,true
CHI1873-030,St. Paul's Universalist Church,"First Universalist Church",1872,1873,year-only,1873,,,,demolished,"Michigan Avenue between Sixteenth and Eighteenth Streets",,,,church,Universalist worship,,"First Universalist Church","solid stone; modern Gothic",,,reconstruction,"First Universalist Church at Van Buren and Wabash lost in 1871 fire","Solid-stone post-fire replacement; spire remained incomplete, so completion refers to the usable main edifice.","Building began in 1872 and the house of worship was completed in summer 1873; reported cost including lot, organ and furniture about $180,000.",AND1886V3,high,false
CHI1873-031,Mariners' Temple,"The Bethel; Mariners' Church",1873,,phase,1873,,,,demolished,"near Michigan and Market Streets",,,,mixed-use religious and lodging building,"church, sailors' home, stores",,"Western Seamen's Friend Society","brick; five stories",5,,partial_completion_and_occupancy,"Bethel/Mariners' Church destroyed October 9, 1871","Enlarged brick replacement after the fire; only one story was finished in 1873.","Cornerstone laid July 1873; five-story shell enclosed and one story finished, permitting church, Sunday-school and a 25-boarder sailors' home to operate. Not counted as a fully completed building.",AND1886V3,high,false
CHI1873-032,Chicago Public Library Book Room in the Old Water Tank,"Old Water Tank Library",1872,1873,year-only,1873,,,,demolished,"southeast corner LaSalle and Adams Streets",,,,adaptive-reuse library,"public library book room and reading room",,"City of Chicago; Chicago Public Library","surviving circular iron water tank",,,conversion,"surviving pre-fire water tank","Adaptive reuse of fire-surviving infrastructure, not new-code construction.","Chicago Public Library opened January 1, 1873 in the circular water tank. Recorded as a conversion/opening, not a newly erected building.","CPLHIST;CPLARCH",high,false
CHI1873-033,St. Mary's Church,"former Plymouth Congregational Church; Pro-cathedral",, ,occupancy-only,1873,,,,demolished,"Wabash Avenue and Eldridge Court",,,,church,Catholic worship, ,"Roman Catholic Diocese of Chicago",,,,conversion,"Plymouth Congregational Church building","Change of ownership and use rather than new construction.","Bishop Foley purchased the Plymouth Church property in spring 1873; first Catholic service October 6, and it served as pro-cathedral until 1876. Excluded from completion totals.",AND1886V3,high,false
CHI1873-034,South Park preliminary works,"South Park System; future Washington Park, Jackson Park and Midway Plaisance",1873,,phase,,,,,extant-altered,"South Park lands south of the built-up city",,,,park infrastructure,public park,"Frederick Law Olmsted and Calvert Vaux","South Park Commission",landscape and drainage works,,,preliminary_site_work,,"Municipal landscape infrastructure; building-code context not applicable.","Library of Congress curatorial history states that economic recession delayed preliminary construction until 1873 and that only limited progress occurred. Include as named city-form work, not as a building completion.",LOCOLMSTED,medium,true
CHI1873-035,"Lake Shore & Michigan Southern and Chicago, Rock Island & Pacific Passenger Depot","Michigan Southern and Rock Island Passenger Depot; Van Buren Street Depot; LaSalle Street Station predecessor",1871,1873,year-only,1873,1901,year-only,replaced,demolished,"southwest corner LaSalle and Van Buren Streets","LaSalle Street at Van Buren Street",,,railroad passenger station,"passenger depot and railroad offices","W. W. Boyington","Lake Shore & Michigan Southern Railway; Chicago, Rock Island & Pacific Railroad","Joliet limestone masonry depot and train shed",6,85,reconstruction,"joint depot destroyed in the 1871 fire","Large permanent stone replacement within the post-fire reconstruction zone; contemporary sources still caution that material alone did not make a structure wholly fireproof.","Opened June 1 1873; Chamberlin reports a cost of $750,000. The six-story front block and long train shed reused the pre-fire terminal site.","CHAMBERLIN1874;CHICAGOLOGY_DEPOT",high,false
CHI1873-036,"LaSalle Building","Gallup & Hitchcock Building; Merchants' National Bank Building",1872,1873,year-only,1873,1908,year-only,redevelopment,demolished,"northwest corner LaSalle and Madison Streets","2 N LaSalle Street",,,commercial bank and office building,"banking and offices","Dixon & Hamilton","B. E. Gallup; Charles Hitchcock","Buena Vista sandstone; plate glass; iron and zinc cresting",,,reconstruction,,"A contemporary 1873 account explicitly promoted it as fireproof; the database records that historical claim without asserting modern fireproof performance.","Completed for occupancy after being four stories high in October 1872. A contemporary description gives dimensions of about 53 by 81 feet and cost near $200,000; Chamberlin includes it among 1873 completions.","CHAMBERLIN1874;CHICAGOLOGY_LASALLE",high,false
CHI1873-037,"Honoré Hotel reconstruction","Honoré Building at Dearborn and Adams",1873,,phase,,,,,demolished,"northwest corner Dearborn and Adams Streets",,,,hotel,"planned hotel; later post office and offices","Wheelock & Thomas","Henry H. Honoré","Joliet stone front; Renaissance style",6,,construction_start,"pre-fire Honoré building destroyed in 1871","Masonry reconstruction in the burned core; the prolonged unfinished interior shows why exterior completion and occupancy must remain separate.","Chamberlin called the hotel a fine structure of the year ending October 9 1873, but a later detailed account says reconstruction began in summer 1873 and stopped unfinished for lack of funds. Modeled only as a 1873 construction phase.","CHAMBERLIN1874;CHICAGOLOGY_HONORE",medium,true
CHI1873-038,"Singer Building I","Field, Leiter & Company Store",1872,1873,year-only,1873,1877,year-only,fire,demolished,"northeast corner State and Washington Streets",,,,department store,"Field, Leiter & Company retail dry goods store",,"Singer Manufacturing Company","brown Portland sandstone; large open retail floors",6,,new_construction,"Field, Leiter & Company store destroyed in 1871","The August 1873 construction-stage fire exposed risks in the large open interior and vertical elevator passage despite a masonry exterior.","Approximately 150 feet on Washington by 160 on State; reported cost $500,000. The building suffered a major roof and upper-floor fire on August 2 1873 immediately before the store opening, was repaired, and burned again in 1877.",CHICAGOLOGY_SINGER,high,false
CHI1873-039,"Illinois Staats-Zeitung Building","Staats-Zeitung Building; Firmenich Building; T-R Building",1872,1873,year-only,1873,1962,year-only,redevelopment,demolished,"northeast corner Fifth Avenue and Washington Street","northeast corner Wells and Washington Streets",,,newspaper office and commercial building,"newspaper printing; offices; banking","Bauer & Loebnitz","A. C. Hesing; Illinois Staats-Zeitung Company","cut limestone front; Italian Renaissance; presses in basement",6,90,reconstruction,"Illinois Staats-Zeitung premises destroyed in 1871","Contemporary plans described substantial stone construction but do not establish comprehensive fireproofing; a later two-story fireproof addition was separate.","The newspaper reported taking full possession by April 8 1873. Dimensions were 40 feet on Washington by 110 on Fifth Avenue with about 30 offices and one elevator.",CHICAGOLOGY_STAATS,high,false
CHI1873-040,"First Methodist Episcopal Church Block IV","Methodist Church Block",1872,1873,year-only,1873,1922,year-only,redevelopment,demolished,"southeast corner Clark and Washington Streets",,,,mixed-use church and commercial block,"Methodist worship; stores and offices","Edward Burling; Dankmar Adler","First Methodist Episcopal Church",masonry commercial block enclosing auditorium,,,reconstruction,"First Methodist Episcopal Church property destroyed in 1871","Post-fire mixed-use masonry replacement; commercial rents supported the congregation, while source evidence does not establish full fireproof construction.","Plans were complete by May 1872 and the 1874 directory locates the completed church block. The 1873 life-span assignment is retained with review because an exact dedication date was not located.",CHICAGOLOGY_METHODIST,medium,true
CHI1873-041,"Washington Block",,1873,1874,year-only,1874,,,,extant,"southwest corner Washington Street and Fifth Avenue","40 N Wells Street",41.8828166,-87.6341543,commercial office building,"professional and commercial offices","Frederick & Edward Baumann",,"limestone facade; isolated-pier foundations",5,,construction_phase,,"A permanent post-fire office building; its isolated-pier foundation is a structural advance, distinct from claims of fireproofing.","Official city findings date construction to 1873-1874. An October 1873 newspaper account found it approaching completion, so this is a start/progress row rather than a 1873 completion.","CITYLANDMARKSAPI;CITYCOUNCIL_WASHINGTON",high,false
CHI1873-042,"Samuel Cole Building","Cole Building",1873,1873,year-only,1873,,,,extant-altered,"233 W Lake Street and 185 N Franklin Street","233 W Lake Street",,,commercial loft,"wholesale and manufacturing loft","Edward Burling; Dankmar Adler","Samuel Cole","load-bearing masonry; molded architectural terra cotta",4,,new_construction,,"Permanent masonry loft in the post-fire wholesale district; official designation emphasizes its early architectural terra cotta rather than a complete fireproof system.","One of the Lake and Franklin Buildings and a rare surviving post-fire mercantile loft; a fifth story was added in 1896.",CITYCOUNCIL_LAKEFRANKLIN,high,false
CHI1873-043,"William Rowney Building","Rowney Building",1873,1873,year-only,1873,,,,extant,"235 W Lake Street and 189 N Franklin Street","235 W Lake Street",,,commercial loft,"wholesale and manufacturing loft","Edward Burling; Dankmar Adler","William Rowney","load-bearing masonry; Italianate commercial loft",4,,new_construction,,"Permanent masonry loft in the post-fire wholesale district; direct fireproof-system evidence was not located.","One of the officially designated Lake and Franklin Buildings and a surviving component of the city's largest intact 1870s mercantile-loft ensemble.",CITYCOUNCIL_LAKEFRANKLIN,high,false
CHI1873-044,"Burr School",,1873,1873,year-only,1873,,,,demolished,,,,,school,public school,,"Chicago Board of Education","brick; furnaces",3,,new_construction,,"Brick public-school construction in the post-fire expansion period; code-specific evidence not stated.","Andreas's construction table records a 71-by-81-foot three-story brick building heated by furnaces with 758 sittings and total value $26,500.",AND1886V3,high,true
CHI1873-045,"Jones School II","Jones School",1873,1873,year-only,1873,1874,year-only,fire,demolished,,,,,school,public school,,"Chicago Board of Education","brick; steam heat",3,,reconstruction,"Jones School destroyed in 1871 fire","Brick municipal replacement after the fire; the building's destruction the next year shows that masonry did not eliminate fire vulnerability.","Andreas's table records a 76-by-84-foot three-story brick building with 976 sittings and value $42,000; narrative says it was occupied only one year before burning in 1874.",AND1886V3,high,true
CHI1873-046,"King School",,1873,1873,year-only,1873,,,,demolished,,,,,school,public school,,"Chicago Board of Education","brick; furnaces",3,,new_construction,,"Brick public-school construction in the post-fire expansion period; code-specific evidence not stated.","Andreas's table records a 71-by-81-foot three-story brick building with 1,004 sittings and total value $27,000.",AND1886V3,high,true
CHI1873-047,"Third Avenue School",,1873,1873,year-only,1873,,,,demolished,"State Street at Elm Street",,,,school,public school,,"Chicago Board of Education","brick; furnaces",3,,new_construction,,"Brick public-school construction in the post-fire expansion period; code-specific evidence not stated.","Andreas's construction table records a 60-by-94-foot three-story brick building with 761 sittings and total value $26,250; the later site table associates Third Avenue School with State and Elm.",AND1886V3,high,true
CHI1873-048,"Vedder Street School",,1873,1873,year-only,1873,,,,demolished,"Vedder Street",,,,school,public school,,"Chicago Board of Education","brick; furnaces",3,,new_construction,,"Brick public-school construction in the post-fire expansion period; code-specific evidence not stated.","Andreas's table records a 70-by-82-foot three-story brick building with 756 sittings and total value $26,250.",AND1886V3,high,true
CHI1873-049,"Chicago Gas Light and Coke Company Bridgeport Works","Bridgeport gas works",1873,1873,year-only,1873,,,,demolished,"foot of Deering Street in Bridgeport",,,,gas works,municipal gas production,,"Chicago Gas Light and Coke Company",industrial gas-production plant,,,new_construction,,"Industrial utility outside the principal burned core; fire-limit building-code implications were not established.","Company bought the site and erected works in 1873 to serve the southwestern city at a reported cost of $150,000; Andreas says it was connected by mains to the other works.",AND1886V3,high,false
CHI1873-050,"Cook County Insane Asylum 1873 addition","Cook County Asylum addition",1873,1873,year-only,1873,,,,demolished,"Cook County farm near the County Infirmary",,,,institutional complex addition,"psychiatric care",,"Cook County","brick addition and added fourth story",4,,addition,"Cook County Insane Asylum building of 1870","Institutional masonry enlargement; code-specific fire-resistance evidence not stated.","A large addition was constructed and a fourth story added to the original building in 1873, increasing capacity to about 350 patients. Recorded as a phase of the asylum complex rather than a separate institution.",AND1886V3,high,true
CHI1873-051,"Rush Street water-supply tunnel","Rush Street river tunnel",1873,1873,year-only,1873,,,,extant-altered,"under Chicago River near Rush Street bridge",,,,water infrastructure,"water-main river crossing","Chicago Board of Public Works contractors","City of Chicago","six-foot internal-diameter tunnel with two shafts",,,infrastructure,,"Subsurface municipal infrastructure; building fire-code context not applicable.","Commenced January 15 and completed May 19 1873 at reported cost $13,279.70; involved an 84-foot shaft at Michigan Avenue and 68-foot shaft at Pine Street connected by a 492-foot drift.",AND1886V3,high,false
CHI1873-052,"New lake-tunnel land extension","West Division water-tunnel land extension",1873,1874,year-only,1874,,,,extant-altered,"from lake tunnel across the city to planned West pumping works",,,,water infrastructure,"water supply conveyance","Chicago Board of Public Works contractors","City of Chicago","subsurface tunnel with working and fire shafts",,,construction_start,,"Subsurface municipal infrastructure; building fire-code context not applicable.","Department ordered commencement in July 1873; working shafts were sunk at Illinois, Franklin, Polk and Waller Streets and fire shafts at Erie, Kinzie, Market and Taylor. Land and water structures were completed July 7 1874.",AND1886V3,high,false
CHI1873-053,"Holy Trinity Polish Church I","first Holy Trinity Church; Kościół Świętej Trójcy",1873,1873,year-only,1873,1905,approximate,replaced,demolished,"Noble Street area","1118 N Noble Street",,,church,"Polish Catholic worship",,"Holy Trinity Polish congregation",,,,new_construction,,"Neighborhood church outside the principal burned commercial core; no ordinance-level fire-code evidence found.","Scholarly history states that the first church was built in 1873. It must not be conflated with the extant monumental church begun in 1905 and completed in 1906; precise first-building parcel and demolition date need parish-archive review.",HOLYTRINITY2017,medium,true
