year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
CHI1875-018,Albert E. Kent Building,"Kent Building; Lake-Franklin Group building",1875,1875,exact,1875,,,,extant/altered,"175 N Franklin Street","175 N Franklin St",41.8855,-87.6353,warehouse/mercantile_loft,commercial warehouse/loft,George H. Edbrooke,Albert E. Kent,"load-bearing masonry; cast-iron commercial details",,,new_construction,,"Within the post-fire central business district, the masonry loft reflects fire-limit construction and rapid wholesale-district rebuilding.","The City designation page gives the Lake-Franklin group range; the Commission report explicitly says the Kent Building was completed in 1875.","CITY_LAKE_FRANKLIN;CITY_NEAR_NORTH_REPORT",high,false
CHI1875-019,Union Stock Yard Gate,"Old Stone Gate of Chicago Union Stockyards",,1875,circa,1875,,,,extant,"Exchange Avenue at Peoria Street","Exchange Ave at Peoria St",41.81867,-87.64877,gate,main entrance to Union Stock Yard,Burnham and Root,Union Stock Yard and Transit Company,"limestone masonry with central arch",,,completion_phase,"Union Stock Yard original 1865 entrance complex","Outside the central burned district; durable stone construction nevertheless embodies post-fire rebuilding-era masonry practice.","City record dates the surviving limestone gate circa 1875; exact construction start is unverified. It must not be conflated with the original 1865 stockyard complex or gate fabric.","CITY_INDIVIDUAL_LANDMARKS;CITY_UNION_GATE",high,false
CHI1875-020,Union Stock Yard post-office building,"Stock Yards post office",1875,1875,exact,1875,,,,demolished/unknown,"Immediately outside the main entrance to the Union Stock Yards",,,,post_office,postal service for the stockyards,,Union Stock Yard and Transit Company,masonry/unknown,,,new_construction,,"Located outside the central fire area; exact material and code jurisdiction need verification.","Andreas states that a post-office building was built in 1875 just outside the yards' main entrance. Kept separate from the contemporaneous printing house.",ANDREAS_V3,high,true
CHI1875-021,Daily Drover's Journal printing house,"Union Stock Yard printing-house",1875,1875,exact,1875,,,,demolished/unknown,"Immediately outside the main entrance to the Union Stock Yards",,,,printing_house,newspaper printing and offices,,"H. L. Goodall & Co. / Union Stock Yard interests",masonry/unknown,,,new_construction,,"Located outside the central fire area; exact material and code jurisdiction need verification.","Andreas identifies the 1875 printing house as occupied by H. L. Goodall & Co.'s Daily Drover's Journal. Kept separate from the post-office building.",ANDREAS_V3,high,true
CHI1875-022,Baltimore and Ohio Railroad freight warehouse,"B&O brick freight warehouse",1875,1875,exact,1875,,,,demolished/unknown,"Baltimore and Ohio railroad grounds at South Chicago",,,,railroad_warehouse,freight handling,,Baltimore and Ohio Railroad,brick masonry,,,new_construction,,"Brick industrial construction was consistent with expanded post-fire fire limits; exact jurisdictional limits at South Chicago require mapping.","Andreas records a brick freight warehouse erected in Chicago in 1875 after the railroad acquired forty acres at South Chicago for depots, shops, and engine houses.",ANDREAS_V3,high,true
CHI1875-023,Chicago and Pacific Elevator A,"Chicago & Pacific Elevator A",1875,1875,exact,1875,,,,demolished/unknown,"Along the Chicago and Pacific Railroad",,,,grain_elevator,grain storage and transfer,,William H. Harper,"grain-elevator structure; material unknown",,,new_construction,,"Industrial structure outside the central fire area; construction material and fire-code treatment require confirmation.","Built by William H. Harper in 1875 with a reported capacity of 650,000 bushels; location and structural system remain a research priority.",ANDREAS_V3,high,true
CHI1875-024,Madison Street bridge reconstruction,Madison-street bridge,1875,1875,exact,1875,,,,demolished/replaced,"Madison Street over the Chicago River",,,,movable_bridge,road and pedestrian crossing,,Chicago Board of Public Works,"iron superstructure; swing draw",,,reconstruction,,"Municipal iron reconstruction reflected the broader post-fire replacement of vulnerable timber infrastructure.","Completed between March 1 and December 31, 1875: 156.4-foot draw, 18-foot roadway, two 6-foot sidewalks; reported total cost $15,000.",ANDREAS_V3,high,false
CHI1875-025,Chicago bridge-house construction program,"1875 brick bridge houses",1875,1875,exact,1875,,,,demolished/unknown,"Several Chicago River bridge sites",,,,bridge_house_program,bridge-tender houses,,Chicago Board of Public Works,brick masonry,,,multi_site_program,,"Brick bridge houses explicitly replaced or avoided vulnerable wood service structures after the fires.","Andreas OCR reads 'several' new brick bridge-houses built from March 1 through December 31, 1875. The number and individual locations require the original Board of Public Works report; retained as one program record to avoid invented identities.",ANDREAS_V3,medium,true
CHI1875-026,Blue Island Avenue viaduct construction,"Blue Island Avenue-Throop Street viaduct",1875,1876,exact,1876,,,,demolished/replaced,"Blue Island Avenue at Throop Street over railroad tracks",,,,railroad_viaduct,grade-separated street crossing,"Cox Brothers (substructure); Keystone Bridge Company (superstructure)","City of Chicago and affected railroads","wrought-iron truss and plate girders",,,construction_start,,"Post-fire municipal infrastructure used iron superstructures and masonry substructures to reduce fire risk and separate expanding rail traffic.","Construction began October 15, 1875 and was completed August 25, 1876 at a reported total cost of $102,173.99; included for exact start phase only.",ANDREAS_V3,high,false
CHI1875-027,Harrison Street bridge construction,"Harrison-street bridge",1875,1877,exact,1877,,,,demolished/replaced,"Harrison Street over the Chicago River",,,,movable_bridge,road and pedestrian crossing,American Bridge Company,City of Chicago,"wrought-iron turn-table swing bridge",,,construction_start,,"Iron municipal bridge construction continued the post-fire replacement of timber infrastructure.","Work began June 22, 1875 but land-condemnation litigation delayed completion until October 23, 1877; included for exact 1875 start phase.",ANDREAS_V3,high,false
CHI1875-028,Main Street bridge main-structure rebuild,"Main-street bridge",1875,1875,exact,1875,,,,demolished/replaced,"Main Street over the South Branch",,,,movable_bridge,road crossing,,City of Chicago,"main structure rebuilt; material unclear in OCR table",,,reconstruction,,"Municipal bridge rebuilding formed part of the post-fire shift toward iron and combination structures.","Andreas's 1884 bridge inventory footnotes the 1868 Main Street bridge as having its main structure rebuilt in 1875. The responsible contractor and exact scope need the annual report.",ANDREAS_V3,medium,true
CHI1875-029,Bemis and McAvoy brewery ice house,"1875 west-side ice house; Downer and Bemis Brewing Company ice house",1875,1875,exact,1875,,,,demolished/unknown,"West side of South Park Avenue near Twenty-third Street",,,,ice_house,brewery cold storage,,"Downer & Bemis Brewing Company (later Bemis & McAvoy)",masonry/industrial cold-storage structure,,,complex_addition,,"Industrial complex lay outside the central burned district; code treatment and material require permit verification.","One of four spacious ice houses erected west of South Park Avenue in 1872, 1874, 1875, and 1876. Group chronology permits a discrete 1875 addition but not a precise street number.",ANDREAS_V3,high,true
CHI1875-030,New Adelphi Theatre conversion,"New Adelphi; Haverly's Theatre",1874,1875,exact,1875,1882,year,demolished for First National Bank building,demolished,"Northwest corner of Dearborn and Monroe Streets",,,,theatre,theatrical performance,,"Manager Grover and associates","reuse of surviving masonry post-office walls; heavily trussed roof and suspended galleries",,,conversion,"Old Post-Office building shell","Reuse of strong surviving masonry walls complied in form with fire-limit construction, but the narrow exits and suspended upper galleries created severe life-safety hazards.","Opened January 11, 1875 after converting the surviving old Post Office walls into Chicago's then-largest theatre. Andreas later criticized its two narrow upper-gallery exits as fire traps.",ANDREAS_V3,high,false
CHI1875-031,Burling Row House District,"Burling Street row houses",1875,1875,exact,1875,,,,extant/altered,"2225-2245 N Burling Street","2225-2245 N Burling St",41.9222,-87.6473,row_house_group,speculative residential row houses,"Edward J. Burling; various permits",Multiple owners/developers,"brick masonry; Italianate; common wooden cornice",3,,new_construction_group,,"The ten houses were among the first neighborhood projects built after the city required fire-resistive masonry construction across Chicago.","Grouped development of ten brick row houses. Unit-level permit and first-owner decomposition is deferred; the group record prevents false precision while representing all ten units.","CITY_BURLING_ROWS;DRIEHAUS_BURLING",high,true
CHI1875-032,Fremont Row House District,"Fremont Street row houses",1875,1875,exact,1875,,,,extant/altered,"2100-2144 N Fremont Street (even addresses)","2100-2144 N Fremont St",41.9197,-87.6505,row_house_group,speculative residential row houses,Edward J. Burling,Multiple owners/developers,"brick masonry; Italianate; common wooden cornice",3,,new_construction_group,,"The twenty masonry houses are among the earliest large surviving groups erected after Chicago banned new wood-frame construction.","Grouped development of twenty row houses conceived as a unified composition. Unit-level permit and first-owner decomposition is deferred.","CITY_FREMONT_ROWS;DRIEHAUS_BURLING",high,true
CHI1875-033,Lincoln Avenue Row House District,"Andrew McNally row houses",1875,1875,exact,1875,,,,extant/altered,"1928-1936 N Lincoln Avenue","1928-1936 N Lincoln Ave",41.9171,-87.6365,row_house_group,speculative residential row houses,,Andrew McNally,"Joliet limestone masonry; Italianate",3,,new_construction_group,,"Durable masonry speculative housing followed the expanded post-fire fire limits and citywide wood-construction ban.","Five-address row-house group built by printer and mapmaker Andrew McNally. Unit-level permit and first-occupant decomposition is deferred.",CITY_LINCOLN_ROWS,high,true
CHI1875-034,DuPont-Whitehouse House,"Junot Whitehouse House",1875,1876,year_range,1876,,,,extant/relocated,"Originally at Thirty-sixth Street and Western Avenue","3558 S Artesian Ave",41.8291,-87.6867,house,company superintendent residence,Oscar Cobb and Company,DuPont explosives company,"brick masonry; Italianate",2,,construction_start_or_major_phase,,"Brick construction reflected the post-1874 citywide fire limits; industrial-company context raises additional safety significance.","Built 1875-76 for gunpowder-plant superintendent Junot Whitehouse and moved one block in 1920. Included for the 1875 phase, not counted as a 1875 completion.",CITY_DUPONT,high,false
CHI1875-035,Ogden Canal bridge,"Bridge over Ogden Canal",1874,1875,fiscal_year_report,1875,,,,demolished/replaced,"Over Ogden Canal",,,,movable_bridge,road crossing,,Chicago Board of Public Works,"iron superstructure; 228-foot draw",,,completion_reported_in_fiscal_year,,"Iron municipal construction formed part of the post-fire replacement of timber bridges.","Reported in the Board of Public Works year ending March 31, 1875 at a cost of $29,945. Exact calendar completion could fall in 1874 or early 1875 and requires the underlying report.",ANDREAS_V3,medium,true
CHI1875-036,Randolph Street bridge,"Randolph-street bridge",1874,1875,fiscal_year_report,1875,,,,demolished/replaced,"Randolph Street over the Chicago River",,,,movable_bridge,road crossing,,Chicago Board of Public Works,"iron superstructure; 157-foot draw",,,completion_reported_in_fiscal_year,,"Iron municipal construction formed part of the post-fire replacement of timber bridges.","Reported in the Board of Public Works year ending March 31, 1875 with an 18-foot roadway and two 7-foot sidewalks at a cost of $10,850. Exact calendar completion requires the annual report.",ANDREAS_V3,medium,true
CHI1875-037,Fullerton Avenue pile bridge,"Fullerton-avenue bridge",1874,1875,fiscal_year_report,1875,,,,demolished/replaced,"Fullerton Avenue",,,,bridge,road crossing,,Chicago Board of Public Works,"timber pile bridge",,,completion_reported_in_fiscal_year,,"A wooden exception outside the core fire area; the relation to later 1878 Fullerton structures needs entity resolution.","Reported in the Board of Public Works year ending March 31, 1875 as a 225-foot by 20-foot pile bridge costing $1,490. Exact calendar completion and location require the annual report.",ANDREAS_V3,medium,true
CHI1875-038,North Halsted Street railroad viaduct,"North Halsted viaduct",1874,1875,fiscal_year_report,1875,,,,demolished/replaced,"North Halsted Street over Chicago and North-Western and connecting railroad tracks",,,,railroad_viaduct,grade-separated street crossing,,"City of Chicago and railroad companies","iron superstructure on substantial substructure",,,completion_reported_in_fiscal_year,,"Iron grade separation responded to post-fire traffic expansion and reduced conflicts with dense rail infrastructure.","Reported in the Board of Public Works year ending March 31, 1875; 62 feet overall and 26 feet high, total cost $125,683.01, with railroads contributing $87,607.77. Exact calendar completion requires the report.",ANDREAS_V3,medium,true
