year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
CHI1877-011,St. Stanislaus Kostka Church construction,"St. Stan's; present St. Stanislaus Kostka Church",1877,1881,year-only,1881,,,,extant/altered,"Noble and Potomac Streets","1351 W Evergreen Ave",,,church,Roman Catholic worship,Patrick Charles Keely,St. Stanislaus Kostka Catholic parish,"yellow brick with limestone accents; Renaissance Revival",,200,cornerstone_and_construction_start,"Wooden 1869 St. Stanislaus Kostka church","Substantial masonry expansion followed explosive parish growth during Chicago's post-fire rebuilding era.","Cornerstone laid July 1, 1877; completed in 1881. Parish account gives interior dimensions of 200 by 80 feet and seating for 1,500. Twin towers were completed in 1892; the south tower was destroyed by fire in 1964.",STSTANS_HISTORY,high,false
CHI1877-012,St. Columbkille Church completion,"St. Columbkill's Church",1870,1877,year-only,1877,1975,year,parish consolidation and demolition,demolished,"Grand Avenue and North Paulina Street",,,,church,Roman Catholic worship,"Augustus Bauer and Robert Loebnitz",St. Columbkille Catholic parish,masonry church,,,completion_and_opening,,"The long-delayed project spanned the 1871 rebuilding labor/material shock and the Panic of 1873; its masonry form fit the post-fire regime.","Secondary research says work begun about 1870/71 finally opened in 1877 without the planned towers and with interior decoration incomplete. A 1916 diocesan souvenir instead calls it erected in 1871, so the completion chronology requires direct newspaper verification.",POSTCARD_COLUMBKILLE,medium,true
CHI1877-013,Woman's Hospital Medical College first building,"Woman's Medical College; Woman's College",1877,1877,year-only,1877,,,,demolished/unknown,"Lincoln Street opposite Cook County Hospital","337 S Lincoln St (later-number reference; verify)",,,medical_college,medical education,,"Woman's Hospital Medical College faculty",masonry institutional building,4,,acquisition_or_new_construction,,"The purpose-built or acquired medical-school facility formed part of the post-fire institutional district around Cook County Hospital.","An 1893 account says the first building was erected in 1877; Encyclopedia of Chicago says faculty financed purchase of a school building that year. Later building dimensions were 100 by 65 feet, but may include the 1889 addition. Kept as one review-flagged event pending deed and permit research.","CHICAGOLOGY_CCH;DREXEL_WMHC;ENCYC_CHI_WMHC",medium,true
CHI1877-014,Chicago Historical Society temporary building,"Chicago Historical Society II; temporary building; north-wing nucleus",1877,1877,exact,1877,1892,year,removed for later society building,demolished,"Northwest corner of Ontario and Dearborn Streets",,,,library_archive,library museum and historical collections,"F. M. Whitehouse with Burling & Adler; John McEwen (contractor)",Chicago Historical Society,"masonry institutional wing",,,temporary_building_and_future_wing_nucleus,"Chicago Historical Society building destroyed in the 1871 fire","A deliberately fire-conscious institutional restart restored archival capacity after the Society's catastrophic 1871 collection and building loss.","Designed as a 40-by-70-foot 'temporary' building but intended as the rear of a future north wing. Contemporary estimate was about $7,000; the Society occupied it October 16, 1877 and removed it in 1892.","CHICAGOLOGY_CHS;CHS_1906",high,false
CHI1877-015,Atwater Building,"J. P. Atwater Building; Atwater store",1877,1877,year-only,1877,,,,extant/altered,"Wabash Avenue near Monroe Street","28 S Wabash Ave",41.8815228643,-87.6269769542,commercial_block,store and wholesale commercial space,John M. Van Osdel,John P. Atwater,"Illinois stone with brick trim; Victorian Gothic and Italianate masonry",5,,new_commercial_construction,,"Substantial masonry commercial construction within the expanded post-fire limits.","Contemporary notices describe a five-story-and-basement, 40-by-155-foot, $30,000 store under construction in August-September 1877. Later facade, pediment, storefront, and finish alterations occurred; the building survives as the southern component of the landmark Haskell-Barker-Atwater group.","CITY_LANDMARKS_DATA;CITY_HBA;CHICAGOLOGY_HBA",high,false
CHI1877-016,Erie Street Row,"161 East Erie Street Row; Erie Street Rowhouses",1877,1877,circa,1877,,partial,western two of five demolished in 1960,extant/altered,"Erie Street row east of St. Clair Street","161 E Erie St",41.8940527487,-87.6232244954,rowhouses,residential rowhouses,,,"Joliet limestone masonry; Italianate",,,new_residential_group,,"Masonry rowhouses reflect durable construction in the post-fire North Side.","Five attached rowhouses were built about 1877; the three eastern houses survive, the two western houses were demolished in 1960, and surviving units were converted to commercial use around 1920. Recorded as one grouped complex, not five invented individual identities.","CITY_LANDMARKS_DATA;PRES_CHI_ERIE",high,false
CHI1877-017,Perry H. Smith Mansion,"Perry H. Smith residence; later Kinzie Flats site",1877,1877,year-only,1877,1918,year,street widening,demolished,"Northwest corner of Huron and Pine Streets","Northwest corner of W Huron St and N Michigan Ave",,,mansion,private residence,"Cudell & Blumenthal",Perry H. Smith,"ornate masonry mansion with conservatory and interior theater",3,,new_residential_construction,"Perry H. Smith pre-fire Pine Street residence destroyed in 1871","A high-cost masonry mansion epitomized elite North Side reconstruction after the fire.","A dinner was held in the new mansion November 8, 1877 and a major reception followed January 1, 1878. Later reporting gives $241,000 cost and 1877 completion; the building was demolished in 1918 for boulevard widening.",CHICAGOLOGY_SMITH,medium,true
CHI1877-018,Hotel Brunswick,"Brunswick Hotel",1877,1877,exact,1877,1887,year,replaced by Auditorium development,demolished,"318-320 Wabash Avenue; northeast corner of Wabash Avenue and Congress Street","Northeast corner of S Wabash Ave and E Ida B Wells Dr",,,hotel,family hotel,,,"pressed brick and stone masonry",,,new_commercial_construction,,"Substantial masonry hotel construction within the post-fire commercial district.","Chicago Tribune described the hotel as just completed on November 11, 1877. The secondary compilation gives a 1877-1887 lifespan; architect and owner remain unresolved.",CHICAGOLOGY_BRUNSWICK,medium,true
CHI1877-019,E. B. Williams Building construction,"E. B. Williams's building",1877,,,,,,,demolished/unknown,"Corner of Wabash Avenue and Monroe Street",,,,commercial_building,commercial use,,E. B. Williams,masonry commercial construction,,,documented_construction_phase,,"Commercial masonry infill continued within the fire-limits district.","Chicago Tribune reported work progressing rapidly on September 16, 1877. Completion, dimensions, architect, and exact corner remain unresolved; retained as a phase record rather than an assumed completion.",CHICAGOLOGY_HBA,medium,true
CHI1877-020,Michael Burke Stores construction,"Two stores on Michael Burke's property",1877,,,,,,,demolished/unknown,"Wabash Avenue between Monroe and Madison Streets",,,,store_group,retail or wholesale stores,,Michael Burke,commercial masonry construction,,,near_completion_construction_phase,,"Commercial masonry infill continued within the fire-limits district.","Two stores were reported nearly completed September 16, 1877. They remain grouped because the contemporary notice gives no separate names or addresses; no anonymous unit-level rows were fabricated.",CHICAGOLOGY_HBA,medium,true
CHI1877-021,Woman's Christian Association boarding house opening,"WCA boarding house",,,,1877,,,,unknown,"1514-1516 Wabash Avenue",,,,boarding_house,affordable Christian boarding house for working and studying women,,Woman's Christian Association of Chicago,,,,occupancy_only_or_conversion,,"No construction claim is made; the record captures institutional reuse/occupancy of urban building stock.","Boarding house opened May 22, 1877 for seamstresses, teachers, students, clerks, and compositors. Source does not state that a new building was erected or what alterations occurred, so this is explicitly an occupancy-only review record.",ANDREAS_V3,low,true
CHI1877-022,Interstate Exposition Building temporary Field & Leiter conversion,"Field & Leiter temporary store in Exposition Building",1877,1877,exact,1877,1892,year,Exposition Building demolition,demolished,"Lakefront at the foot of Adams Street",,,,exposition_hall,temporary department store,"W. W. Boyington (original 1873 building); temporary fit-out contractor unknown",Field & Leiter,"iron and glass exposition structure with temporary partitions counters and shelving",,,temporary_retail_conversion,"Interstate Exposition Building of 1873; temporary relocation after Singer Building fire of Nov. 14, 1877","Adaptive reuse provided rapid business continuity after a major post-fire-era commercial building fire.","In little over a week, roughly two-thirds of the Exposition Building was partitioned and fitted with shelves and counters; Field & Leiter opened the temporary store November 27, 1877. This row records the conversion, not construction of the 1873 hall.",CHICAGOLOGY_EXPO,medium,true
CHI1877-023,West Side Water Works engine commissioning,"Twenty-second Street Pumping Station Quintard engines; Ashland Avenue pumping station engines",1875,1876,year-only,1876,,,,demolished/unknown,"Twenty-second Street and Ashland Avenue",,,,waterworks,potable-water pumping,"Quintard Iron Works (engines); City public works designers",City of Chicago,"brick pumping station with stone trim; two compound condensing beam engines",,,infrastructure_commissioning_test,,"Expanded pumping capacity was a central post-fire public-health and fire-protection investment.","Engines entered operation November 6, 1876; formal specification tests in January 1877 measured 16,160,470 and 15,571,970 gallons per 24 hours and duties above 96 million foot-pounds. Included for the distinct 1877 commissioning/acceptance event, not as a 1877 building completion.",CHICAGOLOGY_WATER,high,false
CHI1877-024,Chicago fire-alarm telegraph expansion,"1877 municipal fire-alarm expansion",1877,1877,year-only,1877,,,,superseded,citywide Chicago fire-alarm network,,,,communications_infrastructure,municipal fire alarm and dispatch,"J. P. Barrett (superintendent); municipal fire-alarm staff",City of Chicago,"174 street boxes; 125 miles aerial wire; 2358 telegraph poles; engine-house control apparatus",,,citywide_infrastructure_expansion,,"Directly responsive to the city's post-fire emphasis on detection, communication, and coordinated suppression.","In 1877 the city installed 174 street boxes, connected talking lines to almost all engine houses, added 28 automatic registers, installed door/gas control equipment, built 125 miles of aerial wire including 50 new miles, and moved wires off rooftops onto 2,358 poles.",ANDREAS_V3,high,false
CHI1877-025,First regular underground fire-alarm cable,"Cass Street underground cable",1877,1877,exact,1877,,,,superseded,"Cass Street between Superior and Erie Streets",,,,communications_infrastructure,municipal fire-alarm telegraph,"Day & Co. of New York (Kerite cable)",City of Chicago,"two 1955-foot No. 16 copper conductors in one-inch iron pipe with tar insulation",,,new_underground_infrastructure,,"The underground cable was a fire-resilience and communications experiment within the rebuilt North Side.","Laid in October 1877 and described by Andreas as Chicago's first regular underground cable, distinct from cables in water tunnels or mains.",ANDREAS_V3,high,false
CHI1877-026,United States Government Building cut-stone phase,"Chicago Custom House, Court House, Post Office, and Sub-Treasury",1874,1880,year-only,1879,1896,year,demolition for replacement federal building,demolished,"Block bounded by Adams, Clark, Jackson, and Dearborn Streets",,,,federal_building,post office custom house courts and federal offices,"Alfred B. Mullett; James G. Gill; Edward J. Burling (construction supervision); John Angus (stone setting)",United States Government,"fireproof iron and stone masonry",3,,cut_stone_construction_phase,"Federal custom house and post office destroyed in the 1871 fire","The monumental fireproof federal replacement was a direct institutional response to the 1871 destruction.","Andreas states John Angus had charge of setting cut-stone work beginning in 1877; the OCR-obscured ending year is unresolved. The building was occupied by 1879 and completed in 1880; recorded here only as a distinct 1877 phase.","ANDREAS_V3;CHICAGOLOGY_GOVT",medium,true
