source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
CHICAGOLOGY_LAFLIN,"Laflin Building","Historical guide and newspaper compilation","Chicagology",,https://chicagology.com/rebuilding/rebuilding254/,historical_compilation,"Tier 3","Rand McNally 1893 building description; later fire and demolition material","2026-08-03","Underlying historical text is public domain where publication permits; compilation and site images are copyrighted.","Reports erection in 1879, footprint, height, stories, elevators, brick-and-steel walls, and Laflin estate ownership."
CHICAGOLOGY_MCCORMICK,"Cyrus H. McCormick Mansion","Historical newspaper and architectural-history compilation","Chicagology",,https://chicagology.com/rebuilding/rebuilding203/,historical_compilation,"Tier 3","1875 commission; 1880 Tribune description; Tallmadge/1949 chronology; 1954 demolition","2026-08-03","Underlying historical newspaper text may be public domain; compilation and modern presentation are copyrighted. Verify each image separately.","Supports the 1875-79 construction range, 1879 occupancy, address, materials, architect caption, and demolition."
DRIEHAUS_NICKERSON,"History of the Driehaus Museum","Richard H. Driehaus Museum","Richard H. Driehaus Museum",,https://driehausmuseum.org/resources-and-research/history-of-the-driehaus-museum,institutional_building_history,"Tier 2","Nickerson commission in 1879 and completion in 1883","2026-08-03","Institutional web content and images are copyrighted; factual chronology only.","Reports the 1879 commission, 1883 completion, Burling & Whitehouse, approximately $450,000 cost, and fireproof design."
CITY_NICKERSON,"Nickerson House","Commission on Chicago Landmarks","City of Chicago",,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1379,municipal_landmark_record,"Tier 1","Date built, architect, address and landmark description","2026-08-03","City web content; verify image reuse terms separately.","Official record supplies 1883 completion context and current address."
LOC_NICKERSON_HABS,"Samuel M. Nickerson House, 40 East Erie Street, Chicago, Cook County, IL","Historic American Buildings Survey","Library of Congress",,https://www.loc.gov/item/il0048/,federal_architectural_survey,"Tier 1","Historical survey, measured drawings and photographs","2026-08-03","HABS documentation is generally public domain; inspect item credits for copied-source exceptions.","Potential high-resolution public-domain drawings and photographs; confirms the surviving building identity."
CPS_OTIS,"History of James Otis World Language Academy","James Otis World Language Academy","Chicago Public Schools",,https://www.otis.cps.edu/apps/pages/index.jsp?uREC_ID=573688&type=d,public_school_history,"Tier 1","Original Armour Street School opening and later renaming; present address","2026-08-03","CPS web content and images are copyrighted; factual summary only.","Says the school opened in the 1878-79 academic year and initially used coal stoves and gas; Andreas's 1879 table records steam, creating a systems conflict for review."
CHICAGOLOGY_CCH,"Cook County Hospital campus and Marquette School","Historical guide and map compilation","Chicagology",,https://chicagology.com/rebuilding/rebuilding056/,historical_compilation,"Tier 3","Rand McNally 1893: old Marquette School at Wood and Congress","2026-08-03","Underlying historical source text and maps may be public domain; compilation and modern presentation are copyrighted.","Corroborates the 1879 school and location but gives later capacity and cost figures that differ from Andreas's near-contemporary table."
IL_SFM_RAYMOND,"Underground Storage Tank Ownership Record: Raymond School","Office of the Illinois State Fire Marshal","State of Illinois",,https://webapps.sfm.illinois.gov/ustsearch/Ownership.aspx?ID=2038572,state_property_record,"Tier 1","Raymond School, 3629-3653 South Wabash Avenue","2026-08-03","State web data; verify reuse terms and do not assume the present parcel proves the exact 1879 footprint.","Used only to corroborate the school identity and modern site address; construction facts come from Andreas."
CHICAGOLOGY_OLYMPIC,"Olympic Theatre","Chicago Tribune historical transcription","Chicagology",1879-08-30,https://chicagology.com/rebuilding/rebuilding138/,historical_newspaper_transcription,"Tier 3","Chicago Tribune, August 30, 1879 renovation and reopening account","2026-08-03","Underlying 1879 newspaper text is public domain; site layout and compilation are copyrighted.","Documents a thorough exterior/interior renovation and reopening of the pre-existing Kingsbury/New Chicago/Metropolitan theatre as the Olympic."
YMCA_HISTORY,"YMCA of Metropolitan Chicago History","YMCA of Metropolitan Chicago","YMCA of Metropolitan Chicago",,https://www.ymcachicago.org/ymca-of-metro-chicago-history/,institutional_history,"Tier 2","1879 Farwell Hall gymnasium and bath addition","2026-08-03","Institutional web content and images are copyrighted; factual chronology only.","Institutional chronology identifies the 1879 physical addition but does not provide sufficient architectural details or a definitive historical street number."
WBEZ_SIXTH,"Chicago Housing Authority Set to Tear Down Historic Church","WBEZ",WBEZ,2009-08-18,https://www.wbez.org/2009/08/18/chicago-housing-authority-set-to-tear-down-historic-church,news_report,"Tier 3","Sixth Presbyterian Church construction year and demolition context","2026-08-03","Modern article and photographs are copyrighted; factual summary only.","Reports that the church was built in 1879 and later slated for demolition; primary church and permit records remain needed."
WTTW_SIXTH,"Photo Essay: Exploring Ida B. Wells' Memory in Chicago","WTTW Chicago",WTTW,2021-05-21,https://www.wttw.com/chicago-stories/ida-b-wells/photo-essay-exploring-ida-b-wells-memory-in-chicago,institutional_history,"Tier 2","Sixth Presbyterian Church at 3600 South Vincennes and later demolition","2026-08-03","Modern text and photographs are copyrighted; factual summary only.","Corroborates site identity and later history in the Ida B. Wells Homes context."
PARISH_NATIVITY,"Parish History","St. Gabriel Catholic Church","St. Gabriel Catholic Church",,https://www.stgabrielchicago.com/parish.html,parish_history,"Tier 2","Nativity of Our Lord Church site at Union Avenue and 37th Street","2026-08-03","Parish web content and images are copyrighted; factual summary only.","Corroborates the Nativity identity and present site; Andreas supplies the 1876-79 construction and dedication chronology."
MAP1879_RAND,"Guide Map of Chicago and Boulevard and Park System","Rand McNally and Company","Rand McNally and Company",1879,https://www.oldmapsonline.org/en/maps/965be261-c375-54ef-82e2-3c4ec7e8685e,historical_city_map,"Tier 2","1879 Chicago guide map catalog/discovery record","2026-08-03","Map is public domain due age; use the holding repository's master file and retain attribution. OldMapsOnline is a discovery interface, not the preferred image source.","Primary candidate for the 1879 annual basemap; holding-repository metadata, scale, and scan rights must be captured before download."
MAP1879_RAIL,"Railway Map of Chicago and Environs","R. W. Dobson","Chicago Historical Society",1879,https://www.encyclopedia.chicagohistory.org/pages/10607.html,historical_transportation_map,"Tier 2","Chicago railways and environs, cataloged as ICHi-37300","2026-08-03","Original map is public domain due age; Encyclopedia electronic presentation is copyrighted and Chicago History Museum item-level reproduction terms apply.","Useful for railroad corridors and metropolitan extent; obtain an authorized master image rather than copying the encyclopedia derivative."
UCHI_MAPS,"Mapping Chicagoland","University of Chicago Library","University of Chicago Library",,https://www.lib.uchicago.edu/collex/collections/mapping-chicagoland-collection/,map_collection_guide,"Tier 1","Collection overview and geospatial discovery tools","2026-08-03","Collection metadata is citable; map and scan rights vary by item.","Discovery collection for additional period maps and neighborhood-level coverage; not itself evidence for an 1879 building."
