ticket,person_id,person_name,query,date_searched,result,result_summary,sources_returned
T-0442,garrett_a,A. Garrett,"""A. Garrett"" Illinois genealogy",2026-08-31,found,"A strong candidate is Augustus Garrett, an early Chicago auctioneer later elected mayor. The project record prints only an initial, so the candidate is not merged without an independent initials-to-name bridge.",cpl_augustus_garrett_biography
T-0442,king_byram,Byram King,"""Byram King"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,king_byram,Byram King,"""Byram King"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,thrall_e_l,E. L. Thrall,"""E. L. Thrall"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,thrall_e_l,E. L. Thrall,"""E. L. Thrall"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,fowler_elmira,Elmira Fowler,"""Elmira Fowler"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,fowler_elmira,Elmira Fowler,"""Elmira Fowler"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,clarke_h_b,H. B. Clarke,"""H. B. Clarke"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,clarke_h_b,H. B. Clarke,"""H. B. Clarke"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,bennett_h_c,H. C. Bennett,"""H. C. Bennett"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,bennett_h_c,H. C. Bennett,"""H. C. Bennett"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,crocker_h,H. Crocker,"""H. Crocker"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,crocker_h,H. Crocker,"""H. Crocker"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,sherman_h,Mrs. H. Sherman,"""Mrs. H. Sherman"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,sherman_h,Mrs. H. Sherman,"""Mrs. H. Sherman"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,moore_henry,Henry Moore,"""Henry Moore"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,moore_henry,Henry Moore,"""Henry Moore"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,marshall_j_a,J. A. Marshall,"""J. A. Marshall"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,marshall_j_a,J. A. Marshall,"""J. A. Marshall"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,curtiss_j,J. Curtiss,"""J. Curtiss"" Chicago 1835",2026-08-31,found,"A strong candidate is attorney James Curtiss, later mayor. The trade, city and date align, but the newspaper record gives only J. Curtiss, so the identification remains unasserted.",cpl_james_curtiss_biography
T-0442,curtiss_j,J. Curtiss,"""J. Curtiss"" Illinois genealogy",2026-08-31,found,"A strong candidate is attorney James Curtiss, later mayor. The trade, city and date align, but the newspaper record gives only J. Curtiss, so the identification remains unasserted.",cpl_james_curtiss_biography
T-0442,collins_j_h,J. H. Collins,"""J. H. Collins"" Chicago 1835",2026-08-31,found,"The Papers of Abraham Lincoln identifies the attorney as James H. Collins, says he moved to Illinois in 1833, and records his 1834 Chicago practice with former student John D. Caton. The partner and occupation jointly resolve the initials more strongly than name alone.",papers_abraham_lincoln_james_h_collins
T-0442,collins_j_h,J. H. Collins,"""J. H. Collins"" Illinois genealogy",2026-08-31,found,"The Papers of Abraham Lincoln identifies the attorney as James H. Collins, says he moved to Illinois in 1833, and records his 1834 Chicago practice with former student John D. Caton. The partner and occupation jointly resolve the initials more strongly than name alone.",papers_abraham_lincoln_james_h_collins
T-0442,grant_james,James Grant,"""James Grant"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,grant_james,James Grant,"""James Grant"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,stewart_r,R. Stewart,"""R. Stewart"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,stewart_r,R. Stewart,"""R. Stewart"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,lewis_samuel,Samuel Lewis,"""Samuel Lewis"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,lewis_samuel,Samuel Lewis,"""Samuel Lewis"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,sabine_wm,Wm. Sabine,"""Wm. Sabine"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,sabine_wm,Wm. Sabine,"""Wm. Sabine"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,morris_b_s,B. S. Morris,"""B. S. Morris"" Chicago 1835",2026-08-31,found,"Buckner Stith Morris is a strong candidate for B. S. Morris, but unusual matching initials are not alone enough to import his later mayoral biography.",cpl_buckner_stith_morris_biography
T-0442,morris_b_s,B. S. Morris,"""B. S. Morris"" Illinois genealogy",2026-08-31,found,"Buckner Stith Morris is a strong candidate for B. S. Morris, but unusual matching initials are not alone enough to import his later mayoral biography.",cpl_buckner_stith_morris_biography
T-0442,hoit_thomas,Thomas Hoit,"""Thomas Hoit"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,hoit_thomas,Thomas Hoit,"""Thomas Hoit"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,boyer_j_k,J. K. Boyer,"""J. K. Boyer"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,boyer_j_k,J. K. Boyer,"""J. K. Boyer"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,fell_j_w,J. W. Fell,"""J. W. Fell"" Chicago 1835",2026-08-31,found,Jesse W. Fell was tested and rejected as the default expansion of J. W. Fell: institutional histories place Jesse in Vandalia in winter 1834–35 and founding Clinton in 1835. The abbreviated Chicago person remains unresolved.,mclean_history_jesse_w_fell; papers_abraham_lincoln_clinton
T-0442,fell_j_w,J. W. Fell,"""J. W. Fell"" Illinois genealogy",2026-08-31,found,Jesse W. Fell was tested and rejected as the default expansion of J. W. Fell: institutional histories place Jesse in Vandalia in winter 1834–35 and founding Clinton in 1835. The abbreviated Chicago person remains unresolved.,mclean_history_jesse_w_fell; papers_abraham_lincoln_clinton
T-0442,hail_aifred,Aifred Hail,"""Aifred Hail"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,hail_aifred,Aifred Hail,"""Aifred Hail"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,beddlecome_ash,Ash Beddlecome,"""Ash Beddlecome"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,beddlecome_ash,Ash Beddlecome,"""Ash Beddlecome"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,gooding_caroline,Caroline Miss Gooding,"""Caroline Miss Gooding"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,gooding_caroline,Caroline Miss Gooding,"""Caroline Miss Gooding"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,benubien_charl,Charl Benubien,"""Charl Benubien"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,benubien_charl,Charl Benubien,"""Charl Benubien"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,brookins_david,David Brookins,"""David Brookins"" Chicago 1835",2026-08-31,found,"A DuPage County history describes a David Brookins who sold carriages in Chicago before moving his family west. It is a useful regional candidate, not proof that the letter-list name is the same man.",dupage_history_david_brookins
T-0442,brookins_david,David Brookins,"""David Brookins"" Illinois genealogy",2026-08-31,found,"A DuPage County history describes a David Brookins who sold carriages in Chicago before moving his family west. It is a useful regional candidate, not proof that the letter-list name is the same man.",dupage_history_david_brookins
T-0442,doolittle_ehjah,Ehjah Doolittle,"""Ehjah Doolittle"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,doolittle_ehjah,Ehjah Doolittle,"""Ehjah Doolittle"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,boles_george,George Boles,"""George Boles"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,boles_george,George Boles,"""George Boles"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,vyekoff_henry_s,Henry S. Vyekoff,"""Henry S. Vyekoff"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,vyekoff_henry_s,Henry S. Vyekoff,"""Henry S. Vyekoff"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,demans_j_t,J. T Demans,"""J. T Demans"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,demans_j_t,J. T Demans,"""J. T Demans"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,force_john,John Force,"""John Force"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,force_john,John Force,"""John Force"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,bloget_josiah_i,Josiah I Bloget,"""Josiah I Bloget"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,bloget_josiah_i,Josiah I Bloget,"""Josiah I Bloget"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,lorenzo_maccoy,maccoy Lorenzo,"""maccoy Lorenzo"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,lorenzo_maccoy,maccoy Lorenzo,"""maccoy Lorenzo"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,sunny_miches,Miches! Sunny,"""Miches! Sunny"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,sunny_miches,Miches! Sunny,"""Miches! Sunny"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,anstin_al,Mr. Al. Anstin,"""Mr. Al. Anstin"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,anstin_al,Mr. Al. Anstin,"""Mr. Al. Anstin"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,mary_nelson,Nelson mary Miss,"""Nelson mary Miss"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,mary_nelson,Nelson mary Miss,"""Nelson mary Miss"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,oakley_benjamin_w,Oakley Benjamin W.,"""Oakley Benjamin W."" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,oakley_benjamin_w,Oakley Benjamin W.,"""Oakley Benjamin W."" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,harriet_paddock,Paddock Harriet Miss.,"""Paddock Harriet Miss."" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,harriet_paddock,Paddock Harriet Miss.,"""Paddock Harriet Miss."" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,win_payne,Payne Win.,"""Payne Win."" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,win_payne,Payne Win.,"""Payne Win."" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,preston_stephen_ii,Preston Stephen II.,"""Preston Stephen II."" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,preston_stephen_ii,Preston Stephen II.,"""Preston Stephen II."" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,starkweather_robt,Rob't. Starkweather,"""Rob't. Starkweather"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,starkweather_robt,Rob't. Starkweather,"""Rob't. Starkweather"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,codding_sally,Sally Mr Codding,"""Sally Mr Codding"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,codding_sally,Sally Mr Codding,"""Sally Mr Codding"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,byam_seth,Seth Byam,"""Seth Byam"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,byam_seth,Seth Byam,"""Seth Byam"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,helen_soren,Soren Helen Miss,"""Soren Helen Miss"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,helen_soren,Soren Helen Miss,"""Soren Helen Miss"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,beger_tobias,Tobias Beger,"""Tobias Beger"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,beger_tobias,Tobias Beger,"""Tobias Beger"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,saunders_william_s,William S. Saunders,"""William S. Saunders"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,saunders_william_s,William S. Saunders,"""William S. Saunders"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,vaughan_alanson_b,Alanson B. Vaughan,"""Alanson B. Vaughan"" Chicago 1835",2026-08-31,found,"Later Minnesota county histories contain the same unusual name, Alanson B. Vaughan. No reviewed source bridges that later settler to Chicago's letter return, so the lead remains possible only.",mower_history_alanson_vaughan
T-0442,vaughan_alanson_b,Alanson B. Vaughan,"""Alanson B. Vaughan"" Illinois genealogy",2026-08-31,found,"Later Minnesota county histories contain the same unusual name, Alanson B. Vaughan. No reviewed source bridges that later settler to Chicago's letter return, so the lead remains possible only.",mower_history_alanson_vaughan
T-0442,mvaughton_angus,Angus M'Vaughton,"""Angus M'Vaughton"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,mvaughton_angus,Angus M'Vaughton,"""Angus M'Vaughton"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,ostrander_catherine,Catherine Ostrander,"""Catherine Ostrander"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,ostrander_catherine,Catherine Ostrander,"""Catherine Ostrander"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,torry_d_v_s,D. V. S. Torry,"""D. V. S. Torry"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,torry_d_v_s,D. V. S. Torry,"""D. V. S. Torry"" Illinois genealogy",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
T-0442,farren_dean,Dean Farren,"""Dean Farren"" Chicago 1835",2026-08-31,no result,"No reliable record found in the reviewed web, institutional-history, digitized-book, newspaper-index and genealogy-finding-aid searches could be tied to this 1835 Chicago person without relying on the name alone.",
